County,Precinct,Race,Candidate,Party,Votes,VTD
ATCHISON,Atchison Precinct 4 Exclave B,Attorney General,"Swain, Sarah G. ",Democratic,0,00006C
ATCHISON,Atchison Precinct 4 Exclave B,Attorney General,"Schmidt, Derek  ",Republican,0,00006C
ATCHISON,Atchison Precinct 5 North,Attorney General,"Swain, Sarah G. ",Democratic,236,00007A
ATCHISON,Atchison Precinct 5 North,Attorney General,"Schmidt, Derek  ",Republican,216,00007A
ATCHISON,Atchison Precinct 5 North Exclave A,Attorney General,"Swain, Sarah G. ",Democratic,0,00007B
ATCHISON,Atchison Precinct 5 North Exclave A,Attorney General,"Schmidt, Derek  ",Republican,0,00007B
ATCHISON,Atchison Precinct 5 North Exclave B,Attorney General,"Swain, Sarah G. ",Democratic,0,00007C
ATCHISON,Atchison Precinct 5 North Exclave B,Attorney General,"Schmidt, Derek  ",Republican,0,00007C
ATCHISON,Atchison Precinct 5 South,Attorney General,"Swain, Sarah G. ",Democratic,128,00008A
ATCHISON,Atchison Precinct 5 South,Attorney General,"Schmidt, Derek  ",Republican,143,00008A
ATCHISON,Atchison Precinct 5 South Exclave A,Attorney General,"Swain, Sarah G. ",Democratic,0,00008B
ATCHISON,Atchison Precinct 5 South Exclave A,Attorney General,"Schmidt, Derek  ",Republican,0,00008B
ATCHISON,Atchison Precinct 5 South Exclave B,Attorney General,"Swain, Sarah G. ",Democratic,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave B,Attorney General,"Schmidt, Derek  ",Republican,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave C,Attorney General,"Swain, Sarah G. ",Democratic,0,00008D
ATCHISON,Atchison Precinct 5 South Exclave C,Attorney General,"Schmidt, Derek  ",Republican,0,00008D
ATCHISON,Center Township,Attorney General,"Swain, Sarah G. ",Democratic,61,000100
ATCHISON,Center Township,Attorney General,"Schmidt, Derek  ",Republican,225,000100
ATCHISON,Grasshopper Township,Attorney General,"Swain, Sarah G. ",Democratic,35,000110
ATCHISON,Grasshopper Township,Attorney General,"Schmidt, Derek  ",Republican,205,000110
ATCHISON,Huron Township,Attorney General,"Swain, Sarah G. ",Democratic,22,000120
ATCHISON,Huron Township,Attorney General,"Schmidt, Derek  ",Republican,48,000120
ATCHISON,Kapioma Township,Attorney General,"Swain, Sarah G. ",Democratic,37,000130
ATCHISON,Kapioma Township,Attorney General,"Schmidt, Derek  ",Republican,80,000130
ATCHISON,Lancaster Township,Attorney General,"Swain, Sarah G. ",Democratic,80,000140
ATCHISON,Lancaster Township,Attorney General,"Schmidt, Derek  ",Republican,176,000140
ATCHISON,Shannon Township,Attorney General,"Swain, Sarah G. ",Democratic,185,00016A
ATCHISON,Shannon Township,Attorney General,"Schmidt, Derek  ",Republican,345,00016A
ATCHISON,Walnut Township,Attorney General,"Swain, Sarah G. ",Democratic,87,00017A
ATCHISON,Walnut Township,Attorney General,"Schmidt, Derek  ",Republican,121,00017A
ATCHISON,Walnut Township Enclave,Attorney General,"Swain, Sarah G. ",Democratic,0,00017B
ATCHISON,Walnut Township Enclave,Attorney General,"Schmidt, Derek  ",Republican,0,00017B
ATCHISON,Mount Pleasant Township,Attorney General,"Swain, Sarah G. ",Democratic,109,100050
ATCHISON,Mount Pleasant Township,Attorney General,"Schmidt, Derek  ",Republican,296,100050
ATCHISON,Benton Township H62,Attorney General,"Swain, Sarah G. ",Democratic,84,120020
ATCHISON,Benton Township H62,Attorney General,"Schmidt, Derek  ",Republican,186,120020
ATCHISON,Benton Township H63,Attorney General,"Swain, Sarah G. ",Democratic,35,120030
ATCHISON,Benton Township H63,Attorney General,"Schmidt, Derek  ",Republican,64,120030
BARBER,Aetna Township,Attorney General,"Swain, Sarah G. ",Democratic,2,000010
BARBER,Aetna Township,Attorney General,"Schmidt, Derek  ",Republican,4,000010
BARBER,Deerhead Township,Attorney General,"Swain, Sarah G. ",Democratic,0,000020
BARBER,Deerhead Township,Attorney General,"Schmidt, Derek  ",Republican,5,000020
BARBER,Eagle Township,Attorney General,"Swain, Sarah G. ",Democratic,1,000030
BARBER,Eagle Township,Attorney General,"Schmidt, Derek  ",Republican,16,000030
BARBER,Elm Mills Township,Attorney General,"Swain, Sarah G. ",Democratic,15,000040
BARBER,Elm Mills Township,Attorney General,"Schmidt, Derek  ",Republican,54,000040
BARBER,Elwood Township,Attorney General,"Swain, Sarah G. ",Democratic,15,000050
BARBER,Elwood Township,Attorney General,"Schmidt, Derek  ",Republican,54,000050
BARBER,Hazelton Township,Attorney General,"Swain, Sarah G. ",Democratic,14,000060
BARBER,Hazelton Township,Attorney General,"Schmidt, Derek  ",Republican,47,000060
BARBER,Kiowa East Township,Attorney General,"Swain, Sarah G. ",Democratic,42,000070
BARBER,Kiowa East Township,Attorney General,"Schmidt, Derek  ",Republican,217,000070
BARBER,Kiowa West Township,Attorney General,"Swain, Sarah G. ",Democratic,31,000080
BARBER,Kiowa West Township,Attorney General,"Schmidt, Derek  ",Republican,114,000080
BARBER,Lake City Township,Attorney General,"Swain, Sarah G. ",Democratic,5,000090
BARBER,Lake City Township,Attorney General,"Schmidt, Derek  ",Republican,32,000090
BARBER,McAdoo Township,Attorney General,"Swain, Sarah G. ",Democratic,0,000100
BARBER,McAdoo Township,Attorney General,"Schmidt, Derek  ",Republican,10,000100
BARBER,Medicine Lodge Precinct 1,Attorney General,"Swain, Sarah G. ",Democratic,45,000110
BARBER,Medicine Lodge Precinct 1,Attorney General,"Schmidt, Derek  ",Republican,217,000110
BARBER,Medicine Lodge Precinct 2,Attorney General,"Swain, Sarah G. ",Democratic,27,00012A
BARBER,Medicine Lodge Precinct 2,Attorney General,"Schmidt, Derek  ",Republican,166,00012A
BARBER,Medicine Lodge Precinct 2 Exclave,Attorney General,"Swain, Sarah G. ",Democratic,0,00012B
BARBER,Medicine Lodge Precinct 2 Exclave,Attorney General,"Schmidt, Derek  ",Republican,0,00012B
BARBER,Medicine Lodge Precinct 3,Attorney General,"Swain, Sarah G. ",Democratic,15,000130
BARBER,Medicine Lodge Precinct 3,Attorney General,"Schmidt, Derek  ",Republican,131,000130
BARBER,Medicine Lodge Precinct 4,Attorney General,"Swain, Sarah G. ",Democratic,12,000140
BARBER,Medicine Lodge Precinct 4,Attorney General,"Schmidt, Derek  ",Republican,95,000140
BARBER,Medicine Lodge Precinct 5,Attorney General,"Swain, Sarah G. ",Democratic,2,000150
BARBER,Medicine Lodge Precinct 5,Attorney General,"Schmidt, Derek  ",Republican,20,000150
BARBER,Mingona Township,Attorney General,"Swain, Sarah G. ",Democratic,6,000160
BARBER,Mingona Township,Attorney General,"Schmidt, Derek  ",Republican,34,000160
BARBER,Moore Township,Attorney General,"Swain, Sarah G. ",Democratic,7,000170
BARBER,Moore Township,Attorney General,"Schmidt, Derek  ",Republican,11,000170
BARBER,Nippawalla Township,Attorney General,"Swain, Sarah G. ",Democratic,1,000180
BARBER,Nippawalla Township,Attorney General,"Schmidt, Derek  ",Republican,17,000180
BARBER,Sun City Township,Attorney General,"Swain, Sarah G. ",Democratic,1,000210
BARBER,Sun City Township,Attorney General,"Schmidt, Derek  ",Republican,15,000210
BARBER,Turkey Creek Township,Attorney General,"Swain, Sarah G. ",Democratic,4,000220
BARBER,Turkey Creek Township,Attorney General,"Schmidt, Derek  ",Republican,9,000220
BARBER,Valley Township,Attorney General,"Swain, Sarah G. ",Democratic,4,000230
BARBER,Valley Township,Attorney General,"Schmidt, Derek  ",Republican,50,000230
BARBER,Sharon Township,Attorney General,"Swain, Sarah G. ",Democratic,13,130010
BARBER,Sharon Township,Attorney General,"Schmidt, Derek  ",Republican,142,130010
BARTON,Albion Township,Attorney General,"Swain, Sarah G. ",Democratic,3,000010
BARTON,Albion Township,Attorney General,"Schmidt, Derek  ",Republican,19,000010
BARTON,Beaver Township,Attorney General,"Swain, Sarah G. ",Democratic,6,000020
BARTON,Beaver Township,Attorney General,"Schmidt, Derek  ",Republican,34,000020
BARTON,Buffalo Township,Attorney General,"Swain, Sarah G. ",Democratic,22,000030
BARTON,Buffalo Township,Attorney General,"Schmidt, Derek  ",Republican,153,000030
BARTON,Cheyenne Township,Attorney General,"Swain, Sarah G. ",Democratic,10,000040
BARTON,Cheyenne Township,Attorney General,"Schmidt, Derek  ",Republican,86,000040
BARTON,Clarence Township,Attorney General,"Swain, Sarah G. ",Democratic,9,000050
BARTON,Clarence Township,Attorney General,"Schmidt, Derek  ",Republican,36,000050
BARTON,Cleveland Township,Attorney General,"Swain, Sarah G. ",Democratic,3,000060
BARTON,Cleveland Township,Attorney General,"Schmidt, Derek  ",Republican,21,000060
BARTON,Comanche Township,Attorney General,"Swain, Sarah G. ",Democratic,26,000070
BARTON,Comanche Township,Attorney General,"Schmidt, Derek  ",Republican,148,000070
BARTON,Eureka Township,Attorney General,"Swain, Sarah G. ",Democratic,1,000080
BARTON,Eureka Township,Attorney General,"Schmidt, Derek  ",Republican,41,000080
BARTON,Fairview Township,Attorney General,"Swain, Sarah G. ",Democratic,5,000090
BARTON,Fairview Township,Attorney General,"Schmidt, Derek  ",Republican,24,000090
BARTON,Grant Township,Attorney General,"Swain, Sarah G. ",Democratic,4,000100
BARTON,Grant Township,Attorney General,"Schmidt, Derek  ",Republican,20,000100
BARTON,Great Bend City Ward 1 Precinct 1,Attorney General,"Swain, Sarah G. ",Democratic,81,00011A
BARTON,Great Bend City Ward 1 Precinct 1,Attorney General,"Schmidt, Derek  ",Republican,175,00011A
BARTON,Great Bend City Ward 1 Precinct 1 Courthouse,Attorney General,"Swain, Sarah G. ",Democratic,0,00011B
BARTON,Great Bend City Ward 1 Precinct 1 Courthouse,Attorney General,"Schmidt, Derek  ",Republican,0,00011B
BARTON,Great Bend City Ward 1 Precinct 2,Attorney General,"Swain, Sarah G. ",Democratic,100,000120
BARTON,Great Bend City Ward 1 Precinct 2,Attorney General,"Schmidt, Derek  ",Republican,305,000120
BARTON,Great Bend City Ward 1 Precinct 3,Attorney General,"Swain, Sarah G. ",Democratic,81,000130
BARTON,Great Bend City Ward 1 Precinct 3,Attorney General,"Schmidt, Derek  ",Republican,240,000130
BARTON,Great Bend City Ward 2 Precinct 1,Attorney General,"Swain, Sarah G. ",Democratic,122,000140
BARTON,Great Bend City Ward 2 Precinct 1,Attorney General,"Schmidt, Derek  ",Republican,413,000140
BARTON,Great Bend City Ward 2 Precinct 2,Attorney General,"Swain, Sarah G. ",Democratic,106,000150
BARTON,Great Bend City Ward 2 Precinct 2,Attorney General,"Schmidt, Derek  ",Republican,405,000150
BARTON,Great Bend City Ward 2 Precinct 3,Attorney General,"Swain, Sarah G. ",Democratic,99,000160
BARTON,Great Bend City Ward 2 Precinct 3,Attorney General,"Schmidt, Derek  ",Republican,531,000160
BARTON,Great Bend City Ward 3 Precinct 1,Attorney General,"Swain, Sarah G. ",Democratic,87,000170
BARTON,Great Bend City Ward 3 Precinct 1,Attorney General,"Schmidt, Derek  ",Republican,257,000170
BARTON,Great Bend City Ward 3 Precinct 2,Attorney General,"Swain, Sarah G. ",Democratic,109,000180
BARTON,Great Bend City Ward 3 Precinct 2,Attorney General,"Schmidt, Derek  ",Republican,275,000180
BARTON,Great Bend City Ward 3 Precinct 3,Attorney General,"Swain, Sarah G. ",Democratic,101,00019A
BARTON,Great Bend City Ward 3 Precinct 3,Attorney General,"Schmidt, Derek  ",Republican,329,00019A
BARTON,Great Bend City Ward 3 Precinct 3 Exclave,Attorney General,"Swain, Sarah G. ",Democratic,0,00019B
BARTON,Great Bend City Ward 3 Precinct 3 Exclave,Attorney General,"Schmidt, Derek  ",Republican,0,00019B
BARTON,Great Bend City Ward 4 Precinct 1,Attorney General,"Swain, Sarah G. ",Democratic,57,000200
BARTON,Great Bend City Ward 4 Precinct 1,Attorney General,"Schmidt, Derek  ",Republican,146,000200
BARTON,Great Bend City Ward 4 Precinct 2,Attorney General,"Swain, Sarah G. ",Democratic,67,000210
BARTON,Great Bend City Ward 4 Precinct 2,Attorney General,"Schmidt, Derek  ",Republican,99,000210
BARTON,Great Bend City Ward 4 Precinct 3,Attorney General,"Swain, Sarah G. ",Democratic,27,00022A
BARTON,Great Bend City Ward 4 Precinct 3,Attorney General,"Schmidt, Derek  ",Republican,40,00022A
BARTON,Great Bend City Ward 4 Precinct 3 Exclave A,Attorney General,"Swain, Sarah G. ",Democratic,0,00022B
BARTON,Great Bend City Ward 4 Precinct 3 Exclave A,Attorney General,"Schmidt, Derek  ",Republican,0,00022B
BARTON,Great Bend City Ward 4 Precinct 3 Exclave B,Attorney General,"Swain, Sarah G. ",Democratic,0,00022C
BARTON,Great Bend City Ward 4 Precinct 3 Exclave B,Attorney General,"Schmidt, Derek  ",Republican,0,00022C
BARTON,Great Bend City Ward 4 Precinct 3 Exclave C,Attorney General,"Swain, Sarah G. ",Democratic,0,00022D
BARTON,Great Bend City Ward 4 Precinct 3 Exclave C,Attorney General,"Schmidt, Derek  ",Republican,0,00022D
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D1,Attorney General,"Swain, Sarah G. ",Democratic,0,00022E
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D1,Attorney General,"Schmidt, Derek  ",Republican,0,00022E
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D2,Attorney General,"Swain, Sarah G. ",Democratic,0,00022F
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D2,Attorney General,"Schmidt, Derek  ",Republican,0,00022F
BARTON,Great Bend Township Part A,Attorney General,"Swain, Sarah G. ",Democratic,87,00023A
BARTON,Great Bend Township Part A,Attorney General,"Schmidt, Derek  ",Republican,395,00023A
BARTON,Great Bend Township Part B,Attorney General,"Swain, Sarah G. ",Democratic,11,00023B
BARTON,Great Bend Township Part B,Attorney General,"Schmidt, Derek  ",Republican,75,00023B
BARTON,Great Bend Township,Attorney General,"Swain, Sarah G. ",Democratic,0,00023C
BARTON,Great Bend Township,Attorney General,"Schmidt, Derek  ",Republican,0,00023C
BARTON,Hoisington Ward 1,Attorney General,"Swain, Sarah G. ",Democratic,45,000240
BARTON,Hoisington Ward 1,Attorney General,"Schmidt, Derek  ",Republican,168,000240
BARTON,Hoisington Ward 2,Attorney General,"Swain, Sarah G. ",Democratic,44,000250
BARTON,Hoisington Ward 2,Attorney General,"Schmidt, Derek  ",Republican,205,000250
BARTON,Hoisington Ward 3,Attorney General,"Swain, Sarah G. ",Democratic,46,000260
BARTON,Hoisington Ward 3,Attorney General,"Schmidt, Derek  ",Republican,159,000260
BARTON,Hoisington Ward 4,Attorney General,"Swain, Sarah G. ",Democratic,33,00027A
BARTON,Hoisington Ward 4,Attorney General,"Schmidt, Derek  ",Republican,154,00027A
BARTON,Hoisington Ward 4 Exclave,Attorney General,"Swain, Sarah G. ",Democratic,0,00027B
BARTON,Hoisington Ward 4 Exclave,Attorney General,"Schmidt, Derek  ",Republican,0,00027B
BARTON,Independent Township,Attorney General,"Swain, Sarah G. ",Democratic,58,000280
BARTON,Independent Township,Attorney General,"Schmidt, Derek  ",Republican,295,000280
BARTON,Lakin Township,Attorney General,"Swain, Sarah G. ",Democratic,172,000290
BARTON,Lakin Township,Attorney General,"Schmidt, Derek  ",Republican,652,000290
BARTON,Liberty Township,Attorney General,"Swain, Sarah G. ",Democratic,13,000300
BARTON,Liberty Township,Attorney General,"Schmidt, Derek  ",Republican,88,000300
BARTON,Logan Township,Attorney General,"Swain, Sarah G. ",Democratic,14,000310
BARTON,Logan Township,Attorney General,"Schmidt, Derek  ",Republican,70,000310
BARTON,North Homestead Township,Attorney General,"Swain, Sarah G. ",Democratic,12,000320
BARTON,North Homestead Township,Attorney General,"Schmidt, Derek  ",Republican,45,000320
BARTON,Pawnee Rock Township,Attorney General,"Swain, Sarah G. ",Democratic,35,000330
BARTON,Pawnee Rock Township,Attorney General,"Schmidt, Derek  ",Republican,96,000330
BARTON,South Bend Township,Attorney General,"Swain, Sarah G. ",Democratic,54,000340
BARTON,South Bend Township,Attorney General,"Schmidt, Derek  ",Republican,199,000340
BARTON,South Homestead Township,Attorney General,"Swain, Sarah G. ",Democratic,17,000350
BARTON,South Homestead Township,Attorney General,"Schmidt, Derek  ",Republican,118,000350
BARTON,Union Township,Attorney General,"Swain, Sarah G. ",Democratic,10,000360
BARTON,Union Township,Attorney General,"Schmidt, Derek  ",Republican,36,000360
BARTON,Walnut Township Albert,Attorney General,"Swain, Sarah G. ",Democratic,13,000370
BARTON,Walnut Township Albert,Attorney General,"Schmidt, Derek  ",Republican,53,000370
BARTON,Walnut Township Olmitz,Attorney General,"Swain, Sarah G. ",Democratic,12,000380
BARTON,Walnut Township Olmitz,Attorney General,"Schmidt, Derek  ",Republican,41,000380
BARTON,Wheatland Township,Attorney General,"Swain, Sarah G. ",Democratic,4,000390
BARTON,Wheatland Township,Attorney General,"Schmidt, Derek  ",Republican,19,000390
BARTON,Hoisington Landfill,Attorney General,"Swain, Sarah G. ",Democratic,0,900010
BARTON,Hoisington Landfill,Attorney General,"Schmidt, Derek  ",Republican,0,900010
BOURBON,Drywood Township,Attorney General,"Swain, Sarah G. ",Democratic,25,000010
BOURBON,Drywood Township,Attorney General,"Schmidt, Derek  ",Republican,127,000010
BOURBON,Fort Scott Ward 1,Attorney General,"Swain, Sarah G. ",Democratic,137,00002A
BOURBON,Fort Scott Ward 1,Attorney General,"Schmidt, Derek  ",Republican,196,00002A
BOURBON,Fort Scott Ward 1 Exclave Colonial,Attorney General,"Swain, Sarah G. ",Democratic,0,00002B
BOURBON,Fort Scott Ward 1 Exclave Colonial,Attorney General,"Schmidt, Derek  ",Republican,0,00002B
BOURBON,Fort Scott Ward 1 Exclave Halls,Attorney General,"Swain, Sarah G. ",Democratic,0,00002C
BOURBON,Fort Scott Ward 1 Exclave Halls,Attorney General,"Schmidt, Derek  ",Republican,0,00002C
BOURBON,Fort Scott Ward 1 Exclave Red Barn,Attorney General,"Swain, Sarah G. ",Democratic,0,00002D
BOURBON,Fort Scott Ward 1 Exclave Red Barn,Attorney General,"Schmidt, Derek  ",Republican,0,00002D
BOURBON,Fort Scott Ward 1 Exclave Red Ram A,Attorney General,"Swain, Sarah G. ",Democratic,0,00002E
BOURBON,Fort Scott Ward 1 Exclave Red Ram A,Attorney General,"Schmidt, Derek  ",Republican,0,00002E
BOURBON,Fort Scott Ward 1 Exclave Red Ram B,Attorney General,"Swain, Sarah G. ",Democratic,0,00002F
