County,Precinct,Race,District,Candidate,Party,Votes,VTD
JACKSON,Holton Ward 2,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,346,90
JACKSON,Holton Ward 3,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,254,00010A
JACKSON,Holton Ward 3 Exclave Industrial Park,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,0,00010B
JACKSON,Jefferson Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,198,110
JACKSON,Liberty Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,201,120
JACKSON,Lincoln Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,240,130
JACKSON,Soldier Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,156,150
JACKSON,Straight Creek Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,56,160
JACKSON,Washington Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,184,170
POTTAWATOMIE,Belvue Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,122,10
POTTAWATOMIE,Blue Valley Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,110,30
POTTAWATOMIE,Center Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,58,40
POTTAWATOMIE,Clear Creek Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,52,50
POTTAWATOMIE,Emmett Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,111,60
POTTAWATOMIE,Grant Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,99,70
POTTAWATOMIE,Green Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,73,80
POTTAWATOMIE,Lincoln Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,50,90
POTTAWATOMIE,Lone Tree Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,80,100
POTTAWATOMIE,Louisville Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,331,110
POTTAWATOMIE,Mill Creek Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,287,130
POTTAWATOMIE,Pottawatomie County,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,223,140
POTTAWATOMIE,Rock Creek Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,223,150
POTTAWATOMIE,Shannon Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,95,160
POTTAWATOMIE,Sherman Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,34,170
POTTAWATOMIE,Spring Creek Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,21,180
POTTAWATOMIE,St. Clere Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,17,190
POTTAWATOMIE,Union Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,85,230
POTTAWATOMIE,Vienna Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,49,240
POTTAWATOMIE,St. Marys City,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,1016,130010
POTTAWATOMIE,St. Marys Township,Kansas House of Representatives,61,"Awerkamp, Francis  ",Republican,415,130020
CHASE,Bazaar Township,Kansas House of Representatives,68,"Baker, Dave  ",Republican,51,10
CHASE,Cedar Township,Kansas House of Representatives,68,"Baker, Dave  ",Republican,32,20
CHASE,Cottonwood Township,Kansas House of Representatives,68,"Baker, Dave  ",Republican,50,30
CHASE,Diamond Township,Kansas House of Representatives,68,"Baker, Dave  ",Republican,103,40
CHASE,East Falls Township,Kansas House of Representatives,68,"Baker, Dave  ",Republican,351,50
CHASE,East Strong Township,Kansas House of Representatives,68,"Baker, Dave  ",Republican,232,60
CHASE,Homestead Township,Kansas House of Representatives,68,"Baker, Dave  ",Republican,16,70
CHASE,Matfield Township,Kansas House of Representatives,68,"Baker, Dave  ",Republican,49,80
CHASE,Toledo Township,Kansas House of Representatives,68,"Baker, Dave  ",Republican,153,90
DICKINSON,Herington Ward 1,Kansas House of Representatives,68,"Baker, Dave  ",Republican,201,150
DICKINSON,Herington Ward 2,Kansas House of Representatives,68,"Baker, Dave  ",Republican,238,160
DICKINSON,Herington Ward 4,Kansas House of Representatives,68,"Baker, Dave  ",Republican,134,170
DICKINSON,Lyon Township H68 A,Kansas House of Representatives,68,"Baker, Dave  ",Republican,2,12002A
DICKINSON,Lyon Township H68,Kansas House of Representatives,68,"Baker, Dave  ",Republican,28,120020
GEARY,Junction City Ward 1 Precinct 4,Kansas House of Representatives,68,"Baker, Dave  ",Republican,344,100
GEARY,Junction City Ward 1 Precinct 7,Kansas House of Representatives,68,"Baker, Dave  ",Republican,296,00013A
GEARY,Junction City Ward 2 Precinct 3,Kansas House of Representatives,68,"Baker, Dave  ",Republican,50,00016A
GEARY,Lyon Township,Kansas House of Representatives,68,"Baker, Dave  ",Republican,113,250
GEARY,Junction City Ward 1 Precinct 5,Kansas House of Representatives,68,"Baker, Dave  ",Republican,180,140040
GEARY,Junction City Ward 1 Precinct 6,Kansas House of Representatives,68,"Baker, Dave  ",Republican,225,140050
GEARY,Junction City Ward 2 Precinct 4,Kansas House of Representatives,68,"Baker, Dave  ",Republican,35,140060
GEARY,Junction City Ward 2 Precinct 5,Kansas House of Representatives,68,"Baker, Dave  ",Republican,156,140070
GEARY,Junction City Ward 2 Precinct 6,Kansas House of Representatives,68,"Baker, Dave  ",Republican,111,140080
GEARY,Junction City Ward 2 Precinct 7,Kansas House of Representatives,68,"Baker, Dave  ",Republican,193,140090
GEARY,Junction City Ward 2 Precinct 8,Kansas House of Representatives,68,"Baker, Dave  ",Republican,63,140100
GEARY,Junction City Ward 3 Precinct 3,Kansas House of Representatives,68,"Baker, Dave  ",Republican,118,140110
GEARY,Junction City Ward 3 Precinct 4,Kansas House of Representatives,68,"Baker, Dave  ",Republican,57,140120
GEARY,Smoky Hill Township Precinct 2,Kansas House of Representatives,68,"Baker, Dave  ",Republican,7,140150
GEARY,Smoky Hill Township Precinct 4,Kansas House of Representatives,68,"Baker, Dave  ",Republican,63,140170
GEARY,Smoky Hill Township Precinct 05,Kansas House of Representatives,68,"Baker, Dave  ",Republican,144,140180
GEARY,Smoky Hill Township Precinct 6,Kansas House of Representatives,68,"Baker, Dave  ",Republican,20,140190
GEARY,Smoky Hill Township Enclave B,Kansas House of Representatives,68,"Baker, Dave  ",Republican,0,900030
GEARY,Smoky Hill Township Enclave C,Kansas House of Representatives,68,"Baker, Dave  ",Republican,0,900040
MORRIS,Council Grove Ward 1,Kansas House of Representatives,68,"Baker, Dave  ",Republican,188,10
MORRIS,Council Grove Ward 2,Kansas House of Representatives,68,"Baker, Dave  ",Republican,149,20
MORRIS,Council Grove Ward 3,Kansas House of Representatives,68,"Baker, Dave  ",Republican,294,30
MORRIS,Herington Ward 1 Exclave A,Kansas House of Representatives,68,"Baker, Dave  ",Republican,0,40
MORRIS,Herington Ward 1 Exclave B,Kansas House of Representatives,68,"Baker, Dave  ",Republican,0,50
MORRIS,Highland Township,Kansas House of Representatives,68,"Baker, Dave  ",Republican,48,60
MORRIS,Overland Township,Kansas House of Representatives,68,"Baker, Dave  ",Republican,33,70
MORRIS,Township 1 Precinct 1,Kansas House of Representatives,68,"Baker, Dave  ",Republican,113,80
MORRIS,Township 1 Precinct 2,Kansas House of Representatives,68,"Baker, Dave  ",Republican,85,90
MORRIS,Township 2,Kansas House of Representatives,68,"Baker, Dave  ",Republican,314,100
MORRIS,Township 3,Kansas House of Representatives,68,"Baker, Dave  ",Republican,153,110
MORRIS,Township 4,Kansas House of Representatives,68,"Baker, Dave  ",Republican,95,120
MORRIS,Township 5,Kansas House of Representatives,68,"Baker, Dave  ",Republican,216,130
MORRIS,Township 6,Kansas House of Representatives,68,"Baker, Dave  ",Republican,29,140
MORRIS,Township 7,Kansas House of Representatives,68,"Baker, Dave  ",Republican,95,150
MORRIS,Township 8,Kansas House of Representatives,68,"Baker, Dave  ",Republican,84,160
MORRIS,Township 9,Kansas House of Representatives,68,"Baker, Dave  ",Republican,122,170
MORRIS,Council Grove Ward 3 Exclave,Kansas House of Representatives,68,"Baker, Dave  ",Republican,0,900010
MORRIS,Herington Exclave C Airport,Kansas House of Representatives,68,"Baker, Dave  ",Republican,0,900020
ATCHISON,Grasshopper Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,31,110
ATCHISON,Kapioma Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,27,130
ATCHISON,Benton Township H62,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,73,120020
BROWN,Hamlin Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,13,10
BROWN,Hiawatha City Ward 1,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,65,20
BROWN,Hiawatha City Ward 2,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,193,30
BROWN,Hiawatha City Ward 3,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,125,00004A
BROWN,Hiawatha City Ward 3 Exclave,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,00004B
BROWN,Hiawatha City Ward 4,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,6,00005A
BROWN,Hiawatha City Ward 4 Exclave Club,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,00005B
BROWN,Hiawatha Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,51,60
BROWN,Horton Ward 1,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,52,70
BROWN,Horton Ward 2,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,29,80
BROWN,Horton Ward 3,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,28,00009A
BROWN,Horton Ward 3 Exclave A,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,00009B
BROWN,Horton Ward 3 Exclave B,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,00009C
BROWN,Irving Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,30,100
BROWN,Mission Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,53,110
BROWN,Morrill Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,22,120
BROWN,Padonia Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,20,130
BROWN,Powhattan Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,93,140
BROWN,Reserve Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,14,150
BROWN,Robinson Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,46,160
BROWN,Sabetha Ward 1 Part A,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,00017A
BROWN,Sabetha Ward 1 Part B,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,00017B
BROWN,Sabetha Ward 4 Part A,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,00018A
BROWN,Sabetha Ward 4 Part B,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,00018B
BROWN,Sabetha Ward 5,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,190
BROWN,Walnut Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,57,200
BROWN,Washington Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,40,210
BROWN,Sabetha Ward 1 Part 1 Exclave,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,900010
JACKSON,Netawaka Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,30,140
JACKSON,Whiting Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,38,180
NEMAHA,Adams Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,23,10
NEMAHA,Berwick Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,20,20
NEMAHA,Capioma Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,18,30
NEMAHA,Center Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,32,40
NEMAHA,Centralia,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,71,00005A
NEMAHA,Centralia Illinois A,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,13,00005B
NEMAHA,Centralia Illinois B,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,00005C
NEMAHA,Clear Creek Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,22,60
NEMAHA,Gilman Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,38,70
NEMAHA,Granada Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,17,80
NEMAHA,Harrison - Goff,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,26,90
NEMAHA,Harrison - Kelly,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,16,100
NEMAHA,Home Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,35,110
NEMAHA,Illinois Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,78,120
NEMAHA,Marion Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,76,130
NEMAHA,Mitchell Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,50,140
NEMAHA,Nemaha Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,11,150
NEMAHA,Neuchatel Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,14,160
NEMAHA,Red Vermillion Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,21,170
NEMAHA,Reilly Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,14,180
NEMAHA,Richmond Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,72,190
NEMAHA,Rock Creek Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,41,00020A
NEMAHA,Rock Creek Township Enclave A,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,00020B
NEMAHA,Rock Creek Township Enclave B,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,00020C
NEMAHA,Sabetha Ward 1,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,86,210
NEMAHA,Sabetha Ward 2,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,76,220
NEMAHA,Sabetha Ward,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,74,00023A
NEMAHA,Sabetha Ward 3 Enclave,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,00023B
NEMAHA,Sabetha Ward 4,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,43,240
NEMAHA,Sabetha Ward 5,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,0,250
NEMAHA,Seneca Ward 1,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,89,260
NEMAHA,Seneca Ward 2,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,168,270
NEMAHA,Seneca Ward 3,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,159,280
NEMAHA,Washington Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,42,290
NEMAHA,Wetmore Township,Kansas House of Representatives,62,"Baker, Melvin L. ",Democratic,46,300
