County,Precinct,Race,Candidate,Party,Votes,VTD
ANDERSON,Garnett Precinct 4,Secretary of State,"Hodgkinson, Rob  ",Libertarian,2,000050
ANDERSON,Garnett Precinct 4,Secretary of State,"Schwab, Scott  ",Republican,33,000050
ANDERSON,Indian Creek Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,10,000080
ANDERSON,Indian Creek Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,1,000080
ANDERSON,Indian Creek Township,Secretary of State,"Schwab, Scott  ",Republican,39,000080
ANDERSON,Lincoln Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,14,000110
ANDERSON,Lincoln Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,6,000110
ANDERSON,Lincoln Township,Secretary of State,"Schwab, Scott  ",Republican,70,000110
ANDERSON,Monroe Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,38,00014A
ANDERSON,Monroe Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,5,00014A
ANDERSON,Monroe Township,Secretary of State,"Schwab, Scott  ",Republican,96,00014A
ANDERSON,Putnam Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,42,000170
ANDERSON,Putnam Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,8,000170
ANDERSON,Putnam Township,Secretary of State,"Schwab, Scott  ",Republican,76,000170
ANDERSON,Reeder Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,16,000180
ANDERSON,Reeder Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,4,000180
ANDERSON,Reeder Township,Secretary of State,"Schwab, Scott  ",Republican,62,000180
ANDERSON,Washington Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,21,000210
ANDERSON,Washington Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,5,000210
ANDERSON,Washington Township,Secretary of State,"Schwab, Scott  ",Republican,81,000210
ANDERSON,Welda Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,34,000220
ANDERSON,Welda Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,10,000220
ANDERSON,Welda Township,Secretary of State,"Schwab, Scott  ",Republican,74,000220
ANDERSON,Lone Elm Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,18,130010
ANDERSON,Lone Elm Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,4,130010
ANDERSON,Lone Elm Township,Secretary of State,"Schwab, Scott  ",Republican,68,130010
ANDERSON,Ozark Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,38,130020
ANDERSON,Ozark Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,8,130020
ANDERSON,Ozark Township,Secretary of State,"Schwab, Scott  ",Republican,161,130020
ANDERSON,Rich Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,27,130030
ANDERSON,Rich Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,4,130030
ANDERSON,Rich Township,Secretary of State,"Schwab, Scott  ",Republican,98,130030
ANDERSON,Walker Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,72,130040
ANDERSON,Walker Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,14,130040
ANDERSON,Walker Township,Secretary of State,"Schwab, Scott  ",Republican,152,130040
ANDERSON,Westphalia Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,30,130050
ANDERSON,Westphalia Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,10,130050
ANDERSON,Westphalia Township,Secretary of State,"Schwab, Scott  ",Republican,75,130050
ANDERSON,Jackson Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,32,140010
ANDERSON,Jackson Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,3,140010
ANDERSON,Jackson Township,Secretary of State,"Schwab, Scott  ",Republican,141,140010
ATCHISON,Atchison Precinct 1,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,65,000010
ATCHISON,Atchison Precinct 1,Secretary of State,"Hodgkinson, Rob  ",Libertarian,14,000010
ATCHISON,Atchison Precinct 1,Secretary of State,"Schwab, Scott  ",Republican,98,000010
ATCHISON,Atchison Precinct 2 East,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,87,000020
ATCHISON,Atchison Precinct 2 East,Secretary of State,"Hodgkinson, Rob  ",Libertarian,3,000020
ATCHISON,Atchison Precinct 2 East,Secretary of State,"Schwab, Scott  ",Republican,146,000020
ATCHISON,Atchison Precinct 2 West,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,101,000030
ATCHISON,Atchison Precinct 2 West,Secretary of State,"Hodgkinson, Rob  ",Libertarian,11,000030
ATCHISON,Atchison Precinct 2 West,Secretary of State,"Schwab, Scott  ",Republican,121,000030
ATCHISON,Atchison Precinct 3 East,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,182,000040
ATCHISON,Atchison Precinct 3 East,Secretary of State,"Hodgkinson, Rob  ",Libertarian,17,000040
ATCHISON,Atchison Precinct 3 East,Secretary of State,"Schwab, Scott  ",Republican,258,000040
ATCHISON,Atchison Precinct 3 West,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,298,00005A
ATCHISON,Atchison Precinct 3 West,Secretary of State,"Hodgkinson, Rob  ",Libertarian,30,00005A
ATCHISON,Atchison Precinct 3 West,Secretary of State,"Schwab, Scott  ",Republican,366,00005A
ATCHISON,Atchison Precinct 4,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,202,00006A
ATCHISON,Atchison Precinct 4,Secretary of State,"Hodgkinson, Rob  ",Libertarian,9,00006A
ATCHISON,Atchison Precinct 4,Secretary of State,"Schwab, Scott  ",Republican,175,00006A
ATCHISON,Atchison Precinct 4 Exclave A,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,0,00006B
ATCHISON,Atchison Precinct 4 Exclave A,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,00006B
ATCHISON,Atchison Precinct 4 Exclave A,Secretary of State,"Schwab, Scott  ",Republican,0,00006B
ATCHISON,Atchison Precinct 4 Exclave B,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,0,00006C
ATCHISON,Atchison Precinct 4 Exclave B,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,00006C
ATCHISON,Atchison Precinct 4 Exclave B,Secretary of State,"Schwab, Scott  ",Republican,0,00006C
ATCHISON,Atchison Precinct 5 North,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,226,00007A
ATCHISON,Atchison Precinct 5 North,Secretary of State,"Hodgkinson, Rob  ",Libertarian,20,00007A
ATCHISON,Atchison Precinct 5 North,Secretary of State,"Schwab, Scott  ",Republican,208,00007A
ATCHISON,Atchison Precinct 5 North Exclave A,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,0,00007B
ATCHISON,Atchison Precinct 5 North Exclave A,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,00007B
ATCHISON,Atchison Precinct 5 North Exclave A,Secretary of State,"Schwab, Scott  ",Republican,0,00007B
ATCHISON,Atchison Precinct 5 North Exclave B,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,0,00007C
ATCHISON,Atchison Precinct 5 North Exclave B,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,00007C
ATCHISON,Atchison Precinct 5 North Exclave B,Secretary of State,"Schwab, Scott  ",Republican,0,00007C
ATCHISON,Atchison Precinct 5 South,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,120,00008A
ATCHISON,Atchison Precinct 5 South,Secretary of State,"Hodgkinson, Rob  ",Libertarian,10,00008A
ATCHISON,Atchison Precinct 5 South,Secretary of State,"Schwab, Scott  ",Republican,139,00008A
ATCHISON,Atchison Precinct 5 South Exclave A,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,0,00008B
ATCHISON,Atchison Precinct 5 South Exclave A,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,00008B
ATCHISON,Atchison Precinct 5 South Exclave A,Secretary of State,"Schwab, Scott  ",Republican,0,00008B
ATCHISON,Atchison Precinct 5 South Exclave B,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave B,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave B,Secretary of State,"Schwab, Scott  ",Republican,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave C,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,0,00008D
ATCHISON,Atchison Precinct 5 South Exclave C,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,00008D
ATCHISON,Atchison Precinct 5 South Exclave C,Secretary of State,"Schwab, Scott  ",Republican,0,00008D
ATCHISON,Center Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,70,000100
ATCHISON,Center Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,3,000100
ATCHISON,Center Township,Secretary of State,"Schwab, Scott  ",Republican,214,000100
ATCHISON,Grasshopper Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,43,000110
ATCHISON,Grasshopper Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,6,000110
ATCHISON,Grasshopper Township,Secretary of State,"Schwab, Scott  ",Republican,190,000110
ATCHISON,Huron Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,21,000120
ATCHISON,Huron Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,1,000120
ATCHISON,Huron Township,Secretary of State,"Schwab, Scott  ",Republican,48,000120
ATCHISON,Kapioma Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,39,000130
ATCHISON,Kapioma Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,3,000130
ATCHISON,Kapioma Township,Secretary of State,"Schwab, Scott  ",Republican,77,000130
ATCHISON,Lancaster Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,81,000140
ATCHISON,Lancaster Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,9,000140
ATCHISON,Lancaster Township,Secretary of State,"Schwab, Scott  ",Republican,167,000140
ATCHISON,Shannon Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,162,00016A
ATCHISON,Shannon Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,27,00016A
ATCHISON,Shannon Township,Secretary of State,"Schwab, Scott  ",Republican,347,00016A
ATCHISON,Walnut Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,82,00017A
ATCHISON,Walnut Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,11,00017A
ATCHISON,Walnut Township,Secretary of State,"Schwab, Scott  ",Republican,116,00017A
ATCHISON,Walnut Township Enclave,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,0,00017B
ATCHISON,Walnut Township Enclave,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,00017B
ATCHISON,Walnut Township Enclave,Secretary of State,"Schwab, Scott  ",Republican,0,00017B
ATCHISON,Mount Pleasant Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,109,100050
ATCHISON,Mount Pleasant Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,9,100050
ATCHISON,Mount Pleasant Township,Secretary of State,"Schwab, Scott  ",Republican,292,100050
ATCHISON,Benton Township H62,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,95,120020
ATCHISON,Benton Township H62,Secretary of State,"Hodgkinson, Rob  ",Libertarian,6,120020
ATCHISON,Benton Township H62,Secretary of State,"Schwab, Scott  ",Republican,171,120020
ATCHISON,Benton Township H63,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,43,120030
ATCHISON,Benton Township H63,Secretary of State,"Hodgkinson, Rob  ",Libertarian,3,120030
ATCHISON,Benton Township H63,Secretary of State,"Schwab, Scott  ",Republican,53,120030
BARBER,Aetna Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,1,000010
BARBER,Aetna Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,000010
BARBER,Aetna Township,Secretary of State,"Schwab, Scott  ",Republican,3,000010
BARBER,Deerhead Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,0,000020
BARBER,Deerhead Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,1,000020
BARBER,Deerhead Township,Secretary of State,"Schwab, Scott  ",Republican,5,000020
BARBER,Eagle Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,1,000030
BARBER,Eagle Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,000030
BARBER,Eagle Township,Secretary of State,"Schwab, Scott  ",Republican,16,000030
BARBER,Elm Mills Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,17,000040
BARBER,Elm Mills Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,2,000040
BARBER,Elm Mills Township,Secretary of State,"Schwab, Scott  ",Republican,51,000040
BARBER,Elwood Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,21,000050
BARBER,Elwood Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,2,000050
BARBER,Elwood Township,Secretary of State,"Schwab, Scott  ",Republican,47,000050
BARBER,Hazelton Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,15,000060
BARBER,Hazelton Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,2,000060
BARBER,Hazelton Township,Secretary of State,"Schwab, Scott  ",Republican,45,000060
BARBER,Kiowa East Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,55,000070
BARBER,Kiowa East Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,9,000070
BARBER,Kiowa East Township,Secretary of State,"Schwab, Scott  ",Republican,195,000070
BARBER,Kiowa West Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,35,000080
BARBER,Kiowa West Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,6,000080
BARBER,Kiowa West Township,Secretary of State,"Schwab, Scott  ",Republican,109,000080
BARBER,Lake City Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,7,000090
BARBER,Lake City Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,3,000090
BARBER,Lake City Township,Secretary of State,"Schwab, Scott  ",Republican,28,000090
BARBER,McAdoo Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,0,000100
BARBER,McAdoo Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,000100
BARBER,McAdoo Township,Secretary of State,"Schwab, Scott  ",Republican,10,000100
BARBER,Medicine Lodge Precinct 1,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,63,000110
BARBER,Medicine Lodge Precinct 1,Secretary of State,"Hodgkinson, Rob  ",Libertarian,9,000110
BARBER,Medicine Lodge Precinct 1,Secretary of State,"Schwab, Scott  ",Republican,190,000110
BARBER,Medicine Lodge Precinct 2,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,40,00012A
BARBER,Medicine Lodge Precinct 2,Secretary of State,"Hodgkinson, Rob  ",Libertarian,8,00012A
BARBER,Medicine Lodge Precinct 2,Secretary of State,"Schwab, Scott  ",Republican,147,00012A
BARBER,Medicine Lodge Precinct 2 Exclave,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,0,00012B
BARBER,Medicine Lodge Precinct 2 Exclave,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,00012B
BARBER,Medicine Lodge Precinct 2 Exclave,Secretary of State,"Schwab, Scott  ",Republican,0,00012B
BARBER,Medicine Lodge Precinct 3,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,30,000130
BARBER,Medicine Lodge Precinct 3,Secretary of State,"Hodgkinson, Rob  ",Libertarian,7,000130
BARBER,Medicine Lodge Precinct 3,Secretary of State,"Schwab, Scott  ",Republican,112,000130
BARBER,Medicine Lodge Precinct 4,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,16,000140
BARBER,Medicine Lodge Precinct 4,Secretary of State,"Hodgkinson, Rob  ",Libertarian,2,000140
BARBER,Medicine Lodge Precinct 4,Secretary of State,"Schwab, Scott  ",Republican,92,000140
BARBER,Medicine Lodge Precinct 5,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,2,000150
BARBER,Medicine Lodge Precinct 5,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,000150
BARBER,Medicine Lodge Precinct 5,Secretary of State,"Schwab, Scott  ",Republican,20,000150
BARBER,Mingona Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,8,000160
BARBER,Mingona Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,2,000160
BARBER,Mingona Township,Secretary of State,"Schwab, Scott  ",Republican,31,000160
BARBER,Moore Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,6,000170
BARBER,Moore Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,1,000170
BARBER,Moore Township,Secretary of State,"Schwab, Scott  ",Republican,11,000170
BARBER,Nippawalla Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,2,000180
BARBER,Nippawalla Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,3,000180
BARBER,Nippawalla Township,Secretary of State,"Schwab, Scott  ",Republican,13,000180
BARBER,Sun City Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,0,000210
BARBER,Sun City Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,3,000210
BARBER,Sun City Township,Secretary of State,"Schwab, Scott  ",Republican,14,000210
BARBER,Turkey Creek Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,5,000220
BARBER,Turkey Creek Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,000220
BARBER,Turkey Creek Township,Secretary of State,"Schwab, Scott  ",Republican,8,000220
BARBER,Valley Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,6,000230
BARBER,Valley Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,3,000230
BARBER,Valley Township,Secretary of State,"Schwab, Scott  ",Republican,48,000230
BARBER,Sharon Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,21,130010
BARBER,Sharon Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,7,130010
BARBER,Sharon Township,Secretary of State,"Schwab, Scott  ",Republican,129,130010
BARTON,Albion Township,Secretary of State,"McClendon, Brian ""BAM"" ",Democratic,7,000010
BARTON,Albion Township,Secretary of State,"Hodgkinson, Rob  ",Libertarian,0,000010
BARTON,Albion Township,Secretary of State,"Schwab, Scott  ",Republican,14,000010
