County,Precinct,Race,Candidate,Party,Votes,VTD
ATCHISON,Atchison Precinct 4 Exclave B,State Treasurer,"LaTurner, Jake  ",Republican,0,00006C
ATCHISON,Atchison Precinct 5 North,State Treasurer,"Francisco, Marci  ",Democratic,235,00007A
ATCHISON,Atchison Precinct 5 North,State Treasurer,"LaTurner, Jake  ",Republican,217,00007A
ATCHISON,Atchison Precinct 5 North Exclave A,State Treasurer,"Francisco, Marci  ",Democratic,0,00007B
ATCHISON,Atchison Precinct 5 North Exclave A,State Treasurer,"LaTurner, Jake  ",Republican,0,00007B
ATCHISON,Atchison Precinct 5 North Exclave B,State Treasurer,"Francisco, Marci  ",Democratic,0,00007C
ATCHISON,Atchison Precinct 5 North Exclave B,State Treasurer,"LaTurner, Jake  ",Republican,0,00007C
ATCHISON,Atchison Precinct 5 South,State Treasurer,"Francisco, Marci  ",Democratic,119,00008A
ATCHISON,Atchison Precinct 5 South,State Treasurer,"LaTurner, Jake  ",Republican,150,00008A
ATCHISON,Atchison Precinct 5 South Exclave A,State Treasurer,"Francisco, Marci  ",Democratic,0,00008B
ATCHISON,Atchison Precinct 5 South Exclave A,State Treasurer,"LaTurner, Jake  ",Republican,0,00008B
ATCHISON,Atchison Precinct 5 South Exclave B,State Treasurer,"Francisco, Marci  ",Democratic,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave B,State Treasurer,"LaTurner, Jake  ",Republican,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave C,State Treasurer,"Francisco, Marci  ",Democratic,0,00008D
ATCHISON,Atchison Precinct 5 South Exclave C,State Treasurer,"LaTurner, Jake  ",Republican,0,00008D
ATCHISON,Center Township,State Treasurer,"Francisco, Marci  ",Democratic,69,000100
ATCHISON,Center Township,State Treasurer,"LaTurner, Jake  ",Republican,218,000100
ATCHISON,Grasshopper Township,State Treasurer,"Francisco, Marci  ",Democratic,34,000110
ATCHISON,Grasshopper Township,State Treasurer,"LaTurner, Jake  ",Republican,203,000110
ATCHISON,Huron Township,State Treasurer,"Francisco, Marci  ",Democratic,20,000120
ATCHISON,Huron Township,State Treasurer,"LaTurner, Jake  ",Republican,51,000120
ATCHISON,Kapioma Township,State Treasurer,"Francisco, Marci  ",Democratic,33,000130
ATCHISON,Kapioma Township,State Treasurer,"LaTurner, Jake  ",Republican,84,000130
ATCHISON,Lancaster Township,State Treasurer,"Francisco, Marci  ",Democratic,82,000140
ATCHISON,Lancaster Township,State Treasurer,"LaTurner, Jake  ",Republican,175,000140
ATCHISON,Shannon Township,State Treasurer,"Francisco, Marci  ",Democratic,182,00016A
ATCHISON,Shannon Township,State Treasurer,"LaTurner, Jake  ",Republican,355,00016A
ATCHISON,Walnut Township,State Treasurer,"Francisco, Marci  ",Democratic,88,00017A
ATCHISON,Walnut Township,State Treasurer,"LaTurner, Jake  ",Republican,123,00017A
ATCHISON,Walnut Township Enclave,State Treasurer,"Francisco, Marci  ",Democratic,0,00017B
ATCHISON,Walnut Township Enclave,State Treasurer,"LaTurner, Jake  ",Republican,0,00017B
ATCHISON,Mount Pleasant Township,State Treasurer,"Francisco, Marci  ",Democratic,110,100050
ATCHISON,Mount Pleasant Township,State Treasurer,"LaTurner, Jake  ",Republican,301,100050
ATCHISON,Benton Township H62,State Treasurer,"Francisco, Marci  ",Democratic,94,120020
ATCHISON,Benton Township H62,State Treasurer,"LaTurner, Jake  ",Republican,177,120020
ATCHISON,Benton Township H63,State Treasurer,"Francisco, Marci  ",Democratic,32,120030
ATCHISON,Benton Township H63,State Treasurer,"LaTurner, Jake  ",Republican,65,120030
BARBER,Aetna Township,State Treasurer,"Francisco, Marci  ",Democratic,2,000010
BARBER,Aetna Township,State Treasurer,"LaTurner, Jake  ",Republican,3,000010
BARBER,Deerhead Township,State Treasurer,"Francisco, Marci  ",Democratic,0,000020
BARBER,Deerhead Township,State Treasurer,"LaTurner, Jake  ",Republican,6,000020
BARBER,Eagle Township,State Treasurer,"Francisco, Marci  ",Democratic,0,000030
BARBER,Eagle Township,State Treasurer,"LaTurner, Jake  ",Republican,16,000030
BARBER,Elm Mills Township,State Treasurer,"Francisco, Marci  ",Democratic,13,000040
BARBER,Elm Mills Township,State Treasurer,"LaTurner, Jake  ",Republican,56,000040
BARBER,Elwood Township,State Treasurer,"Francisco, Marci  ",Democratic,18,000050
BARBER,Elwood Township,State Treasurer,"LaTurner, Jake  ",Republican,52,000050
BARBER,Hazelton Township,State Treasurer,"Francisco, Marci  ",Democratic,12,000060
BARBER,Hazelton Township,State Treasurer,"LaTurner, Jake  ",Republican,49,000060
BARBER,Kiowa East Township,State Treasurer,"Francisco, Marci  ",Democratic,46,000070
BARBER,Kiowa East Township,State Treasurer,"LaTurner, Jake  ",Republican,214,000070
BARBER,Kiowa West Township,State Treasurer,"Francisco, Marci  ",Democratic,27,000080
BARBER,Kiowa West Township,State Treasurer,"LaTurner, Jake  ",Republican,121,000080
BARBER,Lake City Township,State Treasurer,"Francisco, Marci  ",Democratic,4,000090
BARBER,Lake City Township,State Treasurer,"LaTurner, Jake  ",Republican,34,000090
BARBER,McAdoo Township,State Treasurer,"Francisco, Marci  ",Democratic,0,000100
BARBER,McAdoo Township,State Treasurer,"LaTurner, Jake  ",Republican,10,000100
BARBER,Medicine Lodge Precinct 1,State Treasurer,"Francisco, Marci  ",Democratic,45,000110
BARBER,Medicine Lodge Precinct 1,State Treasurer,"LaTurner, Jake  ",Republican,215,000110
BARBER,Medicine Lodge Precinct 2,State Treasurer,"Francisco, Marci  ",Democratic,31,00012A
BARBER,Medicine Lodge Precinct 2,State Treasurer,"LaTurner, Jake  ",Republican,161,00012A
BARBER,Medicine Lodge Precinct 2 Exclave,State Treasurer,"Francisco, Marci  ",Democratic,0,00012B
BARBER,Medicine Lodge Precinct 2 Exclave,State Treasurer,"LaTurner, Jake  ",Republican,0,00012B
BARBER,Medicine Lodge Precinct 3,State Treasurer,"Francisco, Marci  ",Democratic,17,000130
BARBER,Medicine Lodge Precinct 3,State Treasurer,"LaTurner, Jake  ",Republican,130,000130
BARBER,Medicine Lodge Precinct 4,State Treasurer,"Francisco, Marci  ",Democratic,11,000140
BARBER,Medicine Lodge Precinct 4,State Treasurer,"LaTurner, Jake  ",Republican,98,000140
BARBER,Medicine Lodge Precinct 5,State Treasurer,"Francisco, Marci  ",Democratic,1,000150
BARBER,Medicine Lodge Precinct 5,State Treasurer,"LaTurner, Jake  ",Republican,20,000150
BARBER,Mingona Township,State Treasurer,"Francisco, Marci  ",Democratic,10,000160
BARBER,Mingona Township,State Treasurer,"LaTurner, Jake  ",Republican,30,000160
BARBER,Moore Township,State Treasurer,"Francisco, Marci  ",Democratic,6,000170
BARBER,Moore Township,State Treasurer,"LaTurner, Jake  ",Republican,12,000170
BARBER,Nippawalla Township,State Treasurer,"Francisco, Marci  ",Democratic,2,000180
BARBER,Nippawalla Township,State Treasurer,"LaTurner, Jake  ",Republican,16,000180
BARBER,Sun City Township,State Treasurer,"Francisco, Marci  ",Democratic,1,000210
BARBER,Sun City Township,State Treasurer,"LaTurner, Jake  ",Republican,15,000210
BARBER,Turkey Creek Township,State Treasurer,"Francisco, Marci  ",Democratic,5,000220
BARBER,Turkey Creek Township,State Treasurer,"LaTurner, Jake  ",Republican,8,000220
BARBER,Valley Township,State Treasurer,"Francisco, Marci  ",Democratic,7,000230
BARBER,Valley Township,State Treasurer,"LaTurner, Jake  ",Republican,48,000230
BARBER,Sharon Township,State Treasurer,"Francisco, Marci  ",Democratic,16,130010
BARBER,Sharon Township,State Treasurer,"LaTurner, Jake  ",Republican,142,130010
BARTON,Albion Township,State Treasurer,"Francisco, Marci  ",Democratic,3,000010
BARTON,Albion Township,State Treasurer,"LaTurner, Jake  ",Republican,19,000010
BARTON,Beaver Township,State Treasurer,"Francisco, Marci  ",Democratic,7,000020
BARTON,Beaver Township,State Treasurer,"LaTurner, Jake  ",Republican,33,000020
BARTON,Buffalo Township,State Treasurer,"Francisco, Marci  ",Democratic,22,000030
BARTON,Buffalo Township,State Treasurer,"LaTurner, Jake  ",Republican,154,000030
BARTON,Cheyenne Township,State Treasurer,"Francisco, Marci  ",Democratic,15,000040
BARTON,Cheyenne Township,State Treasurer,"LaTurner, Jake  ",Republican,81,000040
BARTON,Clarence Township,State Treasurer,"Francisco, Marci  ",Democratic,9,000050
BARTON,Clarence Township,State Treasurer,"LaTurner, Jake  ",Republican,35,000050
BARTON,Cleveland Township,State Treasurer,"Francisco, Marci  ",Democratic,3,000060
BARTON,Cleveland Township,State Treasurer,"LaTurner, Jake  ",Republican,20,000060
BARTON,Comanche Township,State Treasurer,"Francisco, Marci  ",Democratic,31,000070
BARTON,Comanche Township,State Treasurer,"LaTurner, Jake  ",Republican,143,000070
BARTON,Eureka Township,State Treasurer,"Francisco, Marci  ",Democratic,2,000080
BARTON,Eureka Township,State Treasurer,"LaTurner, Jake  ",Republican,38,000080
BARTON,Fairview Township,State Treasurer,"Francisco, Marci  ",Democratic,5,000090
BARTON,Fairview Township,State Treasurer,"LaTurner, Jake  ",Republican,23,000090
BARTON,Grant Township,State Treasurer,"Francisco, Marci  ",Democratic,3,000100
BARTON,Grant Township,State Treasurer,"LaTurner, Jake  ",Republican,21,000100
BARTON,Great Bend City Ward 1 Precinct 1,State Treasurer,"Francisco, Marci  ",Democratic,86,00011A
BARTON,Great Bend City Ward 1 Precinct 1,State Treasurer,"LaTurner, Jake  ",Republican,169,00011A
BARTON,Great Bend City Ward 1 Precinct 1 Courthouse,State Treasurer,"Francisco, Marci  ",Democratic,0,00011B
BARTON,Great Bend City Ward 1 Precinct 1 Courthouse,State Treasurer,"LaTurner, Jake  ",Republican,0,00011B
BARTON,Great Bend City Ward 1 Precinct 2,State Treasurer,"Francisco, Marci  ",Democratic,108,000120
BARTON,Great Bend City Ward 1 Precinct 2,State Treasurer,"LaTurner, Jake  ",Republican,293,000120
BARTON,Great Bend City Ward 1 Precinct 3,State Treasurer,"Francisco, Marci  ",Democratic,84,000130
BARTON,Great Bend City Ward 1 Precinct 3,State Treasurer,"LaTurner, Jake  ",Republican,234,000130
BARTON,Great Bend City Ward 2 Precinct 1,State Treasurer,"Francisco, Marci  ",Democratic,123,000140
BARTON,Great Bend City Ward 2 Precinct 1,State Treasurer,"LaTurner, Jake  ",Republican,417,000140
BARTON,Great Bend City Ward 2 Precinct 2,State Treasurer,"Francisco, Marci  ",Democratic,118,000150
BARTON,Great Bend City Ward 2 Precinct 2,State Treasurer,"LaTurner, Jake  ",Republican,391,000150
BARTON,Great Bend City Ward 2 Precinct 3,State Treasurer,"Francisco, Marci  ",Democratic,113,000160
BARTON,Great Bend City Ward 2 Precinct 3,State Treasurer,"LaTurner, Jake  ",Republican,510,000160
BARTON,Great Bend City Ward 3 Precinct 1,State Treasurer,"Francisco, Marci  ",Democratic,91,000170
BARTON,Great Bend City Ward 3 Precinct 1,State Treasurer,"LaTurner, Jake  ",Republican,249,000170
BARTON,Great Bend City Ward 3 Precinct 2,State Treasurer,"Francisco, Marci  ",Democratic,116,000180
BARTON,Great Bend City Ward 3 Precinct 2,State Treasurer,"LaTurner, Jake  ",Republican,264,000180
BARTON,Great Bend City Ward 3 Precinct 3,State Treasurer,"Francisco, Marci  ",Democratic,108,00019A
BARTON,Great Bend City Ward 3 Precinct 3,State Treasurer,"LaTurner, Jake  ",Republican,320,00019A
BARTON,Great Bend City Ward 3 Precinct 3 Exclave,State Treasurer,"Francisco, Marci  ",Democratic,0,00019B
BARTON,Great Bend City Ward 3 Precinct 3 Exclave,State Treasurer,"LaTurner, Jake  ",Republican,0,00019B
BARTON,Great Bend City Ward 4 Precinct 1,State Treasurer,"Francisco, Marci  ",Democratic,61,000200
BARTON,Great Bend City Ward 4 Precinct 1,State Treasurer,"LaTurner, Jake  ",Republican,142,000200
BARTON,Great Bend City Ward 4 Precinct 2,State Treasurer,"Francisco, Marci  ",Democratic,60,000210
BARTON,Great Bend City Ward 4 Precinct 2,State Treasurer,"LaTurner, Jake  ",Republican,106,000210
BARTON,Great Bend City Ward 4 Precinct 3,State Treasurer,"Francisco, Marci  ",Democratic,24,00022A
BARTON,Great Bend City Ward 4 Precinct 3,State Treasurer,"LaTurner, Jake  ",Republican,42,00022A
BARTON,Great Bend City Ward 4 Precinct 3 Exclave A,State Treasurer,"Francisco, Marci  ",Democratic,0,00022B
BARTON,Great Bend City Ward 4 Precinct 3 Exclave A,State Treasurer,"LaTurner, Jake  ",Republican,0,00022B
BARTON,Great Bend City Ward 4 Precinct 3 Exclave B,State Treasurer,"Francisco, Marci  ",Democratic,0,00022C
BARTON,Great Bend City Ward 4 Precinct 3 Exclave B,State Treasurer,"LaTurner, Jake  ",Republican,0,00022C
BARTON,Great Bend City Ward 4 Precinct 3 Exclave C,State Treasurer,"Francisco, Marci  ",Democratic,0,00022D
BARTON,Great Bend City Ward 4 Precinct 3 Exclave C,State Treasurer,"LaTurner, Jake  ",Republican,0,00022D
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D1,State Treasurer,"Francisco, Marci  ",Democratic,0,00022E
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D1,State Treasurer,"LaTurner, Jake  ",Republican,0,00022E
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D2,State Treasurer,"Francisco, Marci  ",Democratic,0,00022F
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D2,State Treasurer,"LaTurner, Jake  ",Republican,0,00022F
BARTON,Great Bend Township Part A,State Treasurer,"Francisco, Marci  ",Democratic,94,00023A
BARTON,Great Bend Township Part A,State Treasurer,"LaTurner, Jake  ",Republican,389,00023A
BARTON,Great Bend Township Part B,State Treasurer,"Francisco, Marci  ",Democratic,13,00023B
BARTON,Great Bend Township Part B,State Treasurer,"LaTurner, Jake  ",Republican,72,00023B
BARTON,Great Bend Township,State Treasurer,"Francisco, Marci  ",Democratic,0,00023C
BARTON,Great Bend Township,State Treasurer,"LaTurner, Jake  ",Republican,0,00023C
BARTON,Hoisington Ward 1,State Treasurer,"Francisco, Marci  ",Democratic,51,000240
BARTON,Hoisington Ward 1,State Treasurer,"LaTurner, Jake  ",Republican,162,000240
BARTON,Hoisington Ward 2,State Treasurer,"Francisco, Marci  ",Democratic,48,000250
BARTON,Hoisington Ward 2,State Treasurer,"LaTurner, Jake  ",Republican,202,000250
BARTON,Hoisington Ward 3,State Treasurer,"Francisco, Marci  ",Democratic,48,000260
BARTON,Hoisington Ward 3,State Treasurer,"LaTurner, Jake  ",Republican,155,000260
BARTON,Hoisington Ward 4,State Treasurer,"Francisco, Marci  ",Democratic,33,00027A
BARTON,Hoisington Ward 4,State Treasurer,"LaTurner, Jake  ",Republican,157,00027A
BARTON,Hoisington Ward 4 Exclave,State Treasurer,"Francisco, Marci  ",Democratic,0,00027B
BARTON,Hoisington Ward 4 Exclave,State Treasurer,"LaTurner, Jake  ",Republican,0,00027B
BARTON,Independent Township,State Treasurer,"Francisco, Marci  ",Democratic,60,000280
BARTON,Independent Township,State Treasurer,"LaTurner, Jake  ",Republican,287,000280
BARTON,Lakin Township,State Treasurer,"Francisco, Marci  ",Democratic,175,000290
BARTON,Lakin Township,State Treasurer,"LaTurner, Jake  ",Republican,651,000290
BARTON,Liberty Township,State Treasurer,"Francisco, Marci  ",Democratic,13,000300
BARTON,Liberty Township,State Treasurer,"LaTurner, Jake  ",Republican,88,000300
BARTON,Logan Township,State Treasurer,"Francisco, Marci  ",Democratic,15,000310
BARTON,Logan Township,State Treasurer,"LaTurner, Jake  ",Republican,68,000310
BARTON,North Homestead Township,State Treasurer,"Francisco, Marci  ",Democratic,12,000320
BARTON,North Homestead Township,State Treasurer,"LaTurner, Jake  ",Republican,45,000320
BARTON,Pawnee Rock Township,State Treasurer,"Francisco, Marci  ",Democratic,34,000330
BARTON,Pawnee Rock Township,State Treasurer,"LaTurner, Jake  ",Republican,94,000330
BARTON,South Bend Township,State Treasurer,"Francisco, Marci  ",Democratic,59,000340
BARTON,South Bend Township,State Treasurer,"LaTurner, Jake  ",Republican,193,000340
BARTON,South Homestead Township,State Treasurer,"Francisco, Marci  ",Democratic,22,000350
BARTON,South Homestead Township,State Treasurer,"LaTurner, Jake  ",Republican,113,000350
BARTON,Union Township,State Treasurer,"Francisco, Marci  ",Democratic,9,000360
BARTON,Union Township,State Treasurer,"LaTurner, Jake  ",Republican,36,000360
BARTON,Walnut Township Albert,State Treasurer,"Francisco, Marci  ",Democratic,12,000370
BARTON,Walnut Township Albert,State Treasurer,"LaTurner, Jake  ",Republican,55,000370
BARTON,Walnut Township Olmitz,State Treasurer,"Francisco, Marci  ",Democratic,12,000380
BARTON,Walnut Township Olmitz,State Treasurer,"LaTurner, Jake  ",Republican,43,000380
BARTON,Wheatland Township,State Treasurer,"Francisco, Marci  ",Democratic,2,000390
BARTON,Wheatland Township,State Treasurer,"LaTurner, Jake  ",Republican,18,000390
BARTON,Hoisington Landfill,State Treasurer,"Francisco, Marci  ",Democratic,0,900010
BARTON,Hoisington Landfill,State Treasurer,"LaTurner, Jake  ",Republican,0,900010
BOURBON,Drywood Township,State Treasurer,"Francisco, Marci  ",Democratic,28,000010
BOURBON,Drywood Township,State Treasurer,"LaTurner, Jake  ",Republican,123,000010
BOURBON,Fort Scott Ward 1,State Treasurer,"Francisco, Marci  ",Democratic,133,00002A
BOURBON,Fort Scott Ward 1,State Treasurer,"LaTurner, Jake  ",Republican,197,00002A
BOURBON,Fort Scott Ward 1 Exclave Colonial,State Treasurer,"Francisco, Marci  ",Democratic,0,00002B
BOURBON,Fort Scott Ward 1 Exclave Colonial,State Treasurer,"LaTurner, Jake  ",Republican,0,00002B
BOURBON,Fort Scott Ward 1 Exclave Halls,State Treasurer,"Francisco, Marci  ",Democratic,0,00002C
BOURBON,Fort Scott Ward 1 Exclave Halls,State Treasurer,"LaTurner, Jake  ",Republican,0,00002C
BOURBON,Fort Scott Ward 1 Exclave Red Barn,State Treasurer,"Francisco, Marci  ",Democratic,0,00002D
BOURBON,Fort Scott Ward 1 Exclave Red Barn,State Treasurer,"LaTurner, Jake  ",Republican,0,00002D
