COUNTY,PRECINCT,RACE,DISTRICT,CANDIDATE,FIRST,MIDDLE,LAST,SUFFIX,PARTY,VOTES,VTD
ATCHISON,Atchison Precinct 5 South Exclave B,Kansas Senate,1,"Pyle, Dennis D. ",Dennis,D.,Pyle,,Republican,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave C,Kansas Senate,1,"Lukert, Steve  ",Steve,,Lukert,,Democratic,0,00008D
ATCHISON,Atchison Precinct 5 South Exclave C,Kansas Senate,1,"Pyle, Dennis D. ",Dennis,D.,Pyle,,Republican,0,00008D
ATCHISON,Center Township,Kansas Senate,1,"Lukert, Steve  ",Steve,,Lukert,,Democratic,104,000100
ATCHISON,Center Township,Kansas Senate,1,"Pyle, Dennis D. ",Dennis,D.,Pyle,,Republican,209,000100
ATCHISON,Grasshopper Township,Kansas Senate,1,"Lukert, Steve  ",Steve,,Lukert,,Democratic,125,000110
ATCHISON,Grasshopper Township,Kansas Senate,1,"Pyle, Dennis D. ",Dennis,D.,Pyle,,Republican,160,000110
ATCHISON,Huron Township,Kansas Senate,1,"Lukert, Steve  ",Steve,,Lukert,,Democratic,48,000120
ATCHISON,Huron Township,Kansas Senate,1,"Pyle, Dennis D. ",Dennis,D.,Pyle,,Republican,47,000120
ATCHISON,Kapioma Township,Kansas Senate,1,"Lukert, Steve  ",Steve,,Lukert,,Democratic,47,000130
ATCHISON,Kapioma Township,Kansas Senate,1,"Pyle, Dennis D. ",Dennis,D.,Pyle,,Republican,82,000130
ATCHISON,Lancaster Township,Kansas Senate,1,"Lukert, Steve  ",Steve,,Lukert,,Democratic,145,000140
ATCHISON,Lancaster Township,Kansas Senate,1,"Pyle, Dennis D. ",Dennis,D.,Pyle,,Republican,155,000140
ATCHISON,Shannon Township,Kansas Senate,1,"Lukert, Steve  ",Steve,,Lukert,,Democratic,282,00016A
ATCHISON,Shannon Township,Kansas Senate,1,"Pyle, Dennis D. ",Dennis,D.,Pyle,,Republican,356,00016A
ATCHISON,Walnut Township,Kansas Senate,1,"Lukert, Steve  ",Steve,,Lukert,,Democratic,116,00017A
ATCHISON,Walnut Township,Kansas Senate,1,"Pyle, Dennis D. ",Dennis,D.,Pyle,,Republican,110,00017A
ATCHISON,Walnut Township Enclave,Kansas Senate,1,"Lukert, Steve  ",Steve,,Lukert,,Democratic,0,00017B
ATCHISON,Walnut Township Enclave,Kansas Senate,1,"Pyle, Dennis D. ",Dennis,D.,Pyle,,Republican,0,00017B
ATCHISON,Mount Pleasant Voting District Township,Kansas Senate,1,"Lukert, Steve  ",Steve,,Lukert,,Democratic,177,100050
ATCHISON,Mount Pleasant Voting District Township,Kansas Senate,1,"Pyle, Dennis D. ",Dennis,D.,Pyle,,Republican,262,100050
ATCHISON,Benton Township H62,Kansas Senate,1,"Lukert, Steve  ",Steve,,Lukert,,Democratic,191,120020
ATCHISON,Benton Township H62,Kansas Senate,1,"Pyle, Dennis D. ",Dennis,D.,Pyle,,Republican,167,120020
ATCHISON,Benton Township H63,Kansas Senate,1,"Lukert, Steve  ",Steve,,Lukert,,Democratic,55,120030
ATCHISON,Benton Township H63,Kansas Senate,1,"Pyle, Dennis D. ",Dennis,D.,Pyle,,Republican,51,120030
BARBER,Aetna Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,5,000010
BARBER,Deerhead Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,9,000020
BARBER,Eagle Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,16,000030
BARBER,Elm Mills Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,60,000040
BARBER,Elwood Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,87,000050
BARBER,Hazelton Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,72,000060
BARBER,Kiowa East Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,296,000070
BARBER,Kiowa West Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,177,000080
BARBER,Lake City Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,24,000090
BARBER,McAdoo Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,12,000100
BARBER,Medicine Lodge Precinct 1,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,292,000110
BARBER,Medicine Lodge Precinct 2,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,234,00012A
BARBER,Medicine Lodge Precinct 2 Exclave,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,0,00012B
BARBER,Medicine Lodge Precinct 3,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,171,000130
BARBER,Medicine Lodge Precinct 4,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,116,000140
BARBER,Medicine Lodge Precinct 5,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,30,000150
BARBER,Mingona Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,38,000160
BARBER,Moore Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,16,000170
BARBER,Nippawalla Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,13,000180
BARBER,Ridge Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,0,000190
BARBER,Sharon Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,166,000200
BARBER,Sun City Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,23,000210
BARBER,Turkey Creek Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,7,000220
BARBER,Valley Township,Kansas Senate,32,"Abrams, Steve E ",Steve,E,Abrams,,Republican,50,000230
BARTON,Albion Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,32,000010
BARTON,Beaver Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,40,000020
BARTON,Buffalo Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,188,000030
BARTON,Cheyenne Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,96,000040
BARTON,Clarence Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,52,000050
BARTON,Cleveland Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,17,000060
BARTON,Comanche Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,166,000070
BARTON,Eureka Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,45,000080
BARTON,Fairview Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,47,000090
BARTON,Grant Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,25,000100
BARTON,Great Bend City Ward 1 Precinct 1,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,272,00011A
BARTON,Great Bend City Ward 1 Precinct 1 Courthouse,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,0,00011B
BARTON,Great Bend City Ward 1 Precinct 2,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,418,000120
BARTON,Great Bend City Ward 1 Precinct 3,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,339,000130
BARTON,Great Bend City Ward 2 Precinct 1,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,535,000140
BARTON,Great Bend City Ward 2 Precinct 2,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,544,000150
BARTON,Great Bend City Ward 2 Precinct 3,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,600,000160
BARTON,Great Bend City Ward 3 Precinct 1,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,348,000170
BARTON,Great Bend City Ward 3 Precinct 2,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,418,000180
BARTON,Great Bend City Ward 3 Precinct 3,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,451,00019A
BARTON,Great Bend City Ward 3 Precinct 3 Exclave,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,0,00019B
BARTON,Great Bend City Ward 4 Precinct 1,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,234,000200
BARTON,Great Bend City Ward 4 Precinct 2,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,187,000210
BARTON,Great Bend City Ward 4 Precinct 3,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,67,00022A
BARTON,Great Bend City Ward 4 Precinct 3 Exclave A,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,0,00022B
BARTON,Great Bend City Ward 4 Precinct 3 Exclave B,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,0,00022C
BARTON,Great Bend City Ward 4 Precinct 3 Exclave C,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,0,00022D
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D1,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,0,00022E
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D2,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,0,00022F
BARTON,Great Bend Township Part A,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,512,00023A
BARTON,Great Bend Township Part B,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,98,00023B
BARTON,Great Bend Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,0,00023C
BARTON,Hoisington Ward 1,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,193,000240
BARTON,Hoisington Ward 2,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,216,000250
BARTON,Hoisington Ward 3,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,257,000260
BARTON,Hoisington Ward 4,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,217,00027A
BARTON,Hoisington Ward 4 Exclave,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,0,00027B
BARTON,Independent Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,317,000280
BARTON,Lakin Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,843,000290
BARTON,Liberty Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,105,000300
BARTON,Logan Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,68,000310
BARTON,North Homestead Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,55,000320
BARTON,Pawnee Rock Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,132,000330
BARTON,South Bend Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,262,000340
BARTON,South Homestead Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,161,000350
BARTON,Union Township,Kansas Senate,33,"Holmes, Mitch  ",Mitch,,Holmes,,Republican,51,000360
