,,,,,FIRST,MIDDLE,LAST,SUFFIX,,,
RICE,Pioneer Township,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,24,000160
RICE,Raymond Township,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,64,000170
RICE,Rockville Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,21,000180
RICE,Rockville Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,42,000180
RICE,Sterling City East Ward,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,201,00019A
RICE,Sterling City East Ward,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,313,00019A
RICE,Sterling City East Ward Exclave A,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,0,00019B
RICE,Sterling City East Ward Exclave A,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,0,00019B
RICE,Sterling City East Ward Exclave B,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,0,00019C
RICE,Sterling City East Ward Exclave B,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,0,00019C
RICE,Sterling City West Ward,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,117,000200
RICE,Sterling City West Ward,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,171,000200
RICE,Sterling Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,22,000210
RICE,Sterling Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,53,000210
RICE,Union Township,Kansas House of Representatives,108,"Johnson, Steven  ",Steven,,Johnson,,Republican,275,000220
RICE,Valley Township,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,78,000230
RICE,Victoria Township,Kansas House of Representatives,108,"Johnson, Steven  ",Steven,,Johnson,,Republican,105,000240
RICE,West Washington Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,22,000250
RICE,West Washington Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,36,000250
RICE,Wilson Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,23,000260
RICE,Wilson Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,38,000260
RILEY,Ashland Township,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,34,000010
RILEY,Ashland Township,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,68,000010
RILEY,Bala Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,59,000020
RILEY,Bala Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,250,000020
RILEY,Center Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,5,000030
RILEY,Center Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,38,000030
RILEY,Fancy Creek Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,15,000040
RILEY,Fancy Creek Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,50,000040
RILEY,Fort Riley B Madison Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,24,00005B
RILEY,Fort Riley B Madison Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,36,00005B
RILEY,Grant Township,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,156,000060
RILEY,Grant Township,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,419,000060
RILEY,Jackson Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,34,000070
RILEY,Jackson Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,113,000070
RILEY,Manhattan City Ward 02 Precinct 02,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,203,000120
RILEY,Manhattan City Ward 02 Precinct 02,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,94,000120
RILEY,Manhattan City Ward 02 Precinct 04,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,335,000140
RILEY,Manhattan City Ward 02 Precinct 04,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,326,000140
RILEY,Manhattan City Ward 03 Precinct 02,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,224,000170
RILEY,Manhattan City Ward 03 Precinct 02,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,171,000170
RILEY,Manhattan City Ward 04 Precinct 02,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,149,00022A
RILEY,Manhattan City Ward 04 Precinct 02,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,108,00022A
RILEY,Manhattan City Ward 07 Precinct 01,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,0,00022B
RILEY,Manhattan City Ward 07 Precinct 01,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,0,00022B
RILEY,Manhattan City Ward 04 Precinct 03,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,330,000230
RILEY,Manhattan City Ward 04 Precinct 03,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,268,000230
RILEY,Manhattan City Ward 04 Precinct 05,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,230,00025A
RILEY,Manhattan City Ward 04 Precinct 05,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,370,00025A
RILEY,Manhattan City Ward 04 Precinct 05 Exclave,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,0,00025B
RILEY,Manhattan City Ward 04 Precinct 05 Exclave,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,0,00025B
RILEY,Manhattan City Ward 05 Precinct 05,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,164,000310
RILEY,Manhattan City Ward 05 Precinct 05,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,192,000310
RILEY,Manhattan City Ward 05 Precinct 06,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,260,000320
RILEY,Manhattan City Ward 05 Precinct 06,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,472,000320
RILEY,Manhattan City Ward 05 Precinct 07,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,153,000330
RILEY,Manhattan City Ward 05 Precinct 07,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,187,000330
RILEY,Manhattan City Ward 05 Precinct 08,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,175,000340
RILEY,Manhattan City Ward 05 Precinct 08,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,319,000340
RILEY,Manhattan City Ward 05 Precinct 09,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,432,000350
RILEY,Manhattan City Ward 05 Precinct 09,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,775,000350
RILEY,Manhattan City Ward 05 Precinct 10,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,401,00036A
RILEY,Manhattan City Ward 05 Precinct 10,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,727,00036A
RILEY,Manhattan City Ward 05 Precinct 11,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,465,000370
RILEY,Manhattan City Ward 05 Precinct 11,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,828,000370
RILEY,Manhattan City Ward 06 Precinct 01 Job Corp,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,0,000380
RILEY,Manhattan City Ward 06 Precinct 01 Job Corp,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,2,000380
RILEY,Manhattan Township Precinct 1,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,132,00039A
RILEY,Manhattan Township Precinct 1,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,163,00039A
RILEY,Manhattan Township Precinct 1 Enclave A,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,0,00039B
RILEY,Manhattan Township Precinct 1 Enclave A,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,1,00039B
RILEY,Manhattan Township Precinct 1 Enclave B,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,0,00039C
RILEY,Manhattan Township Precinct 1 Enclave B,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,0,00039C
RILEY,Manahattan Township Precinct 1 Enclave D,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,0,00039E
RILEY,Manahattan Township Precinct 1 Enclave D,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,0,00039E
RILEY,Manhattan Township Precinct 1 Enclave F,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,0,00039G
RILEY,Manhattan Township Precinct 1 Enclave F,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,0,00039G
RILEY,Manhattan Township Precinct 1 Part A,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,0,00039H
RILEY,Manhattan Township Precinct 1 Part A,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,0,00039H
RILEY,Manhattan Township Precinct 2,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,106,000400
RILEY,Manhattan Township Precinct 2,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,192,000400
RILEY,Manhattan Township Precinct 3,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,31,000410
RILEY,Manhattan Township Precinct 3,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,71,000410
RILEY,Manhattan Township Precinct 4,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,143,000420
RILEY,Manhattan Township Precinct 4,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,164,000420
RILEY,May Day Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,3,000430
RILEY,May Day Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,29,000430
RILEY,Ogden Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,53,00044A
RILEY,Ogden Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,131,00044A
RILEY,Sherman Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,77,000450
RILEY,Sherman Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,205,000450
RILEY,Swede Creek Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,17,000460
RILEY,Swede Creek Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,51,000460
RILEY,Wildcat Township,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,97,00047A
RILEY,Wildcat Township,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,388,00047A
RILEY,Wildcat Township Enclave A,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,0,00047B
RILEY,Wildcat Township Enclave A,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,0,00047B
RILEY,Wildcat Township Enclave B,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,0,00047C
RILEY,Wildcat Township Enclave B,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,0,00047C
RILEY,Manhattan City Ward 10 Precinct 01,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,12,00047D
RILEY,Manhattan City Ward 10 Precinct 01,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,14,00047D
RILEY,Zeandale Township,Kansas House of Representatives,51,"Pikul, Richard R ",Richard,R,Pikul,,Democratic,54,000480
RILEY,Zeandale Township,Kansas House of Representatives,51,"Highland, Ron  ",Ron,,Highland,,Republican,143,000480
RILEY,Fort Riley A Madison Township H64,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,32,120020
RILEY,Fort Riley A Madison Township H64,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,39,120020
RILEY,Fort Riley A Madison Township H67,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,0,120030
RILEY,Fort Riley A Madison Township H67,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,0,120030
RILEY,Madison Township H64,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,154,120040
RILEY,Madison Township H64,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,317,120040
RILEY,Madison Township H67,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,3,120050
RILEY,Madison Township H67,Kansas House of Representatives,67,"Phillips, Tom  ",Tom,,Phillips,,Republican,12,120050
RILEY,Manhattan City Ward 06 Precinct 02 Tech Park,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,0,300010
RILEY,Manhattan City Ward 06 Precinct 02 Tech Park,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,0,300010
RILEY,Manhattan City Ward 08 Precinct 01,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,117,300020
RILEY,Manhattan City Ward 08 Precinct 01,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,81,300020
RILEY,Manhattan City Ward 08 Precinct 02,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,3,300030
RILEY,Manhattan City Ward 08 Precinct 02,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,0,300030
RILEY,Manhattan City Ward 09 Precinct 01,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,63,300040
RILEY,Manhattan City Ward 09 Precinct 01,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,35,300040
RILEY,Manhattan City Ward 09 Precinct 02,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,83,300050
RILEY,Manhattan City Ward 09 Precinct 02,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,41,300050
RILEY,Ogden Township Fort Riley A,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,163,300060
RILEY,Ogden Township Fort Riley A,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,194,300060
RILEY,Ogden Township Ward 2 Annex order 506,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,0,300070
RILEY,Ogden Township Ward 2 Annex order 506,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,0,300070
RILEY,Ogden Township Ward 4 Order 10-06-93,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,0,300090
RILEY,Ogden Township Ward 4 Order 10-06-93,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,0,300090
RILEY,Ogden Township Ward 5,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,0,300100
RILEY,Ogden Township Ward 5,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,0,300100
RILEY,Manhattan City Ward 01 Precinct 01,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,480,400010
RILEY,Manhattan City Ward 01 Precinct 01,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,220,400010
RILEY,Manhattan City Ward 02 Precinct 01,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,455,400020
RILEY,Manhattan City Ward 02 Precinct 01,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,222,400020
RILEY,Manhattan City Ward 02 Precinct 03,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,633,400030
RILEY,Manhattan City Ward 02 Precinct 03,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,540,400030
RILEY,Manhattan City Ward 03 Precinct 03,Kansas House of Representatives,66,"Carlin, Sydney  ",Sydney,,Carlin,,Democratic,512,400040
RILEY,Manhattan City Ward 03 Precinct 03,Kansas House of Representatives,66,"Modesitt, Lee  ",Lee,,Modesitt,,Republican,324,400040
RILEY,Manhattan City Ward 04 Precinct 04,Kansas House of Representatives,67,"Estabrook, Aaron  ",Aaron,,Estabrook,,Democratic,397,400050
