COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,REGISTERED VOTERS - Democratic,REGISTERED VOTERS - Republican,REGISTERED VOTERS - NONPARTISAN,BALLOTS CAST TOTAL,BALLOTS CAST - Democratic,BALLOTS CAST - Republican,BALLOTS CAST BLANK,DEM For President,DEM For President,DEM For President,DEM For President,DEM For President,DEM For President,DEM For President,REP For President,REP For President,REP For President,REP For President,REP For President,REP For President,REP For President
177,101,Ward Pct 0101,495,149,99,247,13,11,2,0,0,2,0,6,3,0,0,2,0,0,0,0,0,0
177,102,Ward Pct 0102,473,147,124,202,33,18,15,0,0,0,0,15,3,0,0,14,1,0,0,0,0,0
177,103,Ward Pct 0103,412,110,136,166,25,13,12,0,1,1,1,8,2,0,0,11,0,0,1,0,0,0
177,104,Ward Pct 0104,574,167,162,245,46,20,26,0,1,1,0,16,2,0,0,24,1,0,0,1,0,0
177,105,Ward Pct 0105,817,208,295,314,46,24,22,0,2,0,1,17,4,0,0,21,0,0,0,1,0,0
177,106,Ward Pct 0106,939,231,366,342,60,23,37,0,1,0,0,18,4,0,0,27,5,2,1,2,0,0
177,107,Ward Pct 0107,3,0,1,2,0,0,0,0,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted
177,109,Ward Pct 0109,2,1,0,1,0,0,0,0,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted
177,110,Ward Pct 0110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,113,Ward Pct 0113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,114,Ward Pct 0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,201,Ward Pct 0201,535,169,157,209,41,11,30,1,0,0,0,9,2,0,0,22,6,0,0,1,0,1
177,202,Ward Pct 0202,411,141,111,159,28,18,10,0,1,0,0,15,2,0,0,10,0,0,0,0,0,0
177,203,Ward Pct 0203,441,146,126,169,37,16,21,0,3,0,1,9,3,0,0,16,3,0,0,2,0,0
177,204,Ward Pct 0204,425,179,103,143,42,26,16,0,0,0,0,22,4,0,0,13,2,1,0,0,0,0
177,205,Ward Pct 0205,365,148,87,130,25,19,6,0,1,0,0,14,4,0,0,5,1,0,0,0,0,0
177,206,Ward Pct 0206,479,192,80,207,20,14,6,0,2,0,0,12,0,0,0,5,0,0,0,1,0,0
177,207,Ward Pct 0207,354,146,44,164,15,11,4,0,1,0,0,7,3,0,0,3,0,0,0,1,0,0
177,208,Ward Pct 0208,401,175,34,192,20,18,2,0,2,0,0,15,1,0,0,1,0,0,0,1,0,0
177,209,Ward Pct 0209,547,221,104,222,32,18,14,0,2,0,0,12,4,0,0,11,3,0,0,0,0,0
177,210,Ward Pct 0210,521,301,55,165,54,48,6,0,2,2,3,38,3,0,0,5,1,0,0,0,0,0
177,211,Ward Pct 0211,424,170,107,147,28,14,14,0,1,0,0,13,0,0,0,7,5,1,0,1,0,0
177,212,Ward Pct 0212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,301,Ward Pct 0301,506,186,127,193,22,14,8,0,1,0,0,9,4,0,0,6,1,0,0,1,0,0
177,302,Ward Pct 0302,409,165,110,134,40,29,11,0,1,0,0,23,5,0,0,9,0,1,0,1,0,0
177,303,Ward Pct 0303,454,179,68,207,15,12,3,0,2,1,0,9,0,0,0,2,0,0,1,0,0,0
177,304,Ward Pct 0304,449,174,98,177,20,9,11,0,1,0,0,8,0,0,0,7,4,0,0,0,0,0
177,305,Ward Pct 0305,348,134,64,150,18,10,8,0,1,0,0,8,1,0,0,7,1,0,0,0,0,0
177,306,Ward Pct 0306,367,146,64,157,11,8,3,0,0,0,0,6,2,0,0,1,1,0,0,1,0,0
177,307,Ward Pct 0307,530,162,98,270,15,6,9,0,1,0,0,5,0,0,0,8,0,0,0,1,0,0
177,308,Ward Pct 0308,418,169,82,167,21,19,2,0,1,1,0,13,4,0,0,2,0,0,0,0,0,0
177,309,Ward Pct 0309,597,239,95,263,35,29,6,0,1,1,0,22,5,0,0,6,0,0,0,0,0,0
177,310,Ward Pct 0310,60,25,10,25,4,3,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0
177,401,Ward Pct 0401,475,169,98,208,31,16,15,0,1,1,2,11,1,0,0,7,2,0,2,4,0,0
177,402,Ward Pct 0402,675,294,68,313,31,23,8,0,0,0,0,22,1,0,0,8,0,0,0,0,0,0
177,403,Ward Pct 0403,392,166,49,177,15,10,5,0,1,0,0,9,0,0,0,1,3,0,0,1,0,0
177,404,Ward Pct 0404,675,302,89,284,30,24,6,1,2,0,0,21,0,0,1,3,1,0,0,2,0,0
177,406,Ward Pct 0406,586,240,101,245,26,15,11,0,0,1,0,10,4,0,0,6,4,0,0,1,0,0
177,407,Ward Pct 0407,370,168,54,148,22,17,5,0,1,0,0,16,0,0,0,3,2,0,0,0,0,0
177,408,Ward Pct 0408,518,199,100,219,34,14,20,0,2,1,0,8,2,1,0,19,0,0,0,1,0,0
177,409,Ward Pct 0409,509,251,58,200,32,29,3,0,0,2,0,26,1,0,0,3,0,0,0,0,0,0
177,410,Ward Pct 0410,525,251,106,168,54,41,13,0,0,0,0,40,1,0,0,5,3,0,1,4,0,0
177,411,Ward Pct 0411,136,42,43,51,16,7,9,0,0,0,0,6,1,0,0,6,3,0,0,0,0,0
177,414,Ward Pct 0414,56,26,6,24,3,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
177,415,Ward Pct 0415,325,106,84,135,16,11,5,0,0,0,0,9,2,0,0,1,2,1,1,0,0,0
177,501,Ward Pct 0501,427,198,70,159,26,21,5,0,1,0,0,19,1,0,0,3,1,0,0,1,0,0
177,502,Ward Pct 0502,469,156,88,225,29,18,11,0,0,0,0,13,5,0,0,5,4,1,0,1,0,0
177,503,Ward Pct 0503,460,205,96,159,32,18,14,0,2,1,0,14,1,0,0,13,0,0,0,1,0,0
177,504,Ward Pct 0504,437,175,110,152,46,21,25,0,3,0,0,16,2,0,0,18,4,1,1,1,0,0
177,505,Ward Pct 0505,514,211,91,212,42,28,14,0,7,0,1,18,2,0,0,9,3,0,0,2,0,0
177,506,Ward Pct 0506,434,175,74,185,30,17,13,0,1,0,0,13,3,0,0,9,3,0,1,0,0,0
177,507,Ward Pct 0507,412,188,81,143,31,24,7,0,2,0,1,19,2,0,0,6,0,0,0,1,0,0
177,508,Ward Pct 0508,359,166,84,109,34,20,14,0,1,0,0,17,2,0,0,7,5,1,0,1,0,0
177,509,Ward Pct 0509,663,239,220,204,66,38,28,0,1,0,0,32,5,0,0,17,10,0,0,1,0,0
177,510,Ward Pct 0510,705,251,251,203,79,49,30,0,2,3,3,36,5,0,0,17,7,0,0,6,0,0
177,511,Ward Pct 0511,639,243,233,163,66,35,31,0,0,0,1,33,1,0,0,18,12,0,0,1,0,0
177,512,Ward Pct 0512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,514,Ward Pct 0514,423,112,200,111,35,12,23,0,1,0,0,10,1,0,0,17,4,1,0,1,0,0
177,515,Ward Pct 0515,180,48,87,45,10,2,8,0,0,0,0,2,0,0,0,4,1,2,0,1,0,0
177,591,Ward Pct 0591,208,76,69,63,22,11,11,0,1,0,0,10,0,0,0,6,4,1,0,0,0,0
177,601,Ward Pct 0601,471,210,64,197,25,20,5,0,0,0,0,19,1,0,0,5,0,0,0,0,0,0
177,602,Ward Pct 0602,568,231,77,260,26,18,8,0,3,0,1,11,3,0,0,5,2,0,0,1,0,0
177,603,Ward Pct 0603,499,166,231,102,152,74,78,0,1,0,0,69,4,0,0,28,31,4,1,14,0,0
177,604,Ward Pct 0604,610,224,128,258,40,20,20,0,1,2,0,16,1,0,0,15,1,0,0,4,0,0
177,605,Ward Pct 0605,520,205,155,160,42,20,22,0,2,0,0,15,3,0,0,11,7,1,0,3,0,0
177,606,Ward Pct 0606,413,142,90,181,20,12,8,0,1,0,0,9,2,0,0,5,2,1,0,0,0,0
177,607,Ward Pct 0607,400,138,90,172,14,8,6,0,0,0,0,8,0,0,0,5,0,0,0,1,0,0
177,608,Ward Pct 0608,655,274,121,260,45,27,18,0,3,0,3,18,3,0,0,15,2,0,0,1,0,0
177,609,Ward Pct 0609,1370,406,474,490,91,30,61,0,2,1,0,26,1,0,0,48,9,2,0,2,0,0
177,610,Ward Pct 0610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,611,Ward Pct 0611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,612,Ward Pct 0612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,701,Ward Pct 0701,467,191,152,124,54,34,20,0,1,1,0,30,2,0,0,12,4,1,0,3,0,0
177,702,Ward Pct 0702,514,185,134,195,38,22,16,0,2,0,0,20,0,0,0,6,9,0,0,1,0,0
177,703,Ward Pct 0703,551,198,159,194,41,19,22,0,2,1,0,15,1,0,0,17,2,1,0,2,0,0
177,704,Ward Pct 0704,518,181,180,157,48,19,29,0,0,1,0,17,1,0,0,19,4,2,0,4,0,0
177,705,Ward Pct 0705,404,124,124,156,27,16,11,0,2,0,0,13,1,0,0,8,2,1,0,0,0,0
177,706,Ward Pct 0706,390,122,115,153,30,15,15,0,1,0,0,13,1,0,0,12,1,0,0,2,0,0
177,707,Ward Pct 0707,413,154,110,149,26,10,16,0,1,0,0,8,1,0,0,12,2,0,0,2,0,0
177,709,Ward Pct 0709,364,112,141,111,30,11,19,0,0,0,0,10,1,0,0,13,6,0,0,0,0,0
177,710,Ward Pct 0710,425,144,130,151,27,9,18,0,1,0,0,8,0,0,0,9,6,1,0,2,0,0
177,711,Ward Pct 0711,613,264,172,177,60,31,29,0,0,0,1,29,1,0,0,19,9,0,0,1,0,0
177,801,Ward Pct 0801,480,199,95,186,24,18,6,0,0,0,0,17,1,0,0,3,1,1,0,1,0,0
177,802,Ward Pct 0802,491,215,89,187,49,29,20,0,0,1,0,25,3,0,0,18,2,0,0,0,0,0
177,803,Ward Pct 0803,545,252,139,154,38,26,12,0,0,0,0,23,3,0,0,9,1,0,1,1,0,0
177,804,Ward Pct 0804,536,204,159,173,35,19,16,0,0,0,0,17,2,0,0,8,5,0,0,3,0,0
177,805,Ward Pct 0805,727,280,272,175,75,35,40,0,1,0,0,33,1,0,0,25,7,1,0,7,0,0
177,806,Ward Pct 0806,387,143,165,79,40,21,19,0,0,0,0,20,1,0,0,7,6,2,1,3,0,0
177,807,Ward Pct 0807,471,189,106,176,41,25,16,0,0,1,0,22,2,0,0,5,9,1,0,1,0,0
177,808,Ward Pct 0808,431,167,135,129,48,26,22,0,1,0,0,23,2,0,0,16,4,0,0,2,0,0
177,809,Ward Pct 0809,515,203,180,132,67,32,35,0,1,0,2,29,0,0,0,21,8,3,0,3,0,0
177,810,Ward Pct 0810,395,145,185,65,64,28,36,0,0,0,0,24,4,0,0,14,20,2,0,0,0,0
177,811,Ward Pct 0811,558,191,220,147,68,34,34,0,1,0,0,30,3,0,0,22,9,1,0,2,0,0
177,901,Ward Pct 0901,135,43,43,49,13,5,8,0,0,0,0,4,1,0,0,6,2,0,0,0,0,0
177,902,Ward Pct 0902,432,132,113,187,26,11,15,0,0,0,0,9,2,0,0,11,1,0,0,3,0,0
177,903,Ward Pct 0903,711,253,253,205,67,32,35,0,2,0,0,28,2,0,0,25,7,1,0,2,0,0
177,904,Ward Pct 0904,559,214,192,153,62,35,27,0,2,0,1,29,3,0,0,13,8,2,0,4,0,0
177,905,Ward Pct 0905,574,215,144,215,29,10,19,0,1,0,0,8,1,0,0,12,4,1,0,2,0,0
177,906,Ward Pct 0906,606,221,191,194,42,17,25,0,1,1,0,11,4,0,0,16,5,1,0,3,0,0
177,908,Ward Pct 0908,861,303,224,334,42,17,25,0,2,0,0,14,1,0,0,18,1,3,1,2,0,0
177,909,Ward Pct 0909,385,121,158,106,34,9,25,0,0,0,0,9,0,0,0,13,8,1,0,3,0,0
177,910,Ward Pct 0910,832,308,274,250,45,23,22,0,0,0,0,23,0,0,0,9,11,1,0,1,0,0
177,911,Ward Pct 0911,442,158,186,98,67,30,37,0,0,0,0,26,4,0,0,14,17,0,0,6,0,0
177,912,Ward Pct 0912,260,104,73,83,17,10,7,0,1,0,0,8,1,0,0,4,2,1,0,0,0,0
177,1001,Ward Pct 1001,556,194,183,179,41,28,13,0,0,0,0,26,2,0,0,6,6,0,0,1,0,0
177,1002,Ward Pct 1002,408,101,223,84,64,30,34,0,0,0,0,30,0,0,0,18,12,0,0,4,0,0
177,1003,Ward Pct 1003,828,288,369,171,154,69,85,0,2,0,0,63,4,0,0,52,25,1,1,6,0,0
177,1004,Ward Pct 1004,530,181,162,187,33,11,22,0,0,0,1,9,1,0,0,15,5,0,0,2,0,0
177,1005,Ward Pct 1005,468,151,172,145,41,24,17,0,0,0,1,23,0,0,0,7,8,1,0,1,0,0
177,1006,Ward Pct 1006,411,122,165,124,55,20,35,0,2,0,0,18,0,0,0,15,13,4,0,3,0,0
177,1007,Ward Pct 1007,514,174,161,179,31,13,18,0,0,0,1,12,0,0,0,11,6,0,0,1,0,0
177,1008,Ward Pct 1008,493,161,158,174,46,25,21,0,1,0,0,24,0,0,0,15,4,1,0,1,0,0
177,1009,Ward Pct 1009,362,118,121,123,38,12,26,0,0,0,0,12,0,0,0,15,7,2,0,2,0,0
177,1010,Ward Pct 1010,549,186,198,165,39,15,24,0,0,1,0,14,0,0,0,22,2,0,0,0,0,0
177,1011,Ward Pct 1011,809,255,282,272,66,26,40,0,0,0,0,25,1,0,0,30,7,0,0,3,0,0
177,1013,Ward Pct 1013,63,21,29,13,9,0,9,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0
177,1014,Ward Pct 1014,553,186,216,151,76,28,48,0,1,0,0,25,2,0,0,27,15,2,0,4,0,0
177,1015,Ward Pct 1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1101,Ward Pct 1101,378,117,132,129,35,16,19,0,0,0,0,12,4,0,0,13,5,0,0,1,0,0
177,1102,Ward Pct 1102,495,167,178,150,37,16,21,0,0,0,0,15,1,0,0,17,3,0,0,1,0,0
177,1103,Ward Pct 1103,420,142,134,144,24,12,12,0,0,0,0,10,2,0,0,6,4,0,0,2,0,0
177,1104,Ward Pct 1104,624,225,230,169,73,32,41,1,0,0,0,28,4,0,0,33,5,0,0,2,0,1
177,1105,Ward Pct 1105,525,171,176,178,37,13,24,0,1,0,0,12,0,0,0,21,1,0,0,2,0,0
177,1106,Ward Pct 1106,552,215,146,191,38,16,22,0,0,0,3,11,2,0,0,15,7,0,0,0,0,0
177,1107,Ward Pct 1107,549,166,173,210,36,16,20,0,1,0,0,13,2,0,0,13,6,1,0,0,0,0
177,1108,Ward Pct 1108,488,158,181,149,35,16,19,0,0,0,1,15,0,0,0,10,6,1,0,2,0,0
177,1109,Ward Pct 1109,558,191,192,175,53,22,31,0,2,0,0,18,2,0,0,17,10,1,0,3,0,0
177,1110,Ward Pct 1110,361,144,115,102,24,9,15,0,0,0,0,9,0,0,0,11,3,0,0,1,0,0
177,1111,Ward Pct 1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1201,Ward Pct 1201,576,228,165,183,39,23,16,0,1,0,0,20,2,0,0,11,5,0,0,0,0,0
177,1202,Ward Pct 1202,523,200,122,201,17,10,7,1,0,0,0,10,0,0,0,4,2,0,0,0,0,1
177,1203,Ward Pct 1203,519,171,212,136,56,16,40,0,0,0,0,15,1,0,0,23,13,1,0,3,0,0
177,1204,Ward Pct 1204,602,207,231,164,71,23,48,0,1,0,0,19,3,0,0,30,11,2,0,5,0,0
177,1205,Ward Pct 1205,500,159,241,100,55,24,31,0,0,1,0,19,4,0,0,18,7,1,0,5,0,0
177,1206,Ward Pct 1206,702,231,252,219,51,27,24,0,1,2,0,24,0,0,0,13,8,2,0,1,0,0
177,1207,Ward Pct 1207,698,245,236,217,59,24,35,0,0,1,0,18,5,0,0,20,10,3,0,2,0,0
177,1208,Ward Pct 1208,611,198,221,192,60,31,29,0,2,0,0,28,1,0,0,21,4,1,1,2,0,0
177,1209,Ward Pct 1209,949,307,374,268,104,52,52,0,2,0,0,47,3,0,0,37,10,1,0,4,0,0
177,1211,Ward Pct 1211,852,233,377,242,81,29,52,0,2,0,0,24,3,0,0,26,15,4,0,7,0,0
177,1212,Ward Pct 1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1213,Ward Pct 1213,583,139,335,109,70,23,47,0,0,0,0,21,2,0,0,29,13,1,1,3,0,0
177,1214,Ward Pct 1214,542,159,234,149,49,13,36,0,1,0,1,10,1,0,0,23,11,0,0,2,0,0
177,1215,Ward Pct 1215,915,278,388,249,98,40,58,0,0,1,0,35,4,0,0,27,19,1,3,8,0,0
177,1216,Ward Pct 1216,1066,347,416,303,104,41,63,0,0,2,0,35,4,0,0,42,16,1,2,2,0,0
177,1217,Ward Pct 1217,8,2,3,3,0,0,0,0,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted
177,1219,Ward Pct 1219,122,22,72,28,19,3,16,0,1,0,0,1,1,0,0,12,3,0,0,1,0,0
177,1220,Ward Pct 1220,738,216,310,212,60,26,34,0,1,1,0,22,2,0,0,23,8,1,0,2,0,0
177,1231,Ward Pct 1231,422,111,201,110,38,16,22,0,1,0,0,15,0,0,0,18,4,0,0,0,0,0
177,1281,Ward Pct 1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1292,Ward Pct 1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1293,Ward Pct 1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
