County,Precinct,Race,Candidate,Party,Votes,VTD
Allen,Iola Ward 2,Kansas House of Representatives 9,"Cloutier, Alana",Democratic,127,00010A
Allen,Iola Ward 2,Kansas House of Representatives 9,"Thompson, Kent L.",Republican,498,00010A
Allen,Iola Ward 2 Exclave,Kansas House of Representatives 9,"Cloutier, Alana",Democratic,0,00010B
Allen,Iola Ward 2 Exclave,Kansas House of Representatives 9,"Thompson, Kent L.",Republican,0,00010B
Allen,Iola Ward 3,Kansas House of Representatives 9,"Cloutier, Alana",Democratic,142,000110
Allen,Iola Ward 3,Kansas House of Representatives 9,"Thompson, Kent L.",Republican,363,000110
Allen,Iola Ward 4,Kansas House of Representatives 9,"Cloutier, Alana",Democratic,157,000120
Allen,Iola Ward 4,Kansas House of Representatives 9,"Thompson, Kent L.",Republican,385,000120
Allen,Marmaton Township,Kansas House of Representatives 2,"Grant, Lynn D.",Democratic,95,000140
Allen,Marmaton Township,Kansas House of Representatives 2,"Collins, Kenneth",Republican,279,000140
Allen,North Elsmore,Kansas House of Representatives 2,"Grant, Lynn D.",Democratic,18,000150
Allen,North Elsmore,Kansas House of Representatives 2,"Collins, Kenneth",Republican,73,000150
Allen,North Iola Part A,Kansas House of Representatives 9,"Cloutier, Alana",Democratic,26,00016A
Allen,North Iola Part A,Kansas House of Representatives 9,"Thompson, Kent L.",Republican,118,00016A
Allen,North Iola Part A Rural Enclave,Kansas House of Representatives 9,"Cloutier, Alana",Democratic,0,00016B
Allen,North Iola Part A Rural Enclave,Kansas House of Representatives 9,"Thompson, Kent L.",Republican,0,00016B
Allen,North Iola Part B,Kansas House of Representatives 9,"Cloutier, Alana",Democratic,0,00016C
Allen,North Iola Part B,Kansas House of Representatives 9,"Thompson, Kent L.",Republican,0,00016C
Allen,Osage Township,Kansas House of Representatives 2,"Grant, Lynn D.",Democratic,38,000170
Allen,Osage Township,Kansas House of Representatives 2,"Collins, Kenneth",Republican,103,000170
Allen,Salem Township,Kansas House of Representatives 9,"Cloutier, Alana",Democratic,37,000180
Allen,Salem Township,Kansas House of Representatives 9,"Thompson, Kent L.",Republican,118,000180
Allen,South Elsmore,Kansas House of Representatives 2,"Grant, Lynn D.",Democratic,20,000190
Allen,South Elsmore,Kansas House of Representatives 2,"Collins, Kenneth",Republican,68,000190
Allen,South Iola,Kansas House of Representatives 9,"Cloutier, Alana",Democratic,42,00020A
Allen,South Iola,Kansas House of Representatives 9,"Thompson, Kent L.",Republican,270,00020A
Allen,South Iola Enclave,Kansas House of Representatives 9,"Cloutier, Alana",Democratic,0,00020B
Allen,South Iola Enclave,Kansas House of Representatives 9,"Thompson, Kent L.",Republican,0,00020B
Allen,West Elm,Kansas House of Representatives 9,"Cloutier, Alana",Democratic,106,000210
Allen,West Elm,Kansas House of Representatives 9,"Thompson, Kent L.",Republican,438,000210
Allen,Logan Township S12,Kansas House of Representatives 9,"Cloutier, Alana",Democratic,18,120020
Allen,Logan Township S12,Kansas House of Representatives 9,"Thompson, Kent L.",Republican,97,120020
Allen,Logan Township S15,Kansas House of Representatives 9,"Cloutier, Alana",Democratic,0,120030
Allen,Logan Township S15,Kansas House of Representatives 9,"Thompson, Kent L.",Republican,0,120030
Anderson,Garnett Precinct 1,Kansas House of Representatives 5,"Sims, Roger",Democratic,139,00002A
Anderson,Garnett Precinct 1,Kansas House of Representatives 5,"Samsel, Mark",Republican,387,00002A
Anderson,Garnett Precinct 1 Exclave,Kansas House of Representatives 5,"Sims, Roger",Democratic,0,00002B
Anderson,Garnett Precinct 1 Exclave,Kansas House of Representatives 5,"Samsel, Mark",Republican,0,00002B
Anderson,Garnett Precinct 2,Kansas House of Representatives 5,"Sims, Roger",Democratic,95,000030
Anderson,Garnett Precinct 2,Kansas House of Representatives 5,"Samsel, Mark",Republican,398,000030
Anderson,Garnett Precinct 3,Kansas House of Representatives 5,"Sims, Roger",Democratic,74,000040
Anderson,Garnett Precinct 3,Kansas House of Representatives 5,"Samsel, Mark",Republican,277,000040
Anderson,Garnett Precinct 4,Kansas House of Representatives 5,"Sims, Roger",Democratic,17,000050
Anderson,Garnett Precinct 4,Kansas House of Representatives 5,"Samsel, Mark",Republican,72,000050
Anderson,Indian Creek Township,Kansas House of Representatives 5,"Sims, Roger",Democratic,11,000080
Anderson,Indian Creek Township,Kansas House of Representatives 5,"Samsel, Mark",Republican,52,000080
Anderson,Lincoln Township,Kansas House of Representatives 5,"Sims, Roger",Democratic,24,000110
Anderson,Lincoln Township,Kansas House of Representatives 5,"Samsel, Mark",Republican,87,000110
Anderson,Monroe Township,Kansas House of Representatives 5,"Sims, Roger",Democratic,38,00014A
Anderson,Monroe Township,Kansas House of Representatives 5,"Samsel, Mark",Republican,156,00014A
Anderson,Putnam Township,Kansas House of Representatives 5,"Sims, Roger",Democratic,45,000170
Anderson,Putnam Township,Kansas House of Representatives 5,"Samsel, Mark",Republican,133,000170
Anderson,Reeder Township,Kansas House of Representatives 5,"Sims, Roger",Democratic,20,000180
Anderson,Reeder Township,Kansas House of Representatives 5,"Samsel, Mark",Republican,109,000180
Anderson,Washington Township,Kansas House of Representatives 5,"Sims, Roger",Democratic,30,000210
Anderson,Washington Township,Kansas House of Representatives 5,"Samsel, Mark",Republican,108,000210
Anderson,Welda Township,Kansas House of Representatives 5,"Sims, Roger",Democratic,35,000220
Anderson,Welda Township,Kansas House of Representatives 5,"Samsel, Mark",Republican,106,000220
Anderson,Lone Elm Township,Kansas House of Representatives 4,"Meyer, Bill",Democratic,24,130010
Anderson,Lone Elm Township,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,103,130010
Anderson,Ozark Township,Kansas House of Representatives 5,"Sims, Roger",Democratic,54,130020
Anderson,Ozark Township,Kansas House of Representatives 5,"Samsel, Mark",Republican,223,130020
Anderson,Rich Township,Kansas House of Representatives 4,"Meyer, Bill",Democratic,33,130030
Anderson,Rich Township,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,142,130030
Anderson,Walker Township,Kansas House of Representatives 5,"Sims, Roger",Democratic,77,130040
Anderson,Walker Township,Kansas House of Representatives 5,"Samsel, Mark",Republican,249,130040
Anderson,Westphalia Township,Kansas House of Representatives 5,"Sims, Roger",Democratic,24,130050
Anderson,Westphalia Township,Kansas House of Representatives 5,"Samsel, Mark",Republican,118,130050
Anderson,Jackson Township,Kansas House of Representatives 5,"Sims, Roger",Democratic,37,140010
Anderson,Jackson Township,Kansas House of Representatives 5,"Samsel, Mark",Republican,183,140010
Atchison,Atchison Precinct 1,Kansas House of Representatives 63,"Eplee, John R.",Republican,264,000010
Atchison,Atchison Precinct 2 East,Kansas House of Representatives 63,"Eplee, John R.",Republican,293,000020
Atchison,Atchison Precinct 2 West,Kansas House of Representatives 63,"Eplee, John R.",Republican,300,000030
Atchison,Atchison Precinct 3 East,Kansas House of Representatives 63,"Eplee, John R.",Republican,505,000040
Atchison,Atchison Precinct 3 West,Kansas House of Representatives 63,"Eplee, John R.",Republican,879,00005A
Atchison,Atchison Precinct 4,Kansas House of Representatives 63,"Eplee, John R.",Republican,465,00006A
Atchison,Atchison Precinct 4 Exclave A,Kansas House of Representatives 63,"Eplee, John R.",Republican,0,00006B
Atchison,Atchison Precinct 4 Exclave B,Kansas House of Representatives 63,"Eplee, John R.",Republican,0,00006C
Atchison,Atchison Precinct 5 North,Kansas House of Representatives 63,"Eplee, John R.",Republican,605,00007A
Atchison,Atchison Precinct 5 North Exclave A,Kansas House of Representatives 63,"Eplee, John R.",Republican,0,00007B
Atchison,Atchison Precinct 5 North Exclave B,Kansas House of Representatives 63,"Eplee, John R.",Republican,0,00007C
Atchison,Atchison Precinct 5 South,Kansas House of Representatives 63,"Eplee, John R.",Republican,362,00008A
Atchison,Atchison Precinct 5 South Exclave A,Kansas House of Representatives 63,"Eplee, John R.",Republican,0,00008B
Atchison,Atchison Precinct 5 South Exclave B,Kansas House of Representatives 63,"Eplee, John R.",Republican,0,00008C
Atchison,Atchison Precinct 5 South Exclave C,Kansas House of Representatives 63,"Eplee, John R.",Republican,0,00008D
Atchison,Center Township,Kansas House of Representatives 63,"Eplee, John R.",Republican,334,000100
Atchison,Grasshopper Township,Kansas House of Representatives 62,"Garber, Randy",Republican,305,000110
Atchison,Huron Township,Kansas House of Representatives 63,"Eplee, John R.",Republican,101,000120
Atchison,Kapioma Township,Kansas House of Representatives 62,"Garber, Randy",Republican,126,000130
Atchison,Lancaster Township,Kansas House of Representatives 63,"Eplee, John R.",Republican,341,000140
Atchison,Shannon Township,Kansas House of Representatives 63,"Eplee, John R.",Republican,692,00016A
Atchison,Walnut Township,Kansas House of Representatives 63,"Eplee, John R.",Republican,229,00017A
Atchison,Walnut Township Enclave,Kansas House of Representatives 63,"Eplee, John R.",Republican,0,00017B
Atchison,Mount Pleasant Township,Kansas House of Representatives 63,"Eplee, John R.",Republican,475,100050
Atchison,Benton Township H62,Kansas House of Representatives 62,"Garber, Randy",Republican,307,120020
Atchison,Benton Township H63,Kansas House of Representatives 63,"Eplee, John R.",Republican,121,120030
Barber,Aetna Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,0,000010
Barber,Aetna Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,3,000010
Barber,Deerhead Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,0,000020
Barber,Deerhead Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,8,000020
Barber,Eagle Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,1,000030
Barber,Eagle Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,21,000030
Barber,Elm Mills Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,14,000040
Barber,Elm Mills Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,72,000040
Barber,Elwood Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,17,000050
Barber,Elwood Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,75,000050
Barber,Hazelton Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,11,000060
Barber,Hazelton Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,54,000060
Barber,Kiowa East Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,39,000070
Barber,Kiowa East Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,288,000070
Barber,Kiowa West Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,33,000080
Barber,Kiowa West Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,169,000080
Barber,Lake City Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,7,000090
Barber,Lake City Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,41,000090
Barber,McAdoo Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,1,000100
Barber,McAdoo Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,11,000100
Barber,Medicine Lodge Precinct 1,Kansas House of Representatives 116,"Roitman, Rick",Democratic,44,000110
Barber,Medicine Lodge Precinct 1,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,301,000110
Barber,Medicine Lodge Precinct 2,Kansas House of Representatives 116,"Roitman, Rick",Democratic,41,00012A
Barber,Medicine Lodge Precinct 2,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,238,00012A
Barber,Medicine Lodge Precinct 3,Kansas House of Representatives 116,"Roitman, Rick",Democratic,24,000130
Barber,Medicine Lodge Precinct 3,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,187,000130
Barber,Medicine Lodge Precinct 4,Kansas House of Representatives 116,"Roitman, Rick",Democratic,11,000140
Barber,Medicine Lodge Precinct 4,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,132,000140
Barber,Medicine Lodge Precinct 5,Kansas House of Representatives 116,"Roitman, Rick",Democratic,3,000150
Barber,Medicine Lodge Precinct 5,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,30,000150
Barber,Mingona Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,4,000160
Barber,Mingona Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,48,000160
Barber,Moore Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,5,000170
Barber,Moore Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,19,000170
Barber,Nippawalla Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,0,000180
Barber,Nippawalla Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,19,000180
Barber,Sun City Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,2,000210
Barber,Sun City Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,28,000210
Barber,Turkey Creek Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,5,000220
Barber,Turkey Creek Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,8,000220
Barber,Valley Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,5,000230
Barber,Valley Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,74,000230
Barber,Sharon Township,Kansas House of Representatives 116,"Roitman, Rick",Democratic,15,130010
Barber,Sharon Township,Kansas House of Representatives 116,"Hoffman, Kyle D.",Republican,165,130010
Barton,Albion Township,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,24,000010
Barton,Beaver Township,Kansas House of Representatives 109,"Waymaster, Troy L.",Republican,43,000020
Barton,Buffalo Township,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,218,000030
Barton,Cheyenne Township,Kansas House of Representatives 109,"Waymaster, Troy L.",Republican,106,000040
Barton,Clarence Township,Kansas House of Representatives 109,"Waymaster, Troy L.",Republican,67,000050
Barton,Cleveland Township,Kansas House of Representatives 109,"Waymaster, Troy L.",Republican,25,000060
Barton,Comanche Township,Kansas House of Representatives 113,"Fairchild, Brett",Republican,210,000070
Barton,Eureka Township,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,48,000080
Barton,Fairview Township,Kansas House of Representatives 109,"Waymaster, Troy L.",Republican,38,000090
Barton,Grant Township,Kansas House of Representatives 109,"Waymaster, Troy L.",Republican,28,000100
Barton,Great Bend City Ward 1 Precinct 1,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,291,00011A
Barton,Great Bend City Ward 1 Precinct 1 Courthouse,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,0,00011B
Barton,Great Bend City Ward 1 Precinct 2,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,456,000120
Barton,Great Bend City Ward 1 Precinct 3,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,363,000130
Barton,Great Bend City Ward 2 Precinct 1,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,563,000140
Barton,Great Bend City Ward 2 Precinct 2,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,551,000150
Barton,Great Bend City Ward 2 Precinct 3,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,703,000160
Barton,Great Bend City Ward 3 Precinct 1,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,446,000170
Barton,Great Bend City Ward 3 Precinct 2,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,438,000180
Barton,Great Bend City Ward 3 Precinct 3,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,521,00019A
Barton,Great Bend City Ward 3 Precinct 3 Exclave,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,0,00019B
Barton,Great Bend City Ward 4 Precinct 1,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,264,000200
Barton,Great Bend City Ward 4 Precinct 2,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,187,000210
Barton,Great Bend City Ward 4 Precinct 3,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,92,00022A
Barton,Great Bend City Ward 4 Precinct 3 Exclave A,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,0,00022B
Barton,Great Bend City Ward 4 Precinct 3 Exclave B,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,0,00022C
Barton,Great Bend City Ward 4 Precinct 3 Exclave C,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,0,00022D
Barton,Great Bend City Ward 4 Precinct 3 Exclave D1,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,0,00022E
Barton,Great Bend City Ward 4 Precinct 3 Exclave D2,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,0,00022F
Barton,Great Bend Township Part A,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,556,00023A
Barton,Great Bend Township Part B,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,98,00023B
Barton,Great Bend Township,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,0,00023C
Barton,Hoisington Ward 1,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,269,000240
Barton,Hoisington Ward 2,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,317,000250
Barton,Hoisington Ward 3,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,246,000260
Barton,Hoisington Ward 4,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,243,00027A
Barton,Hoisington Ward 4 Exclave,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,0,00027B
Barton,Independent Township,Kansas House of Representatives 109,"Waymaster, Troy L.",Republican,380,000280
Barton,Lakin Township,Kansas House of Representatives 113,"Fairchild, Brett",Republican,976,000290
Barton,Liberty Township,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,115,000300
Barton,Logan Township,Kansas House of Representatives 109,"Waymaster, Troy L.",Republican,97,000310
Barton,North Homestead Township,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,72,000320
Barton,Pawnee Rock Township,Kansas House of Representatives 113,"Fairchild, Brett",Republican,156,000330
Barton,South Bend Township,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,276,000340
Barton,South Homestead Township,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,185,000350
Barton,Union Township,Kansas House of Representatives 109,"Waymaster, Troy L.",Republican,54,000360
Barton,Walnut Township Albert,Kansas House of Representatives 109,"Waymaster, Troy L.",Republican,103,000370
Barton,Walnut Township Olmitz,Kansas House of Representatives 109,"Waymaster, Troy L.",Republican,76,000380
Barton,Wheatland Township,Kansas House of Representatives 109,"Waymaster, Troy L.",Republican,31,000390
Barton,Hoisington Landfill,Kansas House of Representatives 112,"Arnberger, Tory Marie",Republican,0,900010
Bourbon,Drywood Township,Kansas House of Representatives 4,"Meyer, Bill",Democratic,41,000010
Bourbon,Drywood Township,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,193,000010
Bourbon,Fort Scott Ward 1,Kansas House of Representatives 4,"Meyer, Bill",Democratic,150,00002A
Bourbon,Fort Scott Ward 1,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,276,00002A
Bourbon,Fort Scott Ward 1 Exclave Colonial,Kansas House of Representatives 4,"Meyer, Bill",Democratic,0,00002B
Bourbon,Fort Scott Ward 1 Exclave Colonial,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,0,00002B
Bourbon,Fort Scott Ward 1 Exclave Halls,Kansas House of Representatives 4,"Meyer, Bill",Democratic,0,00002C
Bourbon,Fort Scott Ward 1 Exclave Halls,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,0,00002C
Bourbon,Fort Scott Ward 1 Exclave Red Barn,Kansas House of Representatives 4,"Meyer, Bill",Democratic,0,00002D
Bourbon,Fort Scott Ward 1 Exclave Red Barn,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,0,00002D
Bourbon,Fort Scott Ward 1 Exclave Red Ram A,Kansas House of Representatives 4,"Meyer, Bill",Democratic,0,00002E
Bourbon,Fort Scott Ward 1 Exclave Red Ram A,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,0,00002E
Bourbon,Fort Scott Ward 1 Exclave Red Ram B,Kansas House of Representatives 4,"Meyer, Bill",Democratic,0,00002F
Bourbon,Fort Scott Ward 1 Exclave Red Ram B,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,0,00002F
Bourbon,Fort Scott Ward 2,Kansas House of Representatives 4,"Meyer, Bill",Democratic,136,00003A
Bourbon,Fort Scott Ward 2,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,260,00003A
Bourbon,Fort Scott Ward 3,Kansas House of Representatives 4,"Meyer, Bill",Democratic,64,000040
Bourbon,Fort Scott Ward 3,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,132,000040
Bourbon,Fort Scott Ward 4,Kansas House of Representatives 4,"Meyer, Bill",Democratic,154,00005A
Bourbon,Fort Scott Ward 4,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,272,00005A
Bourbon,Fort Scott Ward 4 Exclave A,Kansas House of Representatives 4,"Meyer, Bill",Democratic,0,00005B
Bourbon,Fort Scott Ward 4 Exclave A,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,0,00005B
Bourbon,Fort Scott Ward 4 Exclave B,Kansas House of Representatives 4,"Meyer, Bill",Democratic,0,00005C
Bourbon,Fort Scott Ward 4 Exclave B,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,0,00005C
Bourbon,Fort Scott Ward 4 Exclave C,Kansas House of Representatives 4,"Meyer, Bill",Democratic,0,00005D
Bourbon,Fort Scott Ward 4 Exclave C,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,0,00005D
Bourbon,Fort Scott Ward 5,Kansas House of Representatives 4,"Meyer, Bill",Democratic,168,000060
Bourbon,Fort Scott Ward 5,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,315,000060
Bourbon,Fort Scott Ward 6,Kansas House of Representatives 4,"Meyer, Bill",Democratic,237,000070
Bourbon,Fort Scott Ward 6,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,352,000070
Bourbon,Fort Scott Ward 7,Kansas House of Representatives 4,"Meyer, Bill",Democratic,176,000080
Bourbon,Fort Scott Ward 7,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,378,000080
Bourbon,Franklin Township,Kansas House of Representatives 4,"Meyer, Bill",Democratic,28,000090
Bourbon,Franklin Township,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,128,000090
Bourbon,Freedom Township,Kansas House of Representatives 4,"Meyer, Bill",Democratic,42,000100
Bourbon,Freedom Township,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,190,000100
Bourbon,Marion Township,Kansas House of Representatives 2,"Grant, Lynn D.",Democratic,94,000110
Bourbon,Marion Township,Kansas House of Representatives 2,"Collins, Kenneth",Republican,420,000110
Bourbon,Marmaton Township,Kansas House of Representatives 4,"Meyer, Bill",Democratic,83,000120
Bourbon,Marmaton Township,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,287,000120
Bourbon,Mill Creek Township,Kansas House of Representatives 4,"Meyer, Bill",Democratic,67,000130
Bourbon,Mill Creek Township,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,188,000130
Bourbon,North Scott Township,Kansas House of Representatives 4,"Meyer, Bill",Democratic,96,000140
Bourbon,North Scott Township,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,302,000140
Bourbon,Osage Township,Kansas House of Representatives 4,"Meyer, Bill",Democratic,44,000150
Bourbon,Osage Township,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,149,000150
Bourbon,Pawnee Township,Kansas House of Representatives 4,"Meyer, Bill",Democratic,39,000160
Bourbon,Pawnee Township,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,125,000160
Bourbon,South Scott Township,Kansas House of Representatives 4,"Meyer, Bill",Democratic,203,000170
Bourbon,South Scott Township,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,608,000170
Bourbon,Timberhill Township,Kansas House of Representatives 4,"Meyer, Bill",Democratic,25,000180
Bourbon,Timberhill Township,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,91,000180
Bourbon,Walnut Township,Kansas House of Representatives 2,"Grant, Lynn D.",Democratic,5,000190
Bourbon,Walnut Township,Kansas House of Representatives 2,"Collins, Kenneth",Republican,57,000190
Bourbon,Fort Scott Ward 6 Exclave A,Kansas House of Representatives 4,"Meyer, Bill",Democratic,0,900010
Bourbon,Fort Scott Ward 6 Exclave A,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,0,900010
Bourbon,Fort Scott Ward 4 Exclave C,Kansas House of Representatives 4,"Meyer, Bill",Democratic,0,900020
Bourbon,Fort Scott Ward 4 Exclave C,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,0,900020
Bourbon,Fort Scott Ward 4 Exclave D,Kansas House of Representatives 4,"Meyer, Bill",Democratic,0,900030
Bourbon,Fort Scott Ward 4 Exclave D,Kansas House of Representatives 4,"Jacobs, Trevor",Republican,0,900030
Brown,Hamlin Township,Kansas House of Representatives 62,"Garber, Randy",Republican,74,000010
Brown,Hiawatha City Ward 1,Kansas House of Representatives 62,"Garber, Randy",Republican,164,000020
Brown,Hiawatha City Ward 2,Kansas House of Representatives 62,"Garber, Randy",Republican,524,000030
Brown,Hiawatha City Ward 3,Kansas House of Representatives 62,"Garber, Randy",Republican,418,00004A
Brown,Hiawatha City Ward 3 Exclave,Kansas House of Representatives 62,"Garber, Randy",Republican,0,00004B
Brown,Hiawatha City Ward 4,Kansas House of Representatives 62,"Garber, Randy",Republican,68,00005A
Brown,Hiawatha City Ward 4 Exclave Club,Kansas House of Representatives 62,"Garber, Randy",Republican,0,00005B
Brown,Hiawatha Township,Kansas House of Representatives 62,"Garber, Randy",Republican,299,000060
