County,Precinct,Race,Candidate,Party,Votes,VTD
Allen,North Iola Part A,Kansas Senate 12,"Bruner, Mike",Democratic,35,00016A
Allen,North Iola Part A,Kansas Senate 12,"Tyson, Caryn",Republican,108,00016A
Allen,North Iola Part A Rural Enclave,Kansas Senate 12,"Bruner, Mike",Democratic,0,00016B
Allen,North Iola Part A Rural Enclave,Kansas Senate 12,"Tyson, Caryn",Republican,0,00016B
Allen,North Iola Part B,Kansas Senate 12,"Bruner, Mike",Democratic,0,00016C
Allen,North Iola Part B,Kansas Senate 12,"Tyson, Caryn",Republican,0,00016C
Allen,Osage Township,Kansas Senate 12,"Bruner, Mike",Democratic,39,000170
Allen,Osage Township,Kansas Senate 12,"Tyson, Caryn",Republican,100,000170
Allen,Salem Township,Kansas Senate 12,"Bruner, Mike",Democratic,47,000180
Allen,Salem Township,Kansas Senate 12,"Tyson, Caryn",Republican,108,000180
Allen,South Elsmore,Kansas Senate 12,"Bruner, Mike",Democratic,23,000190
Allen,South Elsmore,Kansas Senate 12,"Tyson, Caryn",Republican,65,000190
Allen,South Iola,Kansas Senate 12,"Bruner, Mike",Democratic,78,00020A
Allen,South Iola,Kansas Senate 12,"Tyson, Caryn",Republican,233,00020A
Allen,South Iola Enclave,Kansas Senate 12,"Bruner, Mike",Democratic,0,00020B
Allen,South Iola Enclave,Kansas Senate 12,"Tyson, Caryn",Republican,0,00020B
Allen,West Elm,Kansas Senate 12,"Bruner, Mike",Democratic,168,000210
Allen,West Elm,Kansas Senate 12,"Tyson, Caryn",Republican,370,000210
Allen,Logan Township S12,Kansas Senate 12,"Bruner, Mike",Democratic,27,120020
Allen,Logan Township S12,Kansas Senate 12,"Tyson, Caryn",Republican,90,120020
Allen,Logan Township S15,Kansas Senate 15,"Peck, Virgil",Republican,0,120030
Anderson,Garnett Precinct 1,Kansas Senate 12,"Bruner, Mike",Democratic,124,00002A
Anderson,Garnett Precinct 1,Kansas Senate 12,"Tyson, Caryn",Republican,407,00002A
Anderson,Garnett Precinct 1 Exclave,Kansas Senate 12,"Bruner, Mike",Democratic,0,00002B
Anderson,Garnett Precinct 1 Exclave,Kansas Senate 12,"Tyson, Caryn",Republican,0,00002B
Anderson,Garnett Precinct 2,Kansas Senate 12,"Bruner, Mike",Democratic,115,000030
Anderson,Garnett Precinct 2,Kansas Senate 12,"Tyson, Caryn",Republican,377,000030
Anderson,Garnett Precinct 3,Kansas Senate 12,"Bruner, Mike",Democratic,76,000040
Anderson,Garnett Precinct 3,Kansas Senate 12,"Tyson, Caryn",Republican,282,000040
Anderson,Garnett Precinct 4,Kansas Senate 12,"Bruner, Mike",Democratic,21,000050
Anderson,Garnett Precinct 4,Kansas Senate 12,"Tyson, Caryn",Republican,68,000050
Anderson,Indian Creek Township,Kansas Senate 12,"Bruner, Mike",Democratic,10,000080
Anderson,Indian Creek Township,Kansas Senate 12,"Tyson, Caryn",Republican,58,000080
Anderson,Lincoln Township,Kansas Senate 12,"Bruner, Mike",Democratic,17,000110
Anderson,Lincoln Township,Kansas Senate 12,"Tyson, Caryn",Republican,95,000110
Anderson,Monroe Township,Kansas Senate 12,"Bruner, Mike",Democratic,40,00014A
Anderson,Monroe Township,Kansas Senate 12,"Tyson, Caryn",Republican,152,00014A
Anderson,Putnam Township,Kansas Senate 12,"Bruner, Mike",Democratic,43,000170
Anderson,Putnam Township,Kansas Senate 12,"Tyson, Caryn",Republican,133,000170
Anderson,Reeder Township,Kansas Senate 12,"Bruner, Mike",Democratic,21,000180
Anderson,Reeder Township,Kansas Senate 12,"Tyson, Caryn",Republican,113,000180
Anderson,Washington Township,Kansas Senate 12,"Bruner, Mike",Democratic,23,000210
Anderson,Washington Township,Kansas Senate 12,"Tyson, Caryn",Republican,121,000210
Anderson,Welda Township,Kansas Senate 12,"Bruner, Mike",Democratic,39,000220
Anderson,Welda Township,Kansas Senate 12,"Tyson, Caryn",Republican,104,000220
Anderson,Lone Elm Township,Kansas Senate 12,"Bruner, Mike",Democratic,21,130010
Anderson,Lone Elm Township,Kansas Senate 12,"Tyson, Caryn",Republican,107,130010
Anderson,Ozark Township,Kansas Senate 12,"Bruner, Mike",Democratic,57,130020
Anderson,Ozark Township,Kansas Senate 12,"Tyson, Caryn",Republican,224,130020
Anderson,Rich Township,Kansas Senate 12,"Bruner, Mike",Democratic,33,130030
Anderson,Rich Township,Kansas Senate 12,"Tyson, Caryn",Republican,142,130030
Anderson,Walker Township,Kansas Senate 12,"Bruner, Mike",Democratic,63,130040
Anderson,Walker Township,Kansas Senate 12,"Tyson, Caryn",Republican,260,130040
Anderson,Westphalia Township,Kansas Senate 12,"Bruner, Mike",Democratic,26,130050
Anderson,Westphalia Township,Kansas Senate 12,"Tyson, Caryn",Republican,119,130050
Anderson,Jackson Township,Kansas Senate 12,"Bruner, Mike",Democratic,31,140010
Anderson,Jackson Township,Kansas Senate 12,"Tyson, Caryn",Republican,193,140010
Atchison,Atchison Precinct 1,Kansas Senate 1,"Miller, Kirk",Democratic,79,000010
Atchison,Atchison Precinct 1,Kansas Senate 1,"Pyle, Dennis",Republican,209,000010
Atchison,Atchison Precinct 2 East,Kansas Senate 1,"Miller, Kirk",Democratic,112,000020
Atchison,Atchison Precinct 2 East,Kansas Senate 1,"Pyle, Dennis",Republican,199,000020
Atchison,Atchison Precinct 2 West,Kansas Senate 1,"Miller, Kirk",Democratic,134,000030
Atchison,Atchison Precinct 2 West,Kansas Senate 1,"Pyle, Dennis",Republican,206,000030
Atchison,Atchison Precinct 3 East,Kansas Senate 1,"Miller, Kirk",Democratic,197,000040
Atchison,Atchison Precinct 3 East,Kansas Senate 1,"Pyle, Dennis",Republican,366,000040
Atchison,Atchison Precinct 3 West,Kansas Senate 1,"Miller, Kirk",Democratic,337,00005A
Atchison,Atchison Precinct 3 West,Kansas Senate 1,"Pyle, Dennis",Republican,622,00005A
Atchison,Atchison Precinct 4,Kansas Senate 1,"Miller, Kirk",Democratic,202,00006A
Atchison,Atchison Precinct 4,Kansas Senate 1,"Pyle, Dennis",Republican,301,00006A
Atchison,Atchison Precinct 4 Exclave A,Kansas Senate 1,"Miller, Kirk",Democratic,0,00006B
Atchison,Atchison Precinct 4 Exclave A,Kansas Senate 1,"Pyle, Dennis",Republican,0,00006B
Atchison,Atchison Precinct 4 Exclave B,Kansas Senate 1,"Miller, Kirk",Democratic,0,00006C
Atchison,Atchison Precinct 4 Exclave B,Kansas Senate 1,"Pyle, Dennis",Republican,0,00006C
Atchison,Atchison Precinct 5 North,Kansas Senate 1,"Miller, Kirk",Democratic,251,00007A
Atchison,Atchison Precinct 5 North,Kansas Senate 1,"Pyle, Dennis",Republican,435,00007A
Atchison,Atchison Precinct 5 North Exclave A,Kansas Senate 1,"Miller, Kirk",Democratic,0,00007B
Atchison,Atchison Precinct 5 North Exclave A,Kansas Senate 1,"Pyle, Dennis",Republican,0,00007B
Atchison,Atchison Precinct 5 North Exclave B,Kansas Senate 1,"Miller, Kirk",Democratic,0,00007C
Atchison,Atchison Precinct 5 North Exclave B,Kansas Senate 1,"Pyle, Dennis",Republican,0,00007C
Atchison,Atchison Precinct 5 South,Kansas Senate 1,"Miller, Kirk",Democratic,142,00008A
Atchison,Atchison Precinct 5 South,Kansas Senate 1,"Pyle, Dennis",Republican,258,00008A
Atchison,Atchison Precinct 5 South Exclave A,Kansas Senate 1,"Miller, Kirk",Democratic,0,00008B
Atchison,Atchison Precinct 5 South Exclave A,Kansas Senate 1,"Pyle, Dennis",Republican,0,00008B
Atchison,Atchison Precinct 5 South Exclave B,Kansas Senate 1,"Miller, Kirk",Democratic,0,00008C
Atchison,Atchison Precinct 5 South Exclave B,Kansas Senate 1,"Pyle, Dennis",Republican,0,00008C
Atchison,Atchison Precinct 5 South Exclave C,Kansas Senate 1,"Miller, Kirk",Democratic,0,00008D
Atchison,Atchison Precinct 5 South Exclave C,Kansas Senate 1,"Pyle, Dennis",Republican,0,00008D
Atchison,Center Township,Kansas Senate 1,"Miller, Kirk",Democratic,58,000100
Atchison,Center Township,Kansas Senate 1,"Pyle, Dennis",Republican,296,000100
Atchison,Grasshopper Township,Kansas Senate 1,"Miller, Kirk",Democratic,49,000110
Atchison,Grasshopper Township,Kansas Senate 1,"Pyle, Dennis",Republican,274,000110
Atchison,Huron Township,Kansas Senate 1,"Miller, Kirk",Democratic,21,000120
Atchison,Huron Township,Kansas Senate 1,"Pyle, Dennis",Republican,89,000120
Atchison,Kapioma Township,Kansas Senate 1,"Miller, Kirk",Democratic,36,000130
Atchison,Kapioma Township,Kansas Senate 1,"Pyle, Dennis",Republican,107,000130
Atchison,Lancaster Township,Kansas Senate 1,"Miller, Kirk",Democratic,67,000140
Atchison,Lancaster Township,Kansas Senate 1,"Pyle, Dennis",Republican,284,000140
Atchison,Shannon Township,Kansas Senate 1,"Miller, Kirk",Democratic,198,00016A
Atchison,Shannon Township,Kansas Senate 1,"Pyle, Dennis",Republican,531,00016A
Atchison,Walnut Township,Kansas Senate 1,"Miller, Kirk",Democratic,81,00017A
Atchison,Walnut Township,Kansas Senate 1,"Pyle, Dennis",Republican,180,00017A
Atchison,Walnut Township Enclave,Kansas Senate 1,"Miller, Kirk",Democratic,0,00017B
Atchison,Walnut Township Enclave,Kansas Senate 1,"Pyle, Dennis",Republican,0,00017B
Atchison,Mount Pleasant Township,Kansas Senate 1,"Miller, Kirk",Democratic,112,100050
Atchison,Mount Pleasant Township,Kansas Senate 1,"Pyle, Dennis",Republican,397,100050
Atchison,Benton Township H62,Kansas Senate 1,"Miller, Kirk",Democratic,84,120020
Atchison,Benton Township H62,Kansas Senate 1,"Pyle, Dennis",Republican,264,120020
Atchison,Benton Township H63,Kansas Senate 1,"Miller, Kirk",Democratic,32,120030
Atchison,Benton Township H63,Kansas Senate 1,"Pyle, Dennis",Republican,95,120030
Barber,Aetna Township,Kansas Senate 32,"Alley, Larry W",Republican,3,000010
Barber,Deerhead Township,Kansas Senate 32,"Alley, Larry W",Republican,8,000020
Barber,Eagle Township,Kansas Senate 32,"Alley, Larry W",Republican,22,000030
Barber,Elm Mills Township,Kansas Senate 32,"Alley, Larry W",Republican,70,000040
Barber,Elwood Township,Kansas Senate 32,"Alley, Larry W",Republican,82,000050
Barber,Hazelton Township,Kansas Senate 32,"Alley, Larry W",Republican,58,000060
Barber,Kiowa East Township,Kansas Senate 32,"Alley, Larry W",Republican,294,000070
Barber,Kiowa West Township,Kansas Senate 32,"Alley, Larry W",Republican,166,000080
Barber,Lake City Township,Kansas Senate 32,"Alley, Larry W",Republican,43,000090
Barber,McAdoo Township,Kansas Senate 32,"Alley, Larry W",Republican,10,000100
Barber,Medicine Lodge Precinct 1,Kansas Senate 32,"Alley, Larry W",Republican,314,000110
Barber,Medicine Lodge Precinct 2,Kansas Senate 32,"Alley, Larry W",Republican,244,00012A
Barber,Medicine Lodge Precinct 3,Kansas Senate 32,"Alley, Larry W",Republican,187,000130
Barber,Medicine Lodge Precinct 4,Kansas Senate 32,"Alley, Larry W",Republican,127,000140
Barber,Medicine Lodge Precinct 5,Kansas Senate 32,"Alley, Larry W",Republican,31,000150
Barber,Mingona Township,Kansas Senate 32,"Alley, Larry W",Republican,41,000160
Barber,Moore Township,Kansas Senate 32,"Alley, Larry W",Republican,18,000170
Barber,Nippawalla Township,Kansas Senate 32,"Alley, Larry W",Republican,17,000180
Barber,Sun City Township,Kansas Senate 32,"Alley, Larry W",Republican,29,000210
Barber,Turkey Creek Township,Kansas Senate 32,"Alley, Larry W",Republican,6,000220
Barber,Valley Township,Kansas Senate 32,"Alley, Larry W",Republican,71,000230
Barber,Sharon Township,Kansas Senate 32,"Alley, Larry W",Republican,161,130010
Barton,Albion Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,25,000010
Barton,Beaver Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,43,000020
Barton,Buffalo Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,215,000030
Barton,Cheyenne Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,106,000040
Barton,Clarence Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,68,000050
Barton,Cleveland Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,25,000060
Barton,Comanche Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,210,000070
Barton,Eureka Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,52,000080
Barton,Fairview Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,37,000090
Barton,Grant Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,29,000100
Barton,Great Bend City Ward 1 Precinct 1,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,285,00011A
Barton,Great Bend City Ward 1 Precinct 1 Courthouse,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,0,00011B
Barton,Great Bend City Ward 1 Precinct 2,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,466,000120
Barton,Great Bend City Ward 1 Precinct 3,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,363,000130
Barton,Great Bend City Ward 2 Precinct 1,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,568,000140
Barton,Great Bend City Ward 2 Precinct 2,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,548,000150
Barton,Great Bend City Ward 2 Precinct 3,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,696,000160
Barton,Great Bend City Ward 3 Precinct 1,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,440,000170
Barton,Great Bend City Ward 3 Precinct 2,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,452,000180
Barton,Great Bend City Ward 3 Precinct 3,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,517,00019A
Barton,Great Bend City Ward 3 Precinct 3 Exclave,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,0,00019B
Barton,Great Bend City Ward 4 Precinct 1,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,265,000200
Barton,Great Bend City Ward 4 Precinct 2,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,185,000210
Barton,Great Bend City Ward 4 Precinct 3,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,90,00022A
Barton,Great Bend City Ward 4 Precinct 3 Exclave A,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,0,00022B
Barton,Great Bend City Ward 4 Precinct 3 Exclave B,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,0,00022C
Barton,Great Bend City Ward 4 Precinct 3 Exclave C,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,0,00022D
Barton,Great Bend City Ward 4 Precinct 3 Exclave D1,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,0,00022E
Barton,Great Bend City Ward 4 Precinct 3 Exclave D2,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,0,00022F
Barton,Great Bend Township Part A,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,561,00023A
Barton,Great Bend Township Part B,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,96,00023B
Barton,Great Bend Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,0,00023C
Barton,Hoisington Ward 1,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,266,000240
Barton,Hoisington Ward 2,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,316,000250
Barton,Hoisington Ward 3,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,243,000260
Barton,Hoisington Ward 4,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,244,00027A
Barton,Hoisington Ward 4 Exclave,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,0,00027B
Barton,Independent Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,371,000280
Barton,Lakin Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,980,000290
Barton,Liberty Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,116,000300
Barton,Logan Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,96,000310
Barton,North Homestead Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,71,000320
Barton,Pawnee Rock Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,153,000330
Barton,South Bend Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,280,000340
Barton,South Homestead Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,183,000350
Barton,Union Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,52,000360
Barton,Walnut Township Albert,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,102,000370
Barton,Walnut Township Olmitz,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,79,000380
Barton,Wheatland Township,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,31,000390
Barton,Hoisington Landfill,Kansas Senate 33,"Straub, Alicia (Schartz)",Republican,0,900010
Bourbon,Drywood Township,Kansas Senate 13,"Ingle, Nancy J.",Democratic,40,000010
Bourbon,Drywood Township,Kansas Senate 13,"Hilderbrand, Richard",Republican,196,000010
Bourbon,Fort Scott Ward 1,Kansas Senate 13,"Ingle, Nancy J.",Democratic,142,00002A
Bourbon,Fort Scott Ward 1,Kansas Senate 13,"Hilderbrand, Richard",Republican,269,00002A
Bourbon,Fort Scott Ward 1 Exclave Colonial,Kansas Senate 12,"Bruner, Mike",Democratic,4,00002B
Bourbon,Fort Scott Ward 1 Exclave Colonial,Kansas Senate 12,"Tyson, Caryn",Republican,6,00002B
Bourbon,Fort Scott Ward 1 Exclave Halls,Kansas Senate 12,"Bruner, Mike",Democratic,0,00002C
Bourbon,Fort Scott Ward 1 Exclave Halls,Kansas Senate 12,"Tyson, Caryn",Republican,0,00002C
Bourbon,Fort Scott Ward 1 Exclave Red Barn,Kansas Senate 12,"Bruner, Mike",Democratic,0,00002D
Bourbon,Fort Scott Ward 1 Exclave Red Barn,Kansas Senate 12,"Tyson, Caryn",Republican,0,00002D
Bourbon,Fort Scott Ward 1 Exclave Red Ram A,Kansas Senate 12,"Bruner, Mike",Democratic,0,00002E
Bourbon,Fort Scott Ward 1 Exclave Red Ram A,Kansas Senate 12,"Tyson, Caryn",Republican,0,00002E
Bourbon,Fort Scott Ward 1 Exclave Red Ram B,Kansas Senate 12,"Bruner, Mike",Democratic,0,00002F
Bourbon,Fort Scott Ward 1 Exclave Red Ram B,Kansas Senate 12,"Tyson, Caryn",Republican,0,00002F
Bourbon,Fort Scott Ward 2,Kansas Senate 13,"Ingle, Nancy J.",Democratic,144,00003A
Bourbon,Fort Scott Ward 2,Kansas Senate 13,"Hilderbrand, Richard",Republican,253,00003A
Bourbon,Fort Scott Ward 3,Kansas Senate 13,"Ingle, Nancy J.",Democratic,69,000040
Bourbon,Fort Scott Ward 3,Kansas Senate 13,"Hilderbrand, Richard",Republican,124,000040
Bourbon,Fort Scott Ward 4,Kansas Senate 13,"Ingle, Nancy J.",Democratic,145,00005A
Bourbon,Fort Scott Ward 4,Kansas Senate 13,"Hilderbrand, Richard",Republican,279,00005A
Bourbon,Fort Scott Ward 4 Exclave A,Kansas Senate 13,"Ingle, Nancy J.",Democratic,0,00005B
Bourbon,Fort Scott Ward 4 Exclave A,Kansas Senate 13,"Hilderbrand, Richard",Republican,0,00005B
Bourbon,Fort Scott Ward 4 Exclave B,Kansas Senate 13,"Ingle, Nancy J.",Democratic,0,00005C
Bourbon,Fort Scott Ward 4 Exclave B,Kansas Senate 13,"Hilderbrand, Richard",Republican,0,00005C
Bourbon,Fort Scott Ward 4 Exclave C,Kansas Senate 13,"Ingle, Nancy J.",Democratic,0,00005D
Bourbon,Fort Scott Ward 4 Exclave C,Kansas Senate 13,"Hilderbrand, Richard",Republican,0,00005D
Bourbon,Fort Scott Ward 5,Kansas Senate 13,"Ingle, Nancy J.",Democratic,136,000060
Bourbon,Fort Scott Ward 5,Kansas Senate 13,"Hilderbrand, Richard",Republican,347,000060
Bourbon,Fort Scott Ward 6,Kansas Senate 13,"Ingle, Nancy J.",Democratic,177,000070
Bourbon,Fort Scott Ward 6,Kansas Senate 13,"Hilderbrand, Richard",Republican,402,000070
Bourbon,Fort Scott Ward 7,Kansas Senate 13,"Ingle, Nancy J.",Democratic,180,000080
Bourbon,Fort Scott Ward 7,Kansas Senate 13,"Hilderbrand, Richard",Republican,366,000080
Bourbon,Franklin Township,Kansas Senate 12,"Bruner, Mike",Democratic,25,000090
Bourbon,Franklin Township,Kansas Senate 12,"Tyson, Caryn",Republican,131,000090
Bourbon,Freedom Township,Kansas Senate 12,"Bruner, Mike",Democratic,39,000100
Bourbon,Freedom Township,Kansas Senate 12,"Tyson, Caryn",Republican,193,000100
Bourbon,Marion Township,Kansas Senate 12,"Bruner, Mike",Democratic,96,000110
Bourbon,Marion Township,Kansas Senate 12,"Tyson, Caryn",Republican,424,000110
Bourbon,Marmaton Township,Kansas Senate 12,"Bruner, Mike",Democratic,72,000120
Bourbon,Marmaton Township,Kansas Senate 12,"Tyson, Caryn",Republican,299,000120
Bourbon,Mill Creek Township,Kansas Senate 12,"Bruner, Mike",Democratic,54,000130
Bourbon,Mill Creek Township,Kansas Senate 12,"Tyson, Caryn",Republican,199,000130
Bourbon,North Scott Township,Kansas Senate 12,"Bruner, Mike",Democratic,80,000140
Bourbon,North Scott Township,Kansas Senate 12,"Tyson, Caryn",Republican,318,000140
Bourbon,Osage Township,Kansas Senate 12,"Bruner, Mike",Democratic,35,000150
Bourbon,Osage Township,Kansas Senate 12,"Tyson, Caryn",Republican,159,000150
Bourbon,Pawnee Township,Kansas Senate 13,"Ingle, Nancy J.",Democratic,35,000160
Bourbon,Pawnee Township,Kansas Senate 13,"Hilderbrand, Richard",Republican,128,000160
Bourbon,South Scott Township,Kansas Senate 13,"Ingle, Nancy J.",Democratic,173,000170
Bourbon,South Scott Township,Kansas Senate 13,"Hilderbrand, Richard",Republican,631,000170
Bourbon,Timberhill Township,Kansas Senate 12,"Bruner, Mike",Democratic,23,000180
Bourbon,Timberhill Township,Kansas Senate 12,"Tyson, Caryn",Republican,93,000180
Bourbon,Walnut Township,Kansas Senate 13,"Ingle, Nancy J.",Democratic,3,000190
Bourbon,Walnut Township,Kansas Senate 13,"Hilderbrand, Richard",Republican,59,000190
Bourbon,Fort Scott Ward 6 Exclave A,Kansas Senate 13,"Ingle, Nancy J.",Democratic,0,900010
Bourbon,Fort Scott Ward 6 Exclave A,Kansas Senate 13,"Hilderbrand, Richard",Republican,0,900010
Bourbon,Fort Scott Ward 4 Exclave C,Kansas Senate 13,"Ingle, Nancy J.",Democratic,0,900020
Bourbon,Fort Scott Ward 4 Exclave C,Kansas Senate 13,"Hilderbrand, Richard",Republican,0,900020
Bourbon,Fort Scott Ward 4 Exclave D,Kansas Senate 13,"Ingle, Nancy J.",Democratic,0,900030
Bourbon,Fort Scott Ward 4 Exclave D,Kansas Senate 13,"Hilderbrand, Richard",Republican,0,900030
Brown,Hamlin Township,Kansas Senate 1,"Miller, Kirk",Democratic,22,000010
Brown,Hamlin Township,Kansas Senate 1,"Pyle, Dennis",Republican,59,000010
Brown,Hiawatha City Ward 1,Kansas Senate 1,"Miller, Kirk",Democratic,92,000020
Brown,Hiawatha City Ward 1,Kansas Senate 1,"Pyle, Dennis",Republican,99,000020
Brown,Hiawatha City Ward 2,Kansas Senate 1,"Miller, Kirk",Democratic,280,000030
Brown,Hiawatha City Ward 2,Kansas Senate 1,"Pyle, Dennis",Republican,357,000030
Brown,Hiawatha City Ward 3,Kansas Senate 1,"Miller, Kirk",Democratic,194,00004A
Brown,Hiawatha City Ward 3,Kansas Senate 1,"Pyle, Dennis",Republican,308,00004A
Brown,Hiawatha City Ward 3 Exclave,Kansas Senate 1,"Miller, Kirk",Democratic,0,00004B
Brown,Hiawatha City Ward 3 Exclave,Kansas Senate 1,"Pyle, Dennis",Republican,0,00004B
Brown,Hiawatha City Ward 4,Kansas Senate 1,"Miller, Kirk",Democratic,12,00005A
Brown,Hiawatha City Ward 4,Kansas Senate 1,"Pyle, Dennis",Republican,61,00005A
Brown,Hiawatha City Ward 4 Exclave Club,Kansas Senate 1,"Miller, Kirk",Democratic,0,00005B
Brown,Hiawatha City Ward 4 Exclave Club,Kansas Senate 1,"Pyle, Dennis",Republican,0,00005B
Brown,Hiawatha Township,Kansas Senate 1,"Miller, Kirk",Democratic,118,000060
Brown,Hiawatha Township,Kansas Senate 1,"Pyle, Dennis",Republican,217,000060
Brown,Horton Ward 1,Kansas Senate 1,"Miller, Kirk",Democratic,76,000070
Brown,Horton Ward 1,Kansas Senate 1,"Pyle, Dennis",Republican,203,000070
Brown,Horton Ward 2,Kansas Senate 1,"Miller, Kirk",Democratic,41,000080
