County,Precinct,Race,Candidate,Party,Votes
Crawford,Crowe,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Franklin,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Franklin,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,1
Crawford,Frontenac Ward 4,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Girard Ward 1,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Girard Ward 1,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,1
Crawford,Girard Ward 2,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Girard Ward 4,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Grant,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,1
Crawford,McCune,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Parkview,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Pittsburg Ward 2 Precinct 4,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Pittsburg Ward 4 Precinct 1,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Pittsburg Ward 4 Precinct 3,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Pittsburg Ward 4 Precinct 6,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Pittsburg Ward 4 Precinct 6,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,1
Crawford,Sheridan,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Sherman,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Smelter,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,South Arma,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Lincoln - Arcadia,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Walnut - Helper,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Crawford,Walnut - Helper,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,1
Crawford,Arcadia,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Crawford,Beulah,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,2
Crawford,Sheridan - Cherokee City,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,2
Crawford,Sheridan - Cherokee City,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Crawford,Crawford,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,2
Crawford,Crawford,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Crawford,Frontenac Ward 3,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,2
Crawford,Girard Ward 3,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Crawford,North Arma,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,2
Crawford,North Arma,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Crawford,Pittsburg Ward 2 Precinct 2,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,2
Crawford,Pittsburg Ward 2 Precinct 4,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Crawford,South Arma,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Crawford,Walnut,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Crawford,Lincoln - Arcadia,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Crawford,Osage - McCune,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,2
Crawford,Cherokee,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Crawford,Girard Ward 3,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Crawford,McCune,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Crawford,Mulberry Ward 1,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Crawford,Mulberry Ward 2,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Crawford,Opolis,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Crawford,Pittsburg Ward 2 Precinct 1,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Crawford,Pittsburg Ward 3 Precinct 2,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Crawford,Pittsburg Ward 4 Precinct 1,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Crawford,Pittsburg Ward 4 Precinct 4,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Crawford,Sheridan,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Crawford,Sherman,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Crawford,Osage - McCune,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Crawford,Walnut Township,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,3
Crawford,Beulah,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Crawford,Brazilton,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Crawford,Chicopee,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Crawford,Hepler,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Crawford,Lincoln,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Crawford,Pittsburg Ward 1 Precinct 1,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Crawford,Pittsburg Ward 2 Precinct 5,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Crawford,Pittsburg Ward 3 Precinct 1,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Crawford,Pittsburg Ward 3 Precinct 1,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Crawford,Baker,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,5
Crawford,Frontenac Ward 1,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,5
Crawford,Frontenac Ward 3,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,5
Crawford,Frontenac Ward 4,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,5
Crawford,Parkview,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,5
Crawford,Pittsburg Ward 2 Precinct 1,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,5
Crawford,Pittsburg Ward 4 Precinct 2,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,5
Crawford,Brazilton,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,6
Crawford,Girard Ward 4,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,6
Crawford,Hepler,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,6
Crawford,Lone Star,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,6
Crawford,Lone Star,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,6
Crawford,Pittsburg Ward 1 Precinct 2,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,6
Crawford,Pittsburg Ward 2 Precinct 2,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,6
Crawford,Pittsburg Ward 2 Precinct 3,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,6
Crawford,Pittsburg Ward 3 Precinct 2,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,6
Crawford,Pittsburg Ward 4 Precinct 2,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,6
Crawford,Pittsburg Ward 4 Precinct 4,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,6
Crawford,Walnut - Helper,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,6
Crawford,Cherokee,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,7
Crawford,Frontenac Ward 2,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,7
Crawford,Girard Ward 2,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,7
Crawford,Pittsburg Ward 1 Precinct 1,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,7
Crawford,Pittsburg Ward 1 Precinct 2,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,7
Crawford,Pittsburg Ward 2 Precinct 3,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,7
Crawford,Walnut Township,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,7
Crawford,Frontenac Ward 1,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,8
Crawford,Pittsburg Ward 2 Precinct 5,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,8
Crawford,Pittsburg Ward 4 Precinct 3,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,8
Crawford,Raymond,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,8
Crawford,Baker,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,9
Crawford,Pittsburg Ward 4 Precinct 5,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,9
Crawford,Smelter,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,9
Crawford,Pittsburg Ward 4 Precinct 5,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,10
Crawford,Frontenac Ward 2,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,12
Crawford,Sheridan - Cherokee City,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,13
Crawford,Hepler,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,13
Crawford,Pittsburg Ward 1 Precinct 3,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,13
Crawford,Walnut,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,13
Crawford,Walnut - Helper,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,13
Crawford,Pittsburg Ward 1 Precinct 3,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,14
Crawford,Sheridan - Cherokee City,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,15
Crawford,Mulberry Ward 1,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,19
Crawford,Sheridan,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,20
Crawford,Lincoln - Arcadia,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,20
Crawford,Pittsburg Ward 4 Precinct 1,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,21
Crawford,Brazilton,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,23
Crawford,Mulberry Ward 1,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,25
Crawford,Lincoln - Arcadia,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,26
Crawford,Grant,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,28
Crawford,McCune,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,30
Crawford,Cherokee - Sheridan,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,30
Crawford,Mulberry Ward 2,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,31
Crawford,Beulah,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,32
Crawford,Mulberry Ward 2,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,35
Crawford,Crowe,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,36
Crawford,Sheridan,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,36
Crawford,Osage - McCune,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,37
Crawford,Arcadia,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,38
Crawford,Girard Ward 1,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,38
Crawford,Pittsburg Ward 4 Precinct 6,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,39
Crawford,Walnut,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,40
Crawford,Pittsburg Ward 4 Precinct 1,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,45
Crawford,Arcadia,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,48
Crawford,Crowe,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,48
Crawford,Crawford,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,50
Crawford,Pittsburg Ward 2 Precinct 1,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,50
Crawford,Girard Ward 1,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,51
Crawford,Lincoln,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,54
Crawford,Pittsburg Ward 4 Precinct 6,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,56
Crawford,Franklin,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,57
Crawford,Cherokee,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,60
Crawford,Grant,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,65
Crawford,Capaldo,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,70
Crawford,Beulah,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,72
Crawford,McCune,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,74
Crawford,Frontenac Ward 4,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,76
Crawford,Opolis,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,76
Crawford,Pittsburg Ward 4 Precinct 2,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,76
Crawford,Pittsburg Ward 4 Precinct 4,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,77
Crawford,Pittsburg Ward 2 Precinct 2,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,79
Crawford,Pittsburg Ward 3 Precinct 1,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,79
Crawford,Girard Ward 3,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,81
Crawford,Opolis,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,83
Crawford,Parkview,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,83
Crawford,Chicopee,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,84
Crawford,Frontenac Ward 3,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,89
Crawford,Pittsburg Ward 2 Precinct 1,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,89
Crawford,Frontenac Ward 4,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,92
Crawford,Sherman,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,92
Crawford,Smelter,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,93
Crawford,Cherokee - Sheridan,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,94
Crawford,Girard Ward 4,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,95
Crawford,Girard Ward 3,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,96
Crawford,Lincoln,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,96
Crawford,Cherokee,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,99
Crawford,Franklin,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,101
Crawford,Raymond,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,104
Crawford,Capaldo,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,106
Crawford,Pittsburg Ward 4 Precinct 4,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,108
Crawford,Frontenac Ward 3,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,110
Crawford,Pittsburg Ward 4 Precinct 2,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,110
Crawford,Girard Ward 2,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,112
Crawford,Pittsburg Ward 2 Precinct 4,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,112
Crawford,North Arma,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,116
Crawford,Pittsburg Ward 2 Precinct 3,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,117
Crawford,Parkview,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,122
Crawford,Pittsburg Ward 2 Precinct 2,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,122
Crawford,Pittsburg Ward 1 Precinct 1,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,124
Crawford,Crawford,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,125
Crawford,Pittsburg Ward 3 Precinct 1,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,125
Crawford,Pittsburg Ward 2 Precinct 5,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,127
Crawford,Pittsburg Ward 1 Precinct 1,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,139
Crawford,South Arma,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,140
Crawford,Pittsburg Ward 3 Precinct 2,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,141
Crawford,Osage - McCune,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,142
Crawford,Girard Ward 4,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,143
Crawford,North Arma,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,143
Crawford,Pittsburg Ward 3 Precinct 2,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,143
Crawford,Pittsburg Ward 4 Precinct 3,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,145
Crawford,South Arma,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,145
Crawford,Pittsburg Ward 2 Precinct 4,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,148
Crawford,Smelter,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,153
Crawford,Chicopee,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,155
Crawford,Sherman,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,155
Crawford,Pittsburg Ward 1 Precinct 2,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,161
Crawford,Frontenac Ward 1,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,166
Crawford,Pittsburg Ward 4 Precinct 3,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,166
Crawford,Girard Ward 2,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,167
Crawford,Pittsburg Ward 2 Precinct 3,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,170
Crawford,Baker,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,174
Crawford,Frontenac Ward 1,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,192
Crawford,Lone Star,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,195
Crawford,Raymond,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,202
Crawford,Pittsburg Ward 1 Precinct 2,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,206
Crawford,Pittsburg Ward 2 Precinct 5,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,206
Crawford,Frontenac Ward 2,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,221
Crawford,Pittsburg Ward 4 Precinct 5,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,228
Crawford,Lone Star,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,237
Crawford,Baker,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,250
Crawford,Pittsburg Ward 4 Precinct 5,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,260
Crawford,Frontenac Ward 2,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,280
Crawford,Pittsburg Ward 1 Precinct 3,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,472
Crawford,Pittsburg Ward 1 Precinct 3,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,551
Decatur,Altory Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Altory Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Bassettville Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Bassettville Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Beaver Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Beaver Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Center Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Center Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Cook Township,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,0
Decatur,Cook Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Custer Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Custer Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Dresden Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Dresden Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Finley Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Finley Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Garfield Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Grant Township,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,0
Decatur,Grant Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Grant Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Harlan Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Harlan Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Jennings Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Jennings Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Lincoln Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Logan Township,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,0
Decatur,Lyon Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Oberlin City Precinct 2 Exclave,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,0
Decatur,Oberlin City Precinct 2 Exclave,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,0
Decatur,Oberlin City Precinct 2 Exclave,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Oberlin City Precinct 2 Exclave,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Oberlin Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Olive Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Pleasant Valley Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Pleasant Valley Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Prairie Dog Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Roosevelt Township,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,0
Decatur,Roosevelt Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Roosevelt Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Sappa Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Sappa Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Sherman Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Sherman Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Summit Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,0
Decatur,Summit Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,0
Decatur,Allison Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Decatur,Bassettville Township,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,1
Decatur,Garfield Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,1
Decatur,Liberty Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Decatur,Liberty Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,1
Decatur,Logan Township,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,1
Decatur,Logan Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,1
Decatur,Lyon Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,1
Decatur,Oberlin Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,1
Decatur,Olive Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,1
Decatur,Prairie Dog Township,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,1
Decatur,Sappa Township,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,1
Decatur,Summit Township,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,1
Decatur,Allison Township,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,2
Decatur,Allison Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Decatur,Harlan Township,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,2
Decatur,Lyon Township,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,2
Decatur,Prairie Dog Township,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Decatur,Sherman Township,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,2
