County,Precinct,Race,Candidate,Party,Votes,VTD
Bourbon,Fort Scott Ward 1 Exclave Red Barn,Attorney General,"Mann, Chris",Democratic,0,00002D
Bourbon,Fort Scott Ward 1 Exclave Red Barn,Attorney General,"Kobach, Kris",Republican,0,00002D
Bourbon,Fort Scott Ward 1 Exclave Red Ram A,Attorney General,"Mann, Chris",Democratic,0,00002E
Bourbon,Fort Scott Ward 1 Exclave Red Ram A,Attorney General,"Kobach, Kris",Republican,0,00002E
Bourbon,Fort Scott Ward 1 Exclave Red Ram B,Attorney General,"Mann, Chris",Democratic,0,00002F
Bourbon,Fort Scott Ward 1 Exclave Red Ram B,Attorney General,"Kobach, Kris",Republican,0,00002F
Bourbon,Fort Scott Ward 1 Exclave Red Ram C,Attorney General,"Mann, Chris",Democratic,0,00002G
Bourbon,Fort Scott Ward 1 Exclave Red Ram C,Attorney General,"Kobach, Kris",Republican,0,00002G
Bourbon,Fort Scott Ward 1 Exclave Red Barn 2,Attorney General,"Mann, Chris",Democratic,0,00002H
Bourbon,Fort Scott Ward 1 Exclave Red Barn 2,Attorney General,"Kobach, Kris",Republican,0,00002H
Bourbon,Fort Scott Ward 4 Exclave A,Attorney General,"Mann, Chris",Democratic,0,00005B
Bourbon,Fort Scott Ward 4 Exclave A,Attorney General,"Kobach, Kris",Republican,0,00005B
Bourbon,Fort Scott Ward 4 Exclave B,Attorney General,"Mann, Chris",Democratic,0,00005C
Bourbon,Fort Scott Ward 4 Exclave B,Attorney General,"Kobach, Kris",Republican,0,00005C
Bourbon,Fort Scott Ward 4 Exclave Cx,Attorney General,"Mann, Chris",Democratic,0,00005D
Bourbon,Fort Scott Ward 4 Exclave Cx,Attorney General,"Kobach, Kris",Republican,0,00005D
Bourbon,Fort Scott Ward 4 Exclave C,Attorney General,"Mann, Chris",Democratic,0,900020
Bourbon,Fort Scott Ward 4 Exclave C,Attorney General,"Kobach, Kris",Republican,0,900020
Bourbon,Fort Scott Ward 4 Exclave D,Attorney General,"Mann, Chris",Democratic,0,900030
Bourbon,Fort Scott Ward 4 Exclave D,Attorney General,"Kobach, Kris",Republican,0,900030
Brown,Hiawatha City Ward 3 Exclave,Attorney General,"Mann, Chris",Democratic,0,00004B
Brown,Hiawatha City Ward 3 Exclave,Attorney General,"Kobach, Kris",Republican,0,00004B
Brown,Hiawatha City Ward 4 Exclave Club,Attorney General,"Mann, Chris",Democratic,0,00005B
Brown,Hiawatha City Ward 4 Exclave Club,Attorney General,"Kobach, Kris",Republican,0,00005B
Brown,Horton Ward Exclave A,Attorney General,"Mann, Chris",Democratic,0,00009B
Brown,Horton Ward Exclave A,Attorney General,"Kobach, Kris",Republican,0,00009B
Brown,Horton Ward 3 Exclave B,Attorney General,"Mann, Chris",Democratic,0,00009C
Brown,Horton Ward 3 Exclave B,Attorney General,"Kobach, Kris",Republican,0,00009C
Brown,Morril Township Enclave,Attorney General,"Mann, Chris",Democratic,0,00012A
Brown,Morril Township Enclave,Attorney General,"Kobach, Kris",Republican,0,00012A
Brown,Sabetha Ward 1 Part A,Attorney General,"Mann, Chris",Democratic,0,00017A
Brown,Sabetha Ward 1 Part A,Attorney General,"Kobach, Kris",Republican,0,00017A
Brown,Sabetha Ward 1 Part B,Attorney General,"Mann, Chris",Democratic,0,00017B
Brown,Sabetha Ward 1 Part B,Attorney General,"Kobach, Kris",Republican,0,00017B
Brown,Sabetha Ward 4 Part A,Attorney General,"Mann, Chris",Democratic,0,00018A
Brown,Sabetha Ward 4 Part A,Attorney General,"Kobach, Kris",Republican,0,00018A
Brown,Sabetha Ward 5,Attorney General,"Mann, Chris",Democratic,0,000190
Brown,Sabetha Ward 5,Attorney General,"Kobach, Kris",Republican,0,000190
Brown,Sabetha Ward 1 Part 1 Exclave,Attorney General,"Mann, Chris",Democratic,0,900010
Brown,Sabetha Ward 1 Part 1 Exclave,Attorney General,"Kobach, Kris",Republican,0,900010
Butler,Andover City Ward 1 Exclave A,Attorney General,"Mann, Chris",Democratic,0,00001L
Butler,Andover City Ward 1 Exclave A,Attorney General,"Kobach, Kris",Republican,0,00001L
Butler,Andover City Ward 3 Exclave C,Attorney General,"Mann, Chris",Democratic,0,00001N
Butler,Andover City Ward 3 Exclave C,Attorney General,"Kobach, Kris",Republican,0,00001N
Butler,Andover City Ward 3 Exclave D Sewage Plant,Attorney General,"Mann, Chris",Democratic,0,00001O
Butler,Andover City Ward 3 Exclave D Sewage Plant,Attorney General,"Kobach, Kris",Republican,0,00001O
Butler,Augusta City Ward 1 Exclave A,Attorney General,"Mann, Chris",Democratic,0,00002B
Butler,Augusta City Ward 1 Exclave A,Attorney General,"Kobach, Kris",Republican,0,00002B
Butler,Augusta City Ward 1 Exclave B,Attorney General,"Mann, Chris",Democratic,0,00002C
Butler,Augusta City Ward 1 Exclave B,Attorney General,"Kobach, Kris",Republican,0,00002C
Butler,Augusta City Ward 3 Exclave,Attorney General,"Mann, Chris",Democratic,0,00004B
Butler,Augusta City Ward 3 Exclave,Attorney General,"Kobach, Kris",Republican,0,00004B
Butler,Bruno Township Enclave B,Attorney General,"Mann, Chris",Democratic,0,00009C
Butler,Bruno Township Enclave B,Attorney General,"Kobach, Kris",Republican,0,00009C
Butler,Bruno Township Enclave D Part B,Attorney General,"Mann, Chris",Democratic,0,00009F
Butler,Bruno Township Enclave D Part B,Attorney General,"Kobach, Kris",Republican,0,00009F
Butler,Bruno Township Enclave D Part C,Attorney General,"Mann, Chris",Democratic,0,00009G
Butler,Bruno Township Enclave D Part C,Attorney General,"Kobach, Kris",Republican,0,00009G
Butler,Bruno Township Enclave D Part D,Attorney General,"Mann, Chris",Democratic,0,00009H
Butler,Bruno Township Enclave D Part D,Attorney General,"Kobach, Kris",Republican,0,00009H
Butler,El Dorado City Ward 1 Exclave A,Attorney General,"Mann, Chris",Democratic,0,00016B
Butler,El Dorado City Ward 1 Exclave A,Attorney General,"Kobach, Kris",Republican,0,00016B
Butler,El Dorado City Ward 1 Exclave C,Attorney General,"Mann, Chris",Democratic,0,00016C
Butler,El Dorado City Ward 1 Exclave C,Attorney General,"Kobach, Kris",Republican,0,00016C
Butler,Bruno Township 402 99,Attorney General,"Mann, Chris",Democratic,0,140070
Butler,Bruno Township 402 99,Attorney General,"Kobach, Kris",Republican,0,140070
Butler,El Dorado City W1 490 Exclave J,Attorney General,"Mann, Chris",Democratic,0,140090
Butler,El Dorado City W1 490 Exclave J,Attorney General,"Kobach, Kris",Republican,0,140090
Butler,Prospect Township Part A H12,Attorney General,"Mann, Chris",Democratic,0,220060
Butler,Prospect Township Part A H12,Attorney General,"Kobach, Kris",Republican,0,220060
Butler,Andover City Ward 2 Part A H77,Attorney General,"Mann, Chris",Democratic,0,220100
Butler,Andover City Ward 2 Part A H77,Attorney General,"Kobach, Kris",Republican,0,220100
Butler,Andover City Ward 2 H88,Attorney General,"Mann, Chris",Democratic,0,220110
Butler,Andover City Ward 2 H88,Attorney General,"Kobach, Kris",Republican,0,220110
Butler,Bruno Township 385 99 Part A H77,Attorney General,"Mann, Chris",Democratic,0,220150
Butler,Bruno Township 385 99 Part A H77,Attorney General,"Kobach, Kris",Republican,0,220150
Butler,Bruno Township 385 99 H88,Attorney General,"Kobach, Kris",Republican,0,220160
Butler,Pleasant Township Part B H77,Attorney General,"Mann, Chris",Democratic,0,220180
Butler,Pleasant Township Part B H77,Attorney General,"Kobach, Kris",Republican,0,220180
Butler,Prospect Township Part B H12,Attorney General,"Mann, Chris",Democratic,0,220190
Butler,Prospect Township Part B H12,Attorney General,"Kobach, Kris",Republican,0,220190
Butler,Andover City Ward 2 Part B H77,Attorney General,"Mann, Chris",Democratic,0,220200
Butler,Andover City Ward 2 Part B H77,Attorney General,"Kobach, Kris",Republican,0,220200
Butler,Bruno Township 385 99 Part B H77,Attorney General,"Mann, Chris",Democratic,0,220210
Butler,Bruno Township 385 99 Part B H77,Attorney General,"Kobach, Kris",Republican,0,220210
Butler,Bruno Township 385 99 Part B H99,Attorney General,"Mann, Chris",Democratic,0,220220
Butler,Bruno Township 385 99 Part B H99,Attorney General,"Kobach, Kris",Republican,0,220220
Butler,Andover City Ward 3 Exclave E,Attorney General,"Mann, Chris",Democratic,0,800060
Butler,Andover City Ward 3 Exclave E,Attorney General,"Kobach, Kris",Republican,0,800060
Butler,Augusta City Ward 1 Exclave C,Attorney General,"Mann, Chris",Democratic,0,80010A
Butler,Augusta City Ward 1 Exclave C,Attorney General,"Kobach, Kris",Republican,0,80010A
Butler,Augusta City Ward 1 Exclave D,Attorney General,"Mann, Chris",Democratic,0,80010B
Butler,Augusta City Ward 1 Exclave D,Attorney General,"Kobach, Kris",Republican,0,80010B
Butler,El Dorado City Ward 3 Exclave A,Attorney General,"Mann, Chris",Democratic,0,80030A
Butler,El Dorado City Ward 3 Exclave A,Attorney General,"Kobach, Kris",Republican,0,80030A
Butler,Richland Township H77 Exclave B,Attorney General,"Mann, Chris",Democratic,0,80040B
Butler,Richland Township H77 Exclave B,Attorney General,"Kobach, Kris",Republican,0,80040B
Butler,Rose Hill City Exclave A,Attorney General,"Mann, Chris",Democratic,0,80070A
Butler,Rose Hill City Exclave A,Attorney General,"Kobach, Kris",Republican,0,80070A
Butler,Rose Hill City Exclave B,Attorney General,"Mann, Chris",Democratic,0,80070B
Butler,Rose Hill City Exclave B,Attorney General,"Kobach, Kris",Republican,0,80070B
Butler,Rose Hill City Exclave C,Attorney General,"Mann, Chris",Democratic,0,80070C
Butler,Rose Hill City Exclave C,Attorney General,"Kobach, Kris",Republican,0,80070C
Butler,Rose Hill City Exclave D,Attorney General,"Mann, Chris",Democratic,0,80070D
Butler,Rose Hill City Exclave D,Attorney General,"Kobach, Kris",Republican,0,80070D
Butler,Rose Hill City Exclave E,Attorney General,"Mann, Chris",Democratic,0,80070E
Butler,Rose Hill City Exclave E,Attorney General,"Kobach, Kris",Republican,0,80070E
Butler,Rose Hill City Exclave F,Attorney General,"Mann, Chris",Democratic,0,80070F
Butler,Rose Hill City Exclave F,Attorney General,"Kobach, Kris",Republican,0,80070F
Cherokee,Baxter Springs Ward 2 Exclave,Attorney General,"Mann, Chris",Democratic,0,00002A
Cherokee,Baxter Springs Ward 2 Exclave,Attorney General,"Kobach, Kris",Republican,0,00002A
Cherokee,Baxter Springs Ward 4 Exclave,Attorney General,"Mann, Chris",Democratic,0,00004B
Cherokee,Baxter Springs Ward 4 Exclave,Attorney General,"Kobach, Kris",Republican,0,00004B
Cherokee,Columbus Ward 2 Exclave,Attorney General,"Mann, Chris",Democratic,0,00007A
Cherokee,Columbus Ward 2 Exclave,Attorney General,"Kobach, Kris",Republican,0,00007A
Cherokee,Columbus Ward 5 Exclave,Attorney General,"Mann, Chris",Democratic,0,00010B
Cherokee,Columbus Ward 5 Exclave,Attorney General,"Kobach, Kris",Republican,0,00010B
Cherokee,Galena Ward 1 Exclave,Attorney General,"Mann, Chris",Democratic,0,00012A
Cherokee,Galena Ward 1 Exclave,Attorney General,"Kobach, Kris",Republican,0,00012A
Cherokee,Galena Ward 2 Exclave A City Park,Attorney General,"Mann, Chris",Democratic,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,Attorney General,"Kobach, Kris",Republican,0,00013B
Cherokee,Galena Ward 2 Exclave B,Attorney General,"Mann, Chris",Democratic,0,00013C
Cherokee,Galena Ward 2 Exclave B,Attorney General,"Kobach, Kris",Republican,0,00013C
Cherokee,Galena Ward 2 Exclave C,Attorney General,"Mann, Chris",Democratic,0,00013D
Cherokee,Galena Ward 2 Exclave C,Attorney General,"Kobach, Kris",Republican,0,00013D
Cherokee,Roseland City,Attorney General,"Mann, Chris",Democratic,0,000260
Cherokee,Roseland City,Attorney General,"Kobach, Kris",Republican,0,000260
Cherokee,Salamanca Township Enclave,Attorney General,"Mann, Chris",Democratic,0,00030B
Cherokee,Salamanca Township Enclave,Attorney General,"Kobach, Kris",Republican,0,00030B
Cherokee,Salamanca Township Enclave 2,Attorney General,"Mann, Chris",Democratic,0,00030C
Cherokee,Salamanca Township Enclave 2,Attorney General,"Kobach, Kris",Republican,0,00030C
Cherokee,Spring Valley Twp Spring Valley Enclave A,Attorney General,"Mann, Chris",Democratic,0,00037B
Cherokee,Spring Valley Twp Spring Valley Enclave A,Attorney General,"Kobach, Kris",Republican,0,00037B
Cherokee,Spring Valley Twp Spring Valley Enclave B,Attorney General,"Mann, Chris",Democratic,0,00037C
Cherokee,Spring Valley Twp Spring Valley Enclave B,Attorney General,"Kobach, Kris",Republican,0,00037C
Cherokee,Spring Valley Township Spring Valley Enclave,Attorney General,"Mann, Chris",Democratic,0,00037D
Cherokee,Spring Valley Township Spring Valley Enclave,Attorney General,"Kobach, Kris",Republican,0,00037D
Cherokee,Treece City,Attorney General,"Mann, Chris",Democratic,0,000380
Cherokee,Treece City,Attorney General,"Kobach, Kris",Republican,0,000380
Cherokee,West Mineral City,Attorney General,"Mann, Chris",Democratic,0,00042A
Cherokee,West Mineral City,Attorney General,"Kobach, Kris",Republican,0,00042A
Cherokee,West Mineral City Exclave Big Brutus,Attorney General,"Mann, Chris",Democratic,0,00042B
Cherokee,West Mineral City Exclave Big Brutus,Attorney General,"Kobach, Kris",Republican,0,00042B
Clark,Liberty Township,Attorney General,"Mann, Chris",Democratic,0,000060
Clay,Clay Center Township Enclave x,Attorney General,"Mann, Chris",Democratic,0,00005B
Clay,Clay Center Township Enclave x,Attorney General,"Kobach, Kris",Republican,0,00005B
Clay,Clay Center Ward 1 Exclave,Attorney General,"Mann, Chris",Democratic,0,00006B
Clay,Clay Center Ward 1 Exclave,Attorney General,"Kobach, Kris",Republican,0,00006B
Clay,Clay Center Township Enclave,Attorney General,"Mann, Chris",Democratic,0,180010
Clay,Clay Center Township Enclave,Attorney General,"Kobach, Kris",Republican,0,180010
Clay,Clay Center Ward 3 Exclave,Attorney General,"Mann, Chris",Democratic,0,180020
Clay,Clay Center Ward 3 Exclave,Attorney General,"Kobach, Kris",Republican,0,180020
Clay,Clay Center Ward 4 Exclave,Attorney General,"Mann, Chris",Democratic,0,900230
Clay,Clay Center Ward 4 Exclave,Attorney General,"Kobach, Kris",Republican,0,900230
Cloud,Concordia Ward 1 Exclave A,Attorney General,"Mann, Chris",Democratic,0,00006B
Cloud,Concordia Ward 1 Exclave A,Attorney General,"Kobach, Kris",Republican,0,00006B
Cloud,Concordia Ward 1 Exclave Praireland xfer stn,Attorney General,"Mann, Chris",Democratic,0,00006C
Cloud,Concordia Ward 1 Exclave Praireland xfer stn,Attorney General,"Kobach, Kris",Republican,0,00006C
Cloud,Concordia Ward 2 Precinct 2 Exclave,Attorney General,"Mann, Chris",Democratic,0,00008B
Cloud,Concordia Ward 2 Precinct 2 Exclave,Attorney General,"Kobach, Kris",Republican,0,00008B
Cloud,East Lincoln Enclave,Attorney General,"Mann, Chris",Democratic,0,00011B
Cloud,East Lincoln Enclave,Attorney General,"Kobach, Kris",Republican,0,00011B
Cloud,Concordia Ward 1 Exclave B,Attorney General,"Mann, Chris",Democratic,0,000270
Cloud,Concordia Ward 1 Exclave B,Attorney General,"Kobach, Kris",Republican,0,000270
Cloud,Concordia Ward 4 Exclave A,Attorney General,"Mann, Chris",Democratic,0,000280
Cloud,Concordia Ward 4 Exclave A,Attorney General,"Kobach, Kris",Republican,0,000280
Cloud,West Meredith H64,Attorney General,"Mann, Chris",Democratic,0,220070
Cloud,West Meredith H64,Attorney General,"Kobach, Kris",Republican,0,220070
Cloud,East Lincoln Part B H107,Attorney General,"Mann, Chris",Democratic,0,220080
Cloud,East Lincoln Part B H107,Attorney General,"Kobach, Kris",Republican,0,220080
Cloud,East Lincoln Part C H107,Attorney General,"Mann, Chris",Democratic,0,220090
Cloud,East Lincoln Part C H107,Attorney General,"Kobach, Kris",Republican,0,220090
Cloud,East Lincoln Part D H107,Attorney General,"Mann, Chris",Democratic,0,220100
Cloud,East Lincoln Part D H107,Attorney General,"Kobach, Kris",Republican,0,220100
Cloud,East Lincoln Part E H107,Attorney General,"Mann, Chris",Democratic,0,220110
Cloud,East Lincoln Part E H107,Attorney General,"Kobach, Kris",Republican,0,220110
Cloud,East Lincoln Part F H107,Attorney General,"Mann, Chris",Democratic,0,220120
Cloud,East Lincoln Part F H107,Attorney General,"Kobach, Kris",Republican,0,220120
Cloud,East Lincoln Part B H64,Attorney General,"Mann, Chris",Democratic,0,220130
Cloud,East Lincoln Part B H64,Attorney General,"Kobach, Kris",Republican,0,220130
Cloud,Sibley Township Part B H64,Attorney General,"Mann, Chris",Democratic,0,220140
Cloud,Sibley Township Part B H64,Attorney General,"Kobach, Kris",Republican,0,220140
Coffey,Burlington Ward 2 Country Club Heights,Attorney General,"Mann, Chris",Democratic,0,00004B
Coffey,Burlington Ward 2 Country Club Heights,Attorney General,"Kobach, Kris",Republican,0,00004B
Coffey,Burlington Ward 3 Exclave Caldwell's Add.,Attorney General,"Mann, Chris",Democratic,0,00005B
Coffey,Burlington Ward 3 Exclave Caldwell's Add.,Attorney General,"Kobach, Kris",Republican,0,00005B
Coffey,Burlington Ward 3 Exclave Indust. Park #2 & 3,Attorney General,"Mann, Chris",Democratic,0,00005C
Coffey,Burlington Ward 3 Exclave Indust. Park #2 & 3,Attorney General,"Kobach, Kris",Republican,0,00005C
Coffey,Burlington Ward 2 Exclave 2,Attorney General,"Mann, Chris",Democratic,0,900010
Coffey,Burlington Ward 2 Exclave 2,Attorney General,"Kobach, Kris",Republican,0,900010
Coffey,Burlington Township Enclave 1,Attorney General,"Mann, Chris",Democratic,0,900020
Coffey,Burlington Township Enclave 1,Attorney General,"Kobach, Kris",Republican,0,900020
Coffey,Burlington Township Enclave 2,Attorney General,"Mann, Chris",Democratic,0,900030
Coffey,Burlington Township Enclave 2,Attorney General,"Kobach, Kris",Republican,0,900030
Cowley,Arkansas City Ward 1 A Exclave A,Attorney General,"Mann, Chris",Democratic,0,00001B
Cowley,Arkansas City Ward 2 A Exclave,Attorney General,"Kobach, Kris",Republican,0,00005A
Cowley,West Bolton Enclave A,Attorney General,"Mann, Chris",Democratic,0,00041B
Cowley,West Bolton Enclave A,Attorney General,"Kobach, Kris",Republican,0,00041B
Cowley,Winfield Ward 5 East Exclave Lake,Attorney General,"Mann, Chris",Democratic,0,00053B
Cowley,Winfield Ward 5 East Exclave Lake,Attorney General,"Kobach, Kris",Republican,0,00053B
Cowley,Winfield Ward 7 A,Attorney General,"Mann, Chris",Democratic,0,00057A
Cowley,Winfield Ward 10,Attorney General,"Kobach, Kris",Republican,0,190010
Cowley,Fairview Township H12,Attorney General,"Mann, Chris",Democratic,0,220040
Cowley,Fairview Township H12,Attorney General,"Kobach, Kris",Republican,0,220040
Cowley,Arkansas City Ward 5,Attorney General,"Mann, Chris",Democratic,0,900010
Cowley,Arkansas City Ward 5,Attorney General,"Kobach, Kris",Republican,0,900010
Cowley,West Creswell Enclave A,Attorney General,"Mann, Chris",Democratic,0,900020
Cowley,West Creswell Enclave A,Attorney General,"Kobach, Kris",Republican,0,900020
Cowley,West Creswell Enclave B,Attorney General,"Mann, Chris",Democratic,0,900030
Cowley,West Creswell Enclave B,Attorney General,"Kobach, Kris",Republican,0,900030
Cowley,West Creswell Enclave C,Attorney General,"Mann, Chris",Democratic,0,900040
Cowley,West Creswell Enclave C,Attorney General,"Kobach, Kris",Republican,0,900040
Cowley,Arkansas City Ward 2 D Exclave 1,Attorney General,"Mann, Chris",Democratic,0,900050
Cowley,Arkansas City Ward 2 D Exclave 1,Attorney General,"Kobach, Kris",Republican,0,900050
Cowley,Arkansas City Ward 1 D Exclave A,Attorney General,"Mann, Chris",Democratic,0,900060
Cowley,Arkansas City Ward 1 D Exclave A,Attorney General,"Kobach, Kris",Republican,0,900060
Crawford,Capaldo Enclave,Attorney General,"Mann, Chris",Democratic,0,00005A
Crawford,Capaldo Enclave,Attorney General,"Kobach, Kris",Republican,0,00005A
Crawford,Frontenac Ward 3 Industrial Park,Attorney General,"Mann, Chris",Democratic,0,00013B
Crawford,Frontenac Ward 3 Industrial Park,Attorney General,"Kobach, Kris",Republican,0,00013B
Crawford,Girard Ward 3 Exclave Golf Course,Attorney General,"Mann, Chris",Democratic,0,00017B
Crawford,Girard Ward 3 Exclave Golf Course,Attorney General,"Kobach, Kris",Republican,0,00017B
Crawford,Girard Ward 4 Exclave,Attorney General,"Mann, Chris",Democratic,0,190010
Crawford,Girard Ward 4 Exclave,Attorney General,"Kobach, Kris",Republican,0,190010
Crawford,Girard Ward 1 Exclave,Attorney General,"Mann, Chris",Democratic,0,190020
Crawford,Girard Ward 1 Exclave,Attorney General,"Kobach, Kris",Republican,0,190020
Crawford,Frontenac Ward 2 West,Attorney General,"Mann, Chris",Democratic,0,190030
Crawford,Frontenac Ward 2 West,Attorney General,"Kobach, Kris",Republican,0,190030
Crawford,Baker Enclave,Attorney General,"Mann, Chris",Democratic,0,900010
Crawford,Baker Enclave,Attorney General,"Kobach, Kris",Republican,0,900010
Crawford,Baker Enclave 2,Attorney General,"Mann, Chris",Democratic,0,90001A
Crawford,Baker Enclave 2,Attorney General,"Kobach, Kris",Republican,0,90001A
Crawford,Parkview Enclave,Attorney General,"Mann, Chris",Democratic,0,900020
Crawford,Parkview Enclave,Attorney General,"Kobach, Kris",Republican,0,900020
Crawford,Pittsburg Ward 2 Precinct 5 Exclave B,Attorney General,"Mann, Chris",Democratic,0,900040
Crawford,Pittsburg Ward 2 Precinct 5 Exclave B,Attorney General,"Kobach, Kris",Republican,0,900040
Crawford,Pittsburg Ward 2 Precinct 5 Exclave C,Attorney General,"Mann, Chris",Democratic,0,900050
Crawford,Pittsburg Ward 2 Precinct 5 Exclave C,Attorney General,"Kobach, Kris",Republican,0,900050
Decatur,Logan Township,Attorney General,"Mann, Chris",Democratic,0,000160
