"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
19,"DEM County Commissioner 2nd District (Vote For 1)","Write-in","DEM",14,100.00,5260,1100,8,8,"0","0"
20,"REP County Commissioner 2nd District (Vote For 1)","Mary A Rice-Boehm","REP",92,10.23,5260,1100,8,8,"0","0"
21,"REP County Commissioner 2nd District (Vote For 1)","Bonnie (Rob) Roberts","REP",284,31.59,5260,1100,8,8,"0","0"
22,"REP County Commissioner 2nd District (Vote For 1)","Paul Scruggs","REP",523,58.18,5260,1100,8,8,"0","0"
23,"DEM County Commissioner 3rd District (Vote For 1)","Write-in","DEM",21,100.00,4352,860,12,12,"0","0"
24,"REP County Commissioner 3rd District (Vote For 1)","Rusty Gerken","REP",334,49.41,4352,860,12,12,"0","0"
25,"REP County Commissioner 3rd District (Vote For 1)","George Pretz","REP",342,50.59,4352,860,12,12,"0","0"
26,"DEM County Clerk (Vote For 1)","Write-in","DEM",68,100.00,25922,4153,54,54,"0","0"
27,"REP County Clerk (Vote For 1)","Laura Epp","REP",2449,73.97,25922,4153,54,54,"0","0"
28,"REP County Clerk (Vote For 1)","Shay L Hanysak","REP",862,26.03,25922,4153,54,54,"0","0"
29,"DEM County Treasurer (Vote For 1)","Write-in","DEM",49,100.00,25922,4153,54,54,"0","0"
30,"REP County Treasurer (Vote For 1)","Tricia Lee","REP",3125,100.00,25922,4153,54,54,"0","0"
31,"DEM County Register of Deeds (Vote For 1)","Write-in","DEM",54,100.00,25922,4153,54,54,"0","0"
32,"REP County Register of Deeds (Vote For 1)","Jamie Homrighausen","REP",2757,83.90,25922,4153,54,54,"0","0"
33,"REP County Register of Deeds (Vote For 1)","Bertha Lawson","REP",529,16.10,25922,4153,54,54,"0","0"
34,"DEM County Attorney (Vote For 1)","Write-in","DEM",38,100.00,25922,4153,54,54,"0","0"
35,"REP County Attorney (Vote For 1)","Kenton D Harding","REP",2755,85.64,25922,4153,54,54,"0","0"
36,"REP County Attorney (Vote For 1)","Frederick L Meier II","REP",462,14.36,25922,4153,54,54,"0","0"
37,"DEM County Sheriff (Vote For 1)","Write-in","DEM",62,100.00,25922,4153,54,54,"0","0"
38,"REP County Sheriff (Vote For 1)","Frank W Kelly","REP",3125,100.00,25922,4153,54,54,"0","0"
39,"DEM Trustee Marysville Township (Vote For 1)","Write-in","DEM",6,100.00,2025,337,7,7,"0","0"
40,"REP Trustee Marysville Township (Vote For 1)","Jennifer Williams","REP",238,100.00,2025,337,7,7,"0","0"
41,"DEM Trustee Miami Township (Vote For 1)","Write-in","DEM",1,100.00,424,76,2,2,"0","0"
42,"REP Trustee Miami Township (Vote For 1)","Write-in","REP",8,100.00,424,76,2,2,"0","0"
43,"DEM Trustee Middle Creek Township (Vote For 1)","Write-in","DEM",1,100.00,1635,279,3,3,"0","0"
44,"REP Trustee Middle Creek Township (Vote For 1)","Chris Brown","REP",213,100.00,1635,279,3,3,"0","0"
45,"DEM Trustee Mound Township (Vote For 1)","Write-in","DEM",3,100.00,541,111,2,2,"0","0"
46,"REP Trustee Mound Township (Vote For 1)","Write-in","REP",9,100.00,541,111,2,2,"0","0"
47,"DEM Trustee Osage Township (Vote For 1)","Write-in","DEM",4,100.00,457,86,2,2,"0","0"
48,"REP Trustee Osage Township (Vote For 1)","Keith E Diediker","REP",62,100.00,457,86,2,2,"0","0"
49,"DEM Trustee Osawatomie Township (Vote For 1)","Write-in","DEM",2,100.00,562,133,3,3,"0","0"
50,"REP Trustee Osawatomie Township (Vote For 1)","Jarred Shipley","REP",106,100.00,562,133,3,3,"0","0"
51,"DEM Trustee Paola Township (Vote For 1)","Write-in","DEM",0,0.00,867,218,5,5,"0","0"
52,"REP Trustee Paola Township (Vote For 1)","Write-in","REP",13,100.00,867,218,5,5,"0","0"
53,"DEM Trustee Richland Township (Vote For 1)","Write-in","DEM",1,100.00,1700,239,2,2,"0","0"
54,"REP Trustee Richland Township (Vote For 1)","Cynthia Hewlett","REP",56,29.79,1700,239,2,2,"0","0"
55,"REP Trustee Richland Township (Vote For 1)","Bruce Hilner","REP",132,70.21,1700,239,2,2,"0","0"
56,"DEM Trustee Stanton Township (Vote For 1)","Patty Reed","DEM",21,100.00,689,113,2,2,"0","0"
57,"REP Trustee Stanton Township (Vote For 1)","Write-in","REP",21,100.00,689,113,2,2,"0","0"
58,"DEM Trustee Sugar Creek Township (Vote For 1)","Write-in","DEM",1,100.00,460,60,2,2,"0","0"
59,"REP Trustee Sugar Creek Township (Vote For 1)","Jason Kueser","REP",46,100.00,460,60,2,2,"0","0"
60,"DEM Trustee Ten Mile Township (Vote For 1)","Write-in","DEM",2,100.00,1252,148,1,1,"0","0"
61,"REP Trustee Ten Mile Township (Vote For 1)","Write-in","REP",16,100.00,1252,148,1,1,"0","0"
62,"DEM Trustee Valley Township (Vote For 1)","Write-in","DEM",0,0.00,1115,316,4,4,"0","0"
63,"REP Trustee Valley Township (Vote For 1)","Write-in","REP",26,100.00,1115,316,4,4,"0","0"
64,"DEM Trustee Wea Township (Vote For 1)","Write-in","DEM",8,100.00,5300,670,6,6,"0","0"
65,"REP Trustee Wea Township (Vote For 1)","Julia Stegeman","REP",508,100.00,5300,670,6,6,"0","0"
66,"DEM Treasurer Marysville Township (Vote For 1)","Write-in","DEM",2,100.00,2025,337,7,7,"0","0"
67,"REP Treasurer Marysville Township (Vote For 1)","Ann Boehm","REP",255,100.00,2025,337,7,7,"0","0"
68,"DEM Treasurer Miami Township (Vote For 1)","Write-in","DEM",1,100.00,424,76,2,2,"0","0"
69,"REP Treasurer Miami Township (Vote For 1)","Write-in","REP",7,100.00,424,76,2,2,"0","0"
70,"DEM Treasurer Middle Creek Township (Vote For 1)","Write-in","DEM",2,100.00,1635,279,3,3,"0","0"
71,"REP Treasurer Middle Creek Township (Vote For 1)","Gary D Brumley","REP",214,100.00,1635,279,3,3,"0","0"
72,"DEM Treasurer Mound Township (Vote For 1)","Write-in","DEM",2,100.00,541,111,2,2,"0","0"
73,"REP Treasurer Mound Township (Vote For 1)","Write-in","REP",8,100.00,541,111,2,2,"0","0"
74,"DEM Treasurer Osage Township (Vote For 1)","Write-in","DEM",3,100.00,457,86,2,2,"0","0"
75,"REP Treasurer Osage Township (Vote For 1)","Edie E Diediker","REP",61,100.00,457,86,2,2,"0","0"
76,"DEM Treasurer Osawatomie Township (Vote For 1)","Write-in","DEM",1,100.00,562,133,3,3,"0","0"
77,"REP Treasurer Osawatomie Township (Vote For 1)","Misty M Kitchen","REP",105,100.00,562,133,3,3,"0","0"
78,"DEM Treasurer Paola Township (Vote For 1)","Write-in","DEM",0,0.00,867,218,5,5,"0","0"
79,"REP Treasurer Paola Township (Vote For 1)","Write-in","REP",10,100.00,867,218,5,5,"0","0"
80,"DEM Treasurer Richland Township (Vote For 1)","Write-in","DEM",2,100.00,1700,239,2,2,"0","0"
81,"REP Treasurer Richland Township (Vote For 1)","Write-in","REP",35,100.00,1700,239,2,2,"0","0"
82,"DEM Treasurer Stanton Township (Vote For 1)","Write-in","DEM",2,100.00,689,113,2,2,"0","0"
83,"REP Treasurer Stanton Township (Vote For 1)","Robert J Meinig","REP",78,100.00,689,113,2,2,"0","0"
84,"DEM Treasurer Sugar Creek Township (Vote For 1)","Write-in","DEM",0,0.00,460,60,2,2,"0","0"
85,"REP Treasurer Sugar Creek Township (Vote For 1)","Robyn Atwood","REP",45,100.00,460,60,2,2,"0","0"
86,"DEM Treasurer Ten Mile Township (Vote For 1)","Write-in","DEM",0,0.00,1252,148,1,1,"0","0"
87,"REP Treasurer Ten Mile Township (Vote For 1)","Gary Alan Weidenbach","REP",117,100.00,1252,148,1,1,"0","0"
88,"DEM Treasurer Valley Township (Vote For 1)","Write-in","DEM",0,0.00,1115,316,4,4,"0","0"
89,"REP Treasurer Valley Township (Vote For 1)","Write-in","REP",23,100.00,1115,316,4,4,"0","0"
90,"DEM Treasurer Wea Township (Vote For 1)","Write-in","DEM",7,100.00,5300,670,6,6,"0","0"
91,"REP Treasurer Wea Township (Vote For 1)","Write-in","REP",65,100.00,5300,670,6,6,"0","0"
92,"DEM Committeeman EMC (Vote For 1)","Write-in","DEM",0,0.00,947,136,1,1,"0","0"
93,"REP Committeeman EMC (Vote For 1)","Douglas Shane","REP",99,96.12,947,136,1,1,"0","0"
94,"REP Committeeman EMC (Vote For 1)","Write-in","REP",4,3.88,947,136,1,1,"0","0"
95,"DEM Committeeman EV6 (Vote For 1)","Donald Jordan","DEM",9,100.00,314,88,1,1,"0","0"
96,"DEM Committeeman EV6 (Vote For 1)","Write-in","DEM",0,0.00,314,88,1,1,"0","0"
97,"REP Committeeman EV6 (Vote For 1)","Write-in","REP",5,100.00,314,88,1,1,"0","0"
98,"DEM Committeeman EV9 (Vote For 1)","Write-in","DEM",0,0.00,20,8,1,1,"0","0"
99,"REP Committeeman EV9 (Vote For 1)","Write-in","REP",1,100.00,20,8,1,1,"0","0"
100,"DEM Committeeman FC (Vote For 1)","Write-in","DEM",0,0.00,126,18,1,1,"0","0"
101,"REP Committeeman FC (Vote For 1)","Write-in","REP",5,100.00,126,18,1,1,"0","0"
102,"DEM Committeeman LC1 (Vote For 1)","Frank Henderson","DEM",23,95.83,729,78,1,1,"0","0"
103,"DEM Committeeman LC1 (Vote For 1)","Write-in","DEM",1,4.17,729,78,1,1,"0","0"
104,"REP Committeeman LC1 (Vote For 1)","Write-in","REP",4,100.00,729,78,1,1,"0","0"
105,"DEM Committeeman LC2 (Vote For 1)","Write-in","DEM",2,100.00,1009,107,1,1,"0","0"
106,"REP Committeeman LC2 (Vote For 1)","Mark Mowrey","REP",76,97.44,1009,107,1,1,"0","0"
107,"REP Committeeman LC2 (Vote For 1)","Write-in","REP",2,2.56,1009,107,1,1,"0","0"
108,"DEM Committeeman LC3 (Vote For 1)","Write-in","DEM",2,100.00,983,131,1,1,"0","0"
109,"REP Committeeman LC3 (Vote For 1)","Write-in","REP",11,100.00,983,131,1,1,"0","0"
110,"DEM Committeeman MI6 (Vote For 1)","Write-in","DEM",0,0.00,170,33,1,1,"0","0"
111,"REP Committeeman MI6 (Vote For 1)","Parker Staats","REP",24,100.00,170,33,1,1,"0","0"
112,"REP Committeeman MI6 (Vote For 1)","Write-in","REP",0,0.00,170,33,1,1,"0","0"
113,"DEM Committeeman MI9 (Vote For 1)","Write-in","DEM",1,100.00,254,43,1,1,"0","0"
114,"REP Committeeman MI9 (Vote For 1)","Write-in","REP",1,100.00,254,43,1,1,"0","0"
115,"DEM Committeeman MND5 (Vote For 1)","Write-in","DEM",0,0.00,131,23,1,1,"0","0"
116,"REP Committeeman MND5 (Vote For 1)","Write-in","REP",1,100.00,131,23,1,1,"0","0"
117,"DEM Committeeman MND9 (Vote For 1)","Write-in","DEM",8,100.00,410,88,1,1,"0","0"
118,"REP Committeeman MND9 (Vote For 1)","Write-in","REP",7,100.00,410,88,1,1,"0","0"
119,"DEM Committeeman NMV523 (Vote For 1)","Write-in","DEM",0,0.00,141,6,1,1,"0","0"
120,"REP Committeeman NMV523 (Vote For 1)","Write-in","REP",0,0.00,141,6,1,1,"0","0"
121,"DEM Committeeman NMV537 (Vote For 1)","Write-in","DEM",0,0.00,337,48,1,1,"0","0"
122,"REP Committeeman NMV537 (Vote For 1)","Brian Williams","REP",37,100.00,337,48,1,1,"0","0"
123,"REP Committeeman NMV537 (Vote For 1)","Write-in","REP",0,0.00,337,48,1,1,"0","0"
124,"DEM Committeeman NMV623 (Vote For 1)","Write-in","DEM",0,0.00,161,18,1,1,"0","0"
125,"REP Committeeman NMV623 (Vote For 1)","Write-in","REP",3,100.00,161,18,1,1,"0","0"
126,"DEM Committeeman NMV637 (Vote For 1)","Write-in","DEM",0,0.00,250,52,1,1,"0","0"
127,"REP Committeeman NMV637 (Vote For 1)","Jacob L Groff","REP",42,95.45,250,52,1,1,"0","0"
128,"REP Committeeman NMV637 (Vote For 1)","Write-in","REP",2,4.55,250,52,1,1,"0","0"
129,"DEM Committeeman NMVEN26 (Vote For 1)","Write-in","DEM",0,0.00,0,0,1,1,"0","0"
130,"REP Committeeman NMVEN26 (Vote For 1)","Write-in","REP",0,0.00,0,0,1,1,"0","0"
131,"DEM Committeeman NMVEN5 (Vote For 1)","Write-in","DEM",0,0.00,0,0,1,1,"0","0"
132,"REP Committeeman NMVEN5 (Vote For 1)","Write-in","REP",0,0.00,0,0,1,1,"0","0"
133,"DEM Committeeman NPE1 (Vote For 1)","Write-in","DEM",0,0.00,11,3,1,1,"0","0"
134,"REP Committeeman NPE1 (Vote For 1)","Write-in","REP",0,0.00,11,3,1,1,"0","0"
135,"DEM Committeeman NPE2 (Vote For 1)","Write-in","DEM",0,0.00,80,32,1,1,"0","0"
136,"REP Committeeman NPE2 (Vote For 1)","Write-in","REP",2,100.00,80,32,1,1,"0","0"
137,"DEM Committeeman NPW (Vote For 1)","Write-in","DEM",0,0.00,382,110,1,1,"0","0"
138,"REP Committeeman NPW (Vote For 1)","Write-in","REP",4,100.00,382,110,1,1,"0","0"
139,"DEM Committeeman NW (Vote For 1)","Write-in","DEM",0,0.00,544,72,1,1,"0","0"
140,"REP Committeeman NW (Vote For 1)","Write-in","REP",13,100.00,544,72,1,1,"0","0"
141,"DEM Committeeman OC1 (Vote For 1)","Doug Walker","DEM",20,100.00,518,67,1,1,"0","0"
142,"DEM Committeeman OC1 (Vote For 1)","Write-in","DEM",0,0.00,518,67,1,1,"0","0"
143,"REP Committeeman OC1 (Vote For 1)","Write-in","REP",7,100.00,518,67,1,1,"0","0"
144,"DEM Committeeman OC2 (Vote For 1)","Write-in","DEM",3,100.00,661,139,1,1,"0","0"
145,"REP Committeeman OC2 (Vote For 1)","Jamie Wilson","REP",93,96.88,661,139,1,1,"0","0"
146,"REP Committeeman OC2 (Vote For 1)","Write-in","REP",3,3.13,661,139,1,1,"0","0"
147,"DEM Committeeman OC3 (Vote For 1)","Write-in","DEM",0,0.00,689,123,1,1,"0","0"
148,"REP Committeeman OC3 (Vote For 1)","Gary W Cooper","REP",79,100.00,689,123,1,1,"0","0"
149,"REP Committeeman OC3 (Vote For 1)","Write-in","REP",0,0.00,689,123,1,1,"0","0"
150,"DEM Committeeman OC4H5 (Vote For 1)","Write-in","DEM",0,0.00,43,1,1,1,"0","0"
151,"REP Committeeman OC4H5 (Vote For 1)","Write-in","REP",1,100.00,43,1,1,1,"0","0"
152,"DEM Committeeman OC4H6 (Vote For 1)","Write-in","DEM",2,100.00,557,66,1,1,"0","0"
153,"REP Committeeman OC4H6 (Vote For 1)","Max D Caldwell","REP",46,100.00,557,66,1,1,"0","0"
154,"REP Committeeman OC4H6 (Vote For 1)","Write-in","REP",0,0.00,557,66,1,1,"0","0"
155,"DEM Committeeman OSA5 (Vote For 1)","Write-in","DEM",1,100.00,465,107,1,1,"0","0"
156,"REP Committeeman OSA5 (Vote For 1)","Write-in","REP",5,100.00,465,107,1,1,"0","0"
157,"DEM Committeeman OSA6 (Vote For 1)","Write-in","DEM",0,0.00,0,0,1,1,"0","0"
158,"REP Committeeman OSA6 (Vote For 1)","Write-in","REP",0,0.00,0,0,1,1,"0","0"
159,"DEM Committeeman OSA9 (Vote For 1)","Write-in","DEM",0,0.00,97,26,1,1,"0","0"
160,"REP Committeeman OSA9 (Vote For 1)","Jeff Oliver","REP",21,100.00,97,26,1,1,"0","0"
161,"REP Committeeman OSA9 (Vote For 1)","Write-in","REP",0,0.00,97,26,1,1,"0","0"
162,"DEM Committeeman OSG (Vote For 1)","Write-in","DEM",3,100.00,331,68,1,1,"0","0"
163,"REP Committeeman OSG (Vote For 1)","John Bueker","REP",51,98.08,331,68,1,1,"0","0"
164,"REP Committeeman OSG (Vote For 1)","Write-in","REP",1,1.92,331,68,1,1,"0","0"
165,"DEM Committeeman PC1 (Vote For 1)","Write-in","DEM",1,100.00,1017,236,1,1,"0","0"
166,"REP Committeeman PC1 (Vote For 1)","Bonnie E (Rob) Roberts","REP",158,92.40,1017,236,1,1,"0","0"
167,"REP Committeeman PC1 (Vote For 1)","Write-in","REP",13,7.60,1017,236,1,1,"0","0"
168,"DEM Committeeman PC2 (Vote For 1)","Write-in","DEM",4,100.00,962,133,1,1,"0","0"
169,"REP Committeeman PC2 (Vote For 1)","Write-in","REP",19,100.00,962,133,1,1,"0","0"
170,"DEM Committeeman PC3 (Vote For 1)","Dennis M Super","DEM",34,100.00,898,172,1,1,"0","0"
171,"DEM Committeeman PC3 (Vote For 1)","Write-in","DEM",0,0.00,898,172,1,1,"0","0"
172,"REP Committeeman PC3 (Vote For 1)","Matthew P Kelly","REP",111,98.23,898,172,1,1,"0","0"
173,"REP Committeeman PC3 (Vote For 1)","Write-in","REP",2,1.77,898,172,1,1,"0","0"
174,"DEM Committeeman PC4 (Vote For 1)","Robert (Ted) Stout","DEM",41,100.00,1279,274,1,1,"0","0"
175,"DEM Committeeman PC4 (Vote For 1)","Write-in","DEM",0,0.00,1279,274,1,1,"0","0"
176,"REP Committeeman PC4 (Vote For 1)","Frank W Kelly","REP",210,98.13,1279,274,1,1,"0","0"
177,"REP Committeeman PC4 (Vote For 1)","Write-in","REP",4,1.87,1279,274,1,1,"0","0"
178,"DEM Committeeman RICH (Vote For 1)","Write-in","DEM",0,0.00,1590,223,1,1,"0","0"
179,"REP Committeeman RICH (Vote For 1)","Brian Dowling","REP",171,97.71,1590,223,1,1,"0","0"
180,"REP Committeeman RICH (Vote For 1)","Write-in","REP",4,2.29,1590,223,1,1,"0","0"
181,"DEM Committeeman RICH6 (Vote For 1)","Write-in","DEM",1,100.00,110,16,1,1,"0","0"
182,"REP Committeeman RICH6 (Vote For 1)","Write-in","REP",2,100.00,110,16,1,1,"0","0"
183,"DEM Committeeman SC6 (Vote For 1)","Write-in","DEM",0,0.00,256,37,1,1,"0","0"
184,"REP Committeeman SC6 (Vote For 1)","Write-in","REP",0,0.00,256,37,1,1,"0","0"
185,"DEM Committeeman SC9 (Vote For 1)","Write-in","DEM",1,100.00,204,23,1,1,"0","0"
186,"REP Committeeman SC9 (Vote For 1)","Scott D Shane","REP",16,100.00,204,23,1,1,"0","0"
187,"REP Committeeman SC9 (Vote For 1)","Write-in","REP",0,0.00,204,23,1,1,"0","0"
188,"DEM Committeeman SH1 (Vote For 1)","Write-in","DEM",2,100.00,2108,149,1,1,"0","0"
189,"REP Committeeman SH1 (Vote For 1)","Write-in","REP",18,100.00,2108,149,1,1,"0","0"
190,"DEM Committeeman SH25 (Vote For 1)","Write-in","DEM",0,0.00,0,0,1,1,"0","0"
191,"REP Committeeman SH25 (Vote For 1)","Write-in","REP",0,0.00,0,0,1,1,"0","0"
192,"DEM Committeeman SH26 (Vote For 1)","Write-in","DEM",0,0.00,0,0,1,1,"0","0"
193,"REP Committeeman SH26 (Vote For 1)","Write-in","REP",0,0.00,0,0,1,1,"0","0"
194,"DEM Committeeman SH3 (Vote For 1)","Write-in","DEM",0,0.00,163,7,1,1,"0","0"
195,"REP Committeeman SH3 (Vote For 1)","Write-in","REP",0,0.00,163,7,1,1,"0","0"
196,"DEM Committeeman SMV6 (Vote For 1)","Write-in","DEM",4,100.00,1136,213,1,1,"0","0"
197,"REP Committeeman SMV6 (Vote For 1)","Write-in","REP",12,100.00,1136,213,1,1,"0","0"
198,"DEM Committeeman SPE2 (Vote For 1)","Write-in","DEM",0,0.00,148,32,1,1,"0","0"
199,"REP Committeeman SPE2 (Vote For 1)","Kelly Kaiser","REP",27,100.00,148,32,1,1,"0","0"
200,"REP Committeeman SPE2 (Vote For 1)","Write-in","REP",0,0.00,148,32,1,1,"0","0"
201,"DEM Committeeman SPW (Vote For 1)","Write-in","DEM",0,0.00,246,41,1,1,"0","0"
202,"REP Committeeman SPW (Vote For 1)","Write-in","REP",1,100.00,246,41,1,1,"0","0"
203,"DEM Committeeman STAN5 (Vote For 1)","Write-in","DEM",0,0.00,635,104,1,1,"0","0"
204,"REP Committeeman STAN5 (Vote For 1)","Write-in","REP",15,100.00,635,104,1,1,"0","0"
205,"DEM Committeeman STAN6 (Vote For 1)","Write-in","DEM",0,0.00,54,9,1,1,"0","0"
206,"REP Committeeman STAN6 (Vote For 1)","Write-in","REP",2,100.00,54,9,1,1,"0","0"
207,"DEM Committeeman SW (Vote For 1)","Write-in","DEM",0,0.00,1201,179,1,1,"0","0"
208,"REP Committeeman SW (Vote For 1)","Chris Kelly","REP",145,98.64,1201,179,1,1,"0","0"
209,"REP Committeeman SW (Vote For 1)","Write-in","REP",2,1.36,1201,179,1,1,"0","0"
210,"DEM Committeeman TM (Vote For 1)","Write-in","DEM",1,100.00,1252,148,1,1,"0","0"
211,"REP Committeeman TM (Vote For 1)","Write-in","REP",18,100.00,1252,148,1,1,"0","0"
212,"DEM Committeeman WMC (Vote For 1)","Write-in","DEM",0,0.00,631,140,1,1,"0","0"
213,"REP Committeeman WMC (Vote For 1)","John F Maddock Jr","REP",106,98.15,631,140,1,1,"0","0"
214,"REP Committeeman WMC (Vote For 1)","Write-in","REP",2,1.85,631,140,1,1,"0","0"
215,"DEM Committeeman WV6 (Vote For 1)","David Levings","DEM",26,100.00,741,203,1,1,"0","0"
216,"DEM Committeeman WV6 (Vote For 1)","Write-in","DEM",0,0.00,741,203,1,1,"0","0"
217,"REP Committeeman WV6 (Vote For 1)","Gregory Gross","REP",77,47.53,741,203,1,1,"0","0"
218,"REP Committeeman WV6 (Vote For 1)","George Pretz","REP",81,50.00,741,203,1,1,"0","0"
219,"REP Committeeman WV6 (Vote For 1)","Write-in","REP",4,2.47,741,203,1,1,"0","0"
220,"DEM Committeeman WV9 (Vote For 1)","Write-in","DEM",0,0.00,40,17,1,1,"0","0"
221,"REP Committeeman WV9 (Vote For 1)","Write-in","REP",0,0.00,40,17,1,1,"0","0"
222,"DEM Committeewoman EMC (Vote For 1)","Write-in","DEM",0,0.00,947,136,1,1,"0","0"
223,"REP Committeewoman EMC (Vote For 1)","Write-in","REP",11,100.00,947,136,1,1,"0","0"
224,"DEM Committeewoman EV6 (Vote For 1)","Judith K Jordan","DEM",9,100.00,314,88,1,1,"0","0"
225,"DEM Committeewoman EV6 (Vote For 1)","Write-in","DEM",0,0.00,314,88,1,1,"0","0"
226,"REP Committeewoman EV6 (Vote For 1)","Laura Epp","REP",75,98.68,314,88,1,1,"0","0"
227,"REP Committeewoman EV6 (Vote For 1)","Write-in","REP",1,1.32,314,88,1,1,"0","0"
228,"DEM Committeewoman EV9 (Vote For 1)","Write-in","DEM",0,0.00,20,8,1,1,"0","0"
229,"REP Committeewoman EV9 (Vote For 1)","Write-in","REP",1,100.00,20,8,1,1,"0","0"
230,"DEM Committeewoman FC (Vote For 1)","Write-in","DEM",0,0.00,126,18,1,1,"0","0"
231,"REP Committeewoman FC (Vote For 1)","Write-in","REP",5,100.00,126,18,1,1,"0","0"
232,"DEM Committeewoman LC1 (Vote For 1)","Write-in","DEM",3,100.00,729,78,1,1,"0","0"
233,"REP Committeewoman LC1 (Vote For 1)","Write-in","REP",5,100.00,729,78,1,1,"0","0"
234,"DEM Committeewoman LC2 (Vote For 1)","Write-in","DEM",1,100.00,1009,107,1,1,"0","0"
235,"REP Committeewoman LC2 (Vote For 1)","Allyn M Mowrey","REP",74,97.37,1009,107,1,1,"0","0"
236,"REP Committeewoman LC2 (Vote For 1)","Write-in","REP",2,2.63,1009,107,1,1,"0","0"
237,"DEM Committeewoman LC3 (Vote For 1)","Jana Wilkerson","DEM",32,100.00,983,131,1,1,"0","0"
238,"DEM Committeewoman LC3 (Vote For 1)","Write-in","DEM",0,0.00,983,131,1,1,"0","0"
239,"REP Committeewoman LC3 (Vote For 1)","Write-in","REP",7,100.00,983,131,1,1,"0","0"
240,"DEM Committeewoman MI6 (Vote For 1)","Write-in","DEM",0,0.00,170,33,1,1,"0","0"
241,"REP Committeewoman MI6 (Vote For 1)","Scotti Staats","REP",22,100.00,170,33,1,1,"0","0"
242,"REP Committeewoman MI6 (Vote For 1)","Write-in","REP",0,0.00,170,33,1,1,"0","0"
243,"DEM Committeewoman MI9 (Vote For 1)","Write-in","DEM",1,100.00,254,43,1,1,"0","0"
244,"REP Committeewoman MI9 (Vote For 1)","Write-in","REP",1,100.00,254,43,1,1,"0","0"
245,"DEM Committeewoman MND5 (Vote For 1)","Write-in","DEM",0,0.00,131,23,1,1,"0","0"
246,"REP Committeewoman MND5 (Vote For 1)","Write-in","REP",0,0.00,131,23,1,1,"0","0"
247,"DEM Committeewoman MND9 (Vote For 1)","Write-in","DEM",8,100.00,410,88,1,1,"0","0"
248,"REP Committeewoman MND9 (Vote For 1)","Write-in","REP",7,100.00,410,88,1,1,"0","0"
249,"DEM Committeewoman NMV523 (Vote For 1)","Write-in","DEM",0,0.00,141,6,1,1,"0","0"
250,"REP Committeewoman NMV523 (Vote For 1)","Write-in","REP",0,0.00,141,6,1,1,"0","0"
251,"DEM Committeewoman NMV537 (Vote For 1)","Write-in","DEM",0,0.00,337,48,1,1,"0","0"
252,"REP Committeewoman NMV537 (Vote For 1)","Jennifer Williams","REP",33,97.06,337,48,1,1,"0","0"
253,"REP Committeewoman NMV537 (Vote For 1)","Write-in","REP",1,2.94,337,48,1,1,"0","0"
254,"DEM Committeewoman NMV623 (Vote For 1)","Write-in","DEM",0,0.00,161,18,1,1,"0","0"
255,"REP Committeewoman NMV623 (Vote For 1)","Write-in","REP",1,100.00,161,18,1,1,"0","0"
256,"DEM Committeewoman NMV637 (Vote For 1)","Write-in","DEM",0,0.00,250,52,1,1,"0","0"
