Offical Election Results
Anderson County
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"Garnett Precinct I","City of Garnett Commissioner","Justin Thompson","166","66.67%"
"Garnett Precinct I","City of Garnett Commissioner","Jody M. Cole","321","66.67%"
"Garnett Precinct I","City of Garnett Commissioner","Mark Powls","0","66.67%"
"Garnett Precinct I","City of Garnett Commissioner","WRITE-IN","38","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Warner","Yes","309","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Warner","No","161","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Bruns","Yes","329","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Bruns","No","139","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Atcheson","Yes","285","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Atcheson","No","180","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Arnold-Burger","Yes","270","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Arnold-Burger","No","193","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Pickering","Yes","281","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Pickering","No","185","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Coble","Yes","284","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Coble","No","177","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Gardner","Yes","329","66.67%"
"Garnett Precinct I","Retain Court of Appeals Judge, Gardner","No","142","66.67%"
"Garnett Precinct I","Retain District 4 Division 1 Court Judge, Wine","Yes","324","66.67%"
"Garnett Precinct I","Retain District 4 Division 1 Court Judge, Wine","No","138","66.67%"
"Garnett Precinct I","Retain District 4 Division 2 Court Judge, Witteman","Yes","325","66.67%"
"Garnett Precinct I","Retain District 4 Division 2 Court Judge, Witteman","No","142","66.67%"
"Garnett Precinct I","Retain District 4 Division 3 Court Judge, Godderz","Yes","357","66.67%"
"Garnett Precinct I","Retain District 4 Division 3 Court Judge, Godderz","No","130","66.67%"
"Garnett Precinct II","US President and Vice President","Harris and Walz","101","67.09%"
"Garnett Precinct II","US President and Vice President","Kennedy Jr. and Shanahan","7","67.09%"
"Garnett Precinct II","US President and Vice President","Oliver and ter Maat","2","67.09%"
"Garnett Precinct II","US President and Vice President","Trump and Vance","355","67.09%"
"Garnett Precinct II","US President and Vice President","WRITE-IN","1","67.09%"
"Garnett Precinct II","US Representative District 3","Sharice Davids","112","67.09%"
"Garnett Precinct II","US Representative District 3","Prasanth Reddy","310","67.09%"
"Garnett Precinct II","US Representative District 3","Steve Roberts","38","67.09%"
"Garnett Precinct II","US Representative District 3","WRITE-IN","0","67.09%"
"Garnett Precinct II","State Senate District 12","Cullene Lang","73","67.09%"
"Garnett Precinct II","State Senate District 12","Caryn Tyson","375","67.09%"
"Garnett Precinct II","State Senate District 12","WRITE-IN","2","67.09%"
"Garnett Precinct II","State Representative District 9","Fred Gardner","432","67.09%"
"Garnett Precinct II","State Representative District 9","WRITE-IN","6","67.09%"
"Garnett Precinct II","County Commissioner District 2","Anthony ""Spike"" Mersman","415","67.09%"
"Garnett Precinct II","County Commissioner District 2","WRITE-IN","10","67.09%"
"Garnett Precinct II","County Clerk","Julie Wettstein","428","67.09%"
"Garnett Precinct II","County Clerk","WRITE-IN","4","67.09%"
"Garnett Precinct II","County Treasurer","Ida (Yoder) McClelland","433","67.09%"
"Garnett Precinct II","County Treasurer","WRITE-IN","1","67.09%"
"Garnett Precinct II","County Register of Deeds","Sandra J. Baugher","366","67.09%"
"Garnett Precinct II","County Register of Deeds","WRITE-IN","5","67.09%"
"Garnett Precinct II","County Attorney","Steven R Wilson","410","67.09%"
"Garnett Precinct II","County Attorney","WRITE-IN","10","67.09%"
"Garnett Precinct II","County Sheriff","Wesley E McClain","414","67.09%"
"Garnett Precinct II","County Sheriff","Robert Smith","13","67.09%"
"Garnett Precinct II","County Sheriff","WRITE-IN","6","67.09%"
"Garnett Precinct II","City of Garnett Commissioner","Justin Thompson","120","67.09%"
"Garnett Precinct II","City of Garnett Commissioner","Jody M. Cole","289","67.09%"
"Garnett Precinct II","City of Garnett Commissioner","Mark Powls","0","67.09%"
"Garnett Precinct II","City of Garnett Commissioner","WRITE-IN","29","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Warner","Yes","277","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Warner","No","107","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Bruns","Yes","268","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Bruns","No","115","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Atcheson","Yes","235","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Atcheson","No","140","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Arnold-Burger","Yes","240","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Arnold-Burger","No","137","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Pickering","Yes","231","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Pickering","No","144","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Coble","Yes","234","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Coble","No","138","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Gardner","Yes","260","67.09%"
"Garnett Precinct II","Retain Court of Appeals Judge, Gardner","No","115","67.09%"
"Garnett Precinct II","Retain District 4 Division 1 Court Judge, Wine","Yes","278","67.09%"
"Garnett Precinct II","Retain District 4 Division 1 Court Judge, Wine","No","99","67.09%"
"Garnett Precinct II","Retain District 4 Division 2 Court Judge, Witteman","Yes","277","67.09%"
"Garnett Precinct II","Retain District 4 Division 2 Court Judge, Witteman","No","99","67.09%"
"Garnett Precinct II","Retain District 4 Division 3 Court Judge, Godderz","Yes","302","67.09%"
"Garnett Precinct II","Retain District 4 Division 3 Court Judge, Godderz","No","91","67.09%"
"Garnett Precinct III","US President and Vice President","Harris and Walz","84","57.94%"
"Garnett Precinct III","US President and Vice President","Kennedy Jr. and Shanahan","3","57.94%"
"Garnett Precinct III","US President and Vice President","Oliver and ter Maat","1","57.94%"
"Garnett Precinct III","US President and Vice President","Trump and Vance","283","57.94%"
"Garnett Precinct III","US President and Vice President","WRITE-IN","0","57.94%"
"Garnett Precinct III","US Representative District 3","Sharice Davids","103","57.94%"
"Garnett Precinct III","US Representative District 3","Prasanth Reddy","241","57.94%"
"Garnett Precinct III","US Representative District 3","Steve Roberts","26","57.94%"
"Garnett Precinct III","US Representative District 3","WRITE-IN","0","57.94%"
"Garnett Precinct III","State Senate District 12","Cullene Lang","56","57.94%"
"Garnett Precinct III","State Senate District 12","Caryn Tyson","299","57.94%"
"Garnett Precinct III","State Senate District 12","WRITE-IN","2","57.94%"
"Garnett Precinct III","State Representative District 9","Fred Gardner","347","57.94%"
"Garnett Precinct III","State Representative District 9","WRITE-IN","2","57.94%"
"Garnett Precinct III","County Commissioner District 3","Phyllis Gettler","119","57.94%"
"Garnett Precinct III","County Commissioner District 3","Michael E. Blaufuss","251","57.94%"
"Garnett Precinct III","County Commissioner District 3","WRITE-IN","2","57.94%"
"Garnett Precinct III","County Clerk","Julie Wettstein","349","57.94%"
"Garnett Precinct III","County Clerk","WRITE-IN","4","57.94%"
"Garnett Precinct III","County Treasurer","Ida (Yoder) McClelland","354","57.94%"
"Garnett Precinct III","County Treasurer","WRITE-IN","3","57.94%"
"Garnett Precinct III","County Register of Deeds","Sandra J. Baugher","303","57.94%"
"Garnett Precinct III","County Register of Deeds","WRITE-IN","10","57.94%"
"Garnett Precinct III","County Attorney","Steven R Wilson","325","57.94%"
"Garnett Precinct III","County Attorney","WRITE-IN","12","57.94%"
"Garnett Precinct III","County Sheriff","Wesley E McClain","337","57.94%"
"Garnett Precinct III","County Sheriff","Robert Smith","11","57.94%"
"Garnett Precinct III","County Sheriff","WRITE-IN","5","57.94%"
"Garnett Precinct III","City of Garnett Commissioner","Justin Thompson","119","57.94%"
"Garnett Precinct III","City of Garnett Commissioner","Jody M. Cole","203","57.94%"
"Garnett Precinct III","City of Garnett Commissioner","Mark Powls","0","57.94%"
"Garnett Precinct III","City of Garnett Commissioner","WRITE-IN","18","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Warner","Yes","202","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Warner","No","110","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Bruns","Yes","199","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Bruns","No","111","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Atcheson","Yes","185","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Atcheson","No","121","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Arnold-Burger","Yes","194","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Arnold-Burger","No","112","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Pickering","Yes","179","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Pickering","No","125","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Coble","Yes","183","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Coble","No","123","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Gardner","Yes","203","57.94%"
"Garnett Precinct III","Retain Court of Appeals Judge, Gardner","No","103","57.94%"
"Garnett Precinct III","Retain District 4 Division 1 Court Judge, Wine","Yes","215","57.94%"
"Garnett Precinct III","Retain District 4 Division 1 Court Judge, Wine","No","92","57.94%"
"Garnett Precinct III","Retain District 4 Division 2 Court Judge, Witteman","Yes","213","57.94%"
"Garnett Precinct III","Retain District 4 Division 2 Court Judge, Witteman","No","91","57.94%"
"Garnett Precinct III","Retain District 4 Division 3 Court Judge, Godderz","Yes","232","57.94%"
"Garnett Precinct III","Retain District 4 Division 3 Court Judge, Godderz","No","90","57.94%"
"Garnett Precinct IV","US President and Vice President","Harris and Walz","14","43.88%"
"Garnett Precinct IV","US President and Vice President","Kennedy Jr. and Shanahan","1","43.88%"
"Garnett Precinct IV","US President and Vice President","Oliver and ter Maat","0","43.88%"
"Garnett Precinct IV","US President and Vice President","Trump and Vance","71","43.88%"
"Garnett Precinct IV","US President and Vice President","WRITE-IN","0","43.88%"
"Garnett Precinct IV","US Representative District 3","Sharice Davids","25","43.88%"
"Garnett Precinct IV","US Representative District 3","Prasanth Reddy","53","43.88%"
"Garnett Precinct IV","US Representative District 3","Steve Roberts","5","43.88%"
"Garnett Precinct IV","US Representative District 3","WRITE-IN","2","43.88%"
"Garnett Precinct IV","State Senate District 12","Cullene Lang","17","43.88%"
"Garnett Precinct IV","State Senate District 12","Caryn Tyson","66","43.88%"
"Garnett Precinct IV","State Senate District 12","WRITE-IN","0","43.88%"
"Garnett Precinct IV","State Representative District 9","Fred Gardner","79","43.88%"
"Garnett Precinct IV","State Representative District 9","WRITE-IN","0","43.88%"
"Garnett Precinct IV","County Commissioner District 2","Anthony ""Spike"" Mersman","71","43.88%"
"Garnett Precinct IV","County Commissioner District 2","WRITE-IN","3","43.88%"
"Garnett Precinct IV","County Clerk","Julie Wettstein","77","43.88%"
"Garnett Precinct IV","County Clerk","WRITE-IN","0","43.88%"
"Garnett Precinct IV","County Treasurer","Ida (Yoder) McClelland","78","43.88%"
"Garnett Precinct IV","County Treasurer","WRITE-IN","0","43.88%"
"Garnett Precinct IV","County Register of Deeds","Sandra J. Baugher","62","43.88%"
"Garnett Precinct IV","County Register of Deeds","WRITE-IN","3","43.88%"
"Garnett Precinct IV","County Attorney","Steven R Wilson","72","43.88%"
"Garnett Precinct IV","County Attorney","WRITE-IN","2","43.88%"
"Garnett Precinct IV","County Sheriff","Wesley E McClain","76","43.88%"
"Garnett Precinct IV","County Sheriff","Robert Smith","3","43.88%"
"Garnett Precinct IV","County Sheriff","WRITE-IN","0","43.88%"
"Garnett Precinct IV","City of Garnett Commissioner","Justin Thompson","29","43.88%"
"Garnett Precinct IV","City of Garnett Commissioner","Jody M. Cole","40","43.88%"
"Garnett Precinct IV","City of Garnett Commissioner","Mark Powls","0","43.88%"
"Garnett Precinct IV","City of Garnett Commissioner","WRITE-IN","5","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Warner","Yes","48","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Warner","No","22","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Bruns","Yes","50","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Bruns","No","20","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Atcheson","Yes","44","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Atcheson","No","25","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Arnold-Burger","Yes","45","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Arnold-Burger","No","25","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Pickering","Yes","45","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Pickering","No","26","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Coble","Yes","44","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Coble","No","26","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Gardner","Yes","48","43.88%"
"Garnett Precinct IV","Retain Court of Appeals Judge, Gardner","No","22","43.88%"
"Garnett Precinct IV","Retain District 4 Division 1 Court Judge, Wine","Yes","52","43.88%"
"Garnett Precinct IV","Retain District 4 Division 1 Court Judge, Wine","No","18","43.88%"
"Garnett Precinct IV","Retain District 4 Division 2 Court Judge, Witteman","Yes","55","43.88%"
"Garnett Precinct IV","Retain District 4 Division 2 Court Judge, Witteman","No","15","43.88%"
"Garnett Precinct IV","Retain District 4 Division 3 Court Judge, Godderz","Yes","57","43.88%"
"Garnett Precinct IV","Retain District 4 Division 3 Court Judge, Godderz","No","14","43.88%"
"Indian Creek Township","US President and Vice President","Harris and Walz","11","66.67%"
"Indian Creek Township","US President and Vice President","Kennedy Jr. and Shanahan","0","66.67%"
"Indian Creek Township","US President and Vice President","Oliver and ter Maat","0","66.67%"
"Indian Creek Township","US President and Vice President","Trump and Vance","59","66.67%"
"Indian Creek Township","US President and Vice President","WRITE-IN","0","66.67%"
"Indian Creek Township","US Representative District 3","Sharice Davids","11","66.67%"
"Indian Creek Township","US Representative District 3","Prasanth Reddy","45","66.67%"
"Indian Creek Township","US Representative District 3","Steve Roberts","9","66.67%"
"Indian Creek Township","US Representative District 3","WRITE-IN","0","66.67%"
"Indian Creek Township","State Senate District 12","Cullene Lang","7","66.67%"
"Indian Creek Township","State Senate District 12","Caryn Tyson","56","66.67%"
"Indian Creek Township","State Senate District 12","WRITE-IN","0","66.67%"
"Indian Creek Township","State Representative District 9","Fred Gardner","63","66.67%"
"Indian Creek Township","State Representative District 9","WRITE-IN","0","66.67%"
"Indian Creek Township","County Commissioner District 3","Phyllis Gettler","16","66.67%"
"Indian Creek Township","County Commissioner District 3","Michael E. Blaufuss","53","66.67%"
"Indian Creek Township","County Commissioner District 3","WRITE-IN","0","66.67%"
"Indian Creek Township","County Clerk","Julie Wettstein","66","66.67%"
"Indian Creek Township","County Clerk","WRITE-IN","0","66.67%"
"Indian Creek Township","County Treasurer","Ida (Yoder) McClelland","63","66.67%"
"Indian Creek Township","County Treasurer","WRITE-IN","1","66.67%"
"Indian Creek Township","County Register of Deeds","Sandra J. Baugher","42","66.67%"
"Indian Creek Township","County Register of Deeds","WRITE-IN","5","66.67%"
"Indian Creek Township","County Attorney","Steven R Wilson","55","66.67%"
"Indian Creek Township","County Attorney","WRITE-IN","2","66.67%"
"Indian Creek Township","County Sheriff","Wesley E McClain","64","66.67%"
"Indian Creek Township","County Sheriff","Robert Smith","0","66.67%"
"Indian Creek Township","County Sheriff","WRITE-IN","1","66.67%"
"Indian Creek Township","Indian Creek Township Trustee","Rochelle Smart","57","66.67%"
"Indian Creek Township","Indian Creek Township Trustee","WRITE-IN","1","66.67%"
"Indian Creek Township","Indian Creek Township Treasurer","Fred Blevins","3","66.67%"
"Indian Creek Township","Indian Creek Township Treasurer","WRITE-IN","8","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Warner","Yes","32","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Warner","No","22","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Bruns","Yes","35","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Bruns","No","21","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Atcheson","Yes","28","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Atcheson","No","26","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Arnold-Burger","Yes","25","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Arnold-Burger","No","28","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Pickering","Yes","29","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Pickering","No","23","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Coble","Yes","28","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Coble","No","24","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Gardner","Yes","37","66.67%"
"Indian Creek Township","Retain Court of Appeals Judge, Gardner","No","17","66.67%"
"Indian Creek Township","Retain District 4 Division 1 Court Judge, Wine","Yes","42","66.67%"
"Indian Creek Township","Retain District 4 Division 1 Court Judge, Wine","No","14","66.67%"
"Indian Creek Township","Retain District 4 Division 2 Court Judge, Witteman","Yes","43","66.67%"
"Indian Creek Township","Retain District 4 Division 2 Court Judge, Witteman","No","15","66.67%"
"Indian Creek Township","Retain District 4 Division 3 Court Judge, Godderz","Yes","51","66.67%"
"Indian Creek Township","Retain District 4 Division 3 Court Judge, Godderz","No","11","66.67%"
"Jackson Township","US President and Vice President","Harris and Walz","29","72.09%"
"Jackson Township","US President and Vice President","Kennedy Jr. and Shanahan","2","72.09%"
"Jackson Township","US President and Vice President","Oliver and ter Maat","0","72.09%"
"Jackson Township","US President and Vice President","Trump and Vance","214","72.09%"
"Jackson Township","US President and Vice President","WRITE-IN","1","72.09%"
"Jackson Township","US Representative District 3","Sharice Davids","37","72.09%"
"Jackson Township","US Representative District 3","Prasanth Reddy","186","72.09%"
"Jackson Township","US Representative District 3","Steve Roberts","13","72.09%"
"Jackson Township","US Representative District 3","WRITE-IN","1","72.09%"
"Jackson Township","State Senate District 12","Cullene Lang","17","72.09%"
"Jackson Township","State Senate District 12","Caryn Tyson","217","72.09%"
"Jackson Township","State Senate District 12","WRITE-IN","1","72.09%"
"Jackson Township","State Representative District 9","Fred Gardner","237","72.09%"
"Jackson Township","State Representative District 9","WRITE-IN","0","72.09%"
"Jackson Township","County Commissioner District 3","Phyllis Gettler","46","72.09%"
"Jackson Township","County Commissioner District 3","Michael E. Blaufuss","198","72.09%"
"Jackson Township","County Commissioner District 3","WRITE-IN","0","72.09%"
"Jackson Township","County Clerk","Julie Wettstein","228","72.09%"
"Jackson Township","County Clerk","WRITE-IN","1","72.09%"
"Jackson Township","County Treasurer","Ida (Yoder) McClelland","236","72.09%"
"Jackson Township","County Treasurer","WRITE-IN","1","72.09%"
"Jackson Township","County Register of Deeds","Sandra J. Baugher","180","72.09%"
"Jackson Township","County Register of Deeds","WRITE-IN","2","72.09%"
"Jackson Township","County Attorney","Steven R Wilson","223","72.09%"
"Jackson Township","County Attorney","WRITE-IN","3","72.09%"
"Jackson Township","County Sheriff","Wesley E McClain","223","72.09%"
"Jackson Township","County Sheriff","Robert Smith","5","72.09%"
"Jackson Township","County Sheriff","WRITE-IN","0","72.09%"
"Jackson Township","Jackson Township Trustee","WRITE-IN","25","72.09%"
"Jackson Township","Jackson Township Treasurer","WRITE-IN","17","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Warner","Yes","132","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Warner","No","57","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Bruns","Yes","138","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Bruns","No","48","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Atcheson","Yes","92","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Atcheson","No","93","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Arnold-Burger","Yes","90","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Arnold-Burger","No","93","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Pickering","Yes","90","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Pickering","No","94","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Coble","Yes","92","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Coble","No","91","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Gardner","Yes","142","72.09%"
"Jackson Township","Retain Court of Appeals Judge, Gardner","No","43","72.09%"
"Jackson Township","Retain District 4 Division 1 Court Judge, Wine","Yes","135","72.09%"
"Jackson Township","Retain District 4 Division 1 Court Judge, Wine","No","44","72.09%"
"Jackson Township","Retain District 4 Division 2 Court Judge, Witteman","Yes","138","72.09%"
"Jackson Township","Retain District 4 Division 2 Court Judge, Witteman","No","43","72.09%"
"Jackson Township","Retain District 4 Division 3 Court Judge, Godderz","Yes","159","72.09%"
"Jackson Township","Retain District 4 Division 3 Court Judge, Godderz","No","39","72.09%"
"Lincoln Township","US President and Vice President","Harris and Walz","17","74.85%"
"Lincoln Township","US President and Vice President","Kennedy Jr. and Shanahan","3","74.85%"
"Lincoln Township","US President and Vice President","Oliver and ter Maat","0","74.85%"
"Lincoln Township","US President and Vice President","Trump and Vance","100","74.85%"
"Lincoln Township","US President and Vice President","WRITE-IN","0","74.85%"
"Lincoln Township","US Representative District 3","Sharice Davids","22","74.85%"
"Lincoln Township","US Representative District 3","Prasanth Reddy","87","74.85%"
"Lincoln Township","US Representative District 3","Steve Roberts","8","74.85%"
"Lincoln Township","US Representative District 3","WRITE-IN","0","74.85%"
"Lincoln Township","State Senate District 12","Cullene Lang","15","74.85%"
"Lincoln Township","State Senate District 12","Caryn Tyson","101","74.85%"
"Lincoln Township","State Senate District 12","WRITE-IN","0","74.85%"
"Lincoln Township","State Representative District 9","Fred Gardner","116","74.85%"
"Lincoln Township","State Representative District 9","WRITE-IN","0","74.85%"
"Lincoln Township","County Clerk","Julie Wettstein","118","74.85%"
"Lincoln Township","County Clerk","WRITE-IN","0","74.85%"
"Lincoln Township","County Treasurer","Ida (Yoder) McClelland","114","74.85%"
"Lincoln Township","County Treasurer","WRITE-IN","0","74.85%"
"Lincoln Township","County Register of Deeds","Sandra J. Baugher","89","74.85%"
"Lincoln Township","County Register of Deeds","WRITE-IN","3","74.85%"
"Lincoln Township","County Attorney","Steven R Wilson","109","74.85%"
"Lincoln Township","County Attorney","WRITE-IN","2","74.85%"
"Lincoln Township","County Sheriff","Wesley E McClain","101","74.85%"
"Lincoln Township","County Sheriff","Robert Smith","11","74.85%"
"Lincoln Township","County Sheriff","WRITE-IN","1","74.85%"
"Lincoln Township","Lincoln Township Treasurer","J. Yvonne Cobbs","112","74.85%"
"Lincoln Township","Lincoln Township Treasurer","WRITE-IN","0","74.85%"
"Lincoln Township","Lincoln Township Trustee","WRITE-IN","9","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Warner","Yes","60","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Warner","No","30","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Bruns","Yes","61","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Bruns","No","28","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Atcheson","Yes","60","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Atcheson","No","31","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Arnold-Burger","Yes","55","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Arnold-Burger","No","36","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Pickering","Yes","56","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Pickering","No","33","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Coble","Yes","60","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Coble","No","31","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Gardner","Yes","62","74.85%"
"Lincoln Township","Retain Court of Appeals Judge, Gardner","No","29","74.85%"
"Lincoln Township","Retain District 4 Division 1 Court Judge, Wine","Yes","69","74.85%"
"Lincoln Township","Retain District 4 Division 1 Court Judge, Wine","No","24","74.85%"
"Lincoln Township","Retain District 4 Division 2 Court Judge, Witteman","Yes","70","74.85%"
"Lincoln Township","Retain District 4 Division 2 Court Judge, Witteman","No","25","74.85%"
"Lincoln Township","Retain District 4 Division 3 Court Judge, Godderz","Yes","72","74.85%"
"Lincoln Township","Retain District 4 Division 3 Court Judge, Godderz","No","26","74.85%"
"Lone Elm Township","US President and Vice President","Harris and Walz","20","68.95%"
"Lone Elm Township","US President and Vice President","Kennedy Jr. and Shanahan","2","68.95%"
"Lone Elm Township","US President and Vice President","Oliver and ter Maat","0","68.95%"
"Lone Elm Township","US President and Vice President","Trump and Vance","108","68.95%"
"Lone Elm Township","US President and Vice President","WRITE-IN","0","68.95%"
"Lone Elm Township","US Representative District 3","Sharice Davids","24","68.95%"
"Lone Elm Township","US Representative District 3","Prasanth Reddy","91","68.95%"
"Lone Elm Township","US Representative District 3","Steve Roberts","14","68.95%"
"Lone Elm Township","US Representative District 3","WRITE-IN","0","68.95%"
"Lone Elm Township","State Senate District 12","Cullene Lang","17","68.95%"
"Lone Elm Township","State Senate District 12","Caryn Tyson","112","68.95%"
