County,Precinct,Race,Candidate,Party,Votes,VTD
Douglas,Lawrence Precinct 19,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,755,000250
Douglas,Lawrence Precinct 19,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,310,000250
Douglas,Lawrence Precinct 19,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,17,000250
Douglas,Lawrence Precinct 20,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,995,000260
Douglas,Lawrence Precinct 20,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,344,000260
Douglas,Lawrence Precinct 20,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,39,000260
Douglas,Lawrence Precinct 21,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,359,000270
Douglas,Lawrence Precinct 21,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,71,000270
Douglas,Lawrence Precinct 21,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,6,000270
Douglas,Lawrence Precinct 22,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,700,000280
Douglas,Lawrence Precinct 22,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,267,000280
Douglas,Lawrence Precinct 22,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,21,000280
Douglas,Lawrence Precinct 23,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,472,000290
Douglas,Lawrence Precinct 23,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,95,000290
Douglas,Lawrence Precinct 23,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,6,000290
Douglas,Lawrence Precinct 24,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,428,000300
Douglas,Lawrence Precinct 24,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,157,000300
Douglas,Lawrence Precinct 24,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,12,000300
Douglas,Lawrence Precinct 25,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,362,000310
Douglas,Lawrence Precinct 25,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,49,000310
Douglas,Lawrence Precinct 25,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,9,000310
Douglas,Lawrence Precinct 26,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,535,000320
Douglas,Lawrence Precinct 26,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,74,000320
Douglas,Lawrence Precinct 26,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,10,000320
Douglas,Lawrence Precinct 27,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,555,000330
Douglas,Lawrence Precinct 27,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,97,000330
Douglas,Lawrence Precinct 27,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,10,000330
Douglas,Lawrence Precinct 28,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,360,000340
Douglas,Lawrence Precinct 28,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,56,000340
Douglas,Lawrence Precinct 28,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,8,000340
Douglas,Lawrence Precinct 29,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,489,000350
Douglas,Lawrence Precinct 29,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,120,000350
Douglas,Lawrence Precinct 29,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,12,000350
Douglas,Lawrence Precinct 31,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,675,000370
Douglas,Lawrence Precinct 31,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,202,000370
Douglas,Lawrence Precinct 31,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,15,000370
Douglas,Lawrence Precinct 32,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,419,000380
Douglas,Lawrence Precinct 32,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,163,000380
Douglas,Lawrence Precinct 32,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,25,000380
Douglas,Lawrence Precinct 33,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,635,000400
Douglas,Lawrence Precinct 33,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,107,000400
Douglas,Lawrence Precinct 33,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,13,000400
Douglas,Lawrence Precinct 38,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,1004,000450
Douglas,Lawrence Precinct 38,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,345,000450
Douglas,Lawrence Precinct 38,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,30,000450
Douglas,Lawrence Precinct 39,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,687,000460
Douglas,Lawrence Precinct 39,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,67,000460
Douglas,Lawrence Precinct 39,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,17,000460
Douglas,Lawrence Precinct 40,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,652,000470
Douglas,Lawrence Precinct 40,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,48,000470
Douglas,Lawrence Precinct 40,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,15,000470
Douglas,Lawrence Precinct 41 Exclave A,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,00048B
Douglas,Lawrence Precinct 41 Exclave A,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,00048B
Douglas,Lawrence Precinct 41 Exclave A,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,00048B
Douglas,Lawrence Precinct 41 Exclave C,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,00048D
Douglas,Lawrence Precinct 41 Exclave C,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,00048D
Douglas,Lawrence Precinct 41 Exclave C,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,00048D
Douglas,Lawrence Precinct 43 Part 1,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,429,00050A
Douglas,Lawrence Precinct 43 Part 1,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,164,00050A
Douglas,Lawrence Precinct 43 Part 1,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,9,00050A
Douglas,Lawrence Precinct 43 Part 3,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,00050C
Douglas,Lawrence Precinct 43 Part 3,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,00050C
Douglas,Lawrence Precinct 43 Part 3,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,00050C
Douglas,Lawrence Precinct 45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,945,00052A
Douglas,Lawrence Precinct 45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,440,00052A
Douglas,Lawrence Precinct 45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,18,00052A
Douglas,Lawrence Precinct 49,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,1079,000560
Douglas,Lawrence Precinct 49,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,523,000560
Douglas,Lawrence Precinct 49,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,27,000560
Douglas,North Eudora Precinct 52,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,240,000600
Douglas,North Eudora Precinct 52,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,296,000600
Douglas,North Eudora Precinct 52,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,17,000600
Douglas,Northeast Baldwin Precinct 61,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,535,000620
Douglas,Northeast Baldwin Precinct 61,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,659,000620
Douglas,Northeast Baldwin Precinct 61,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,42,000620
Douglas,Northwest Baldwin Precinct 60,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,449,000630
Douglas,Northwest Baldwin Precinct 60,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,510,000630
Douglas,Northwest Baldwin Precinct 60,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,31,000630
Douglas,South Baldwin Precinct 62,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,425,000640
Douglas,South Baldwin Precinct 62,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,608,000640
Douglas,South Baldwin Precinct 62,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,37,000640
Douglas,Vinland Precinct 63,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,349,000660
Douglas,Vinland Precinct 63,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,403,000660
Douglas,Vinland Precinct 63,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,16,000660
Douglas,West Wakarusa Precinct 66 Part 3,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,00067B
Douglas,West Wakarusa Precinct 66 Part 3,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,00067B
Douglas,West Wakarusa Precinct 66 Part 3,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,00067B
Douglas,East Wakarusa H38 Precinct 65 Part 3 H10,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,120020
Douglas,East Wakarusa H38 Precinct 65 Part 3 H10,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,120020
Douglas,East Wakarusa H38 Precinct 65 Part 3 H10,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,120020
Douglas,East Wakarusa H38 Precinct 65 Part 3 H46,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,120030
Douglas,East Wakarusa H38 Precinct 65 Part 3 H46,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,120030
Douglas,East Wakarusa H38 Precinct 65 Part 3 H46,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,120030
Douglas,Grant Township S2 H45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,18,120040
Douglas,Grant Township S2 H45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,7,120040
Douglas,Grant Township S2 H45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,1,120040
Douglas,Grant Township S3 H45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,79,120050
Douglas,Grant Township S3 H45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,70,120050
Douglas,Grant Township S3 H45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,6,120050
Douglas,Grant Township S3 H46,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,38,120060
Douglas,Grant Township S3 H46,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,16,120060
Douglas,Grant Township S3 H46,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,1,120060
Douglas,Kawaka Township S19,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,470,120070
Douglas,Kawaka Township S19,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,364,120070
Douglas,Kawaka Township S19,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,17,120070
Douglas,Kawaka Township S2,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,81,120080
Douglas,Kawaka Township S2,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,62,120080
Douglas,Kawaka Township S2,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,3,120080
Douglas,Lawrence Precinct 30 S2,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,180,120090
Douglas,Lawrence Precinct 30 S2,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,41,120090
Douglas,Lawrence Precinct 30 S2,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,8,120090
Douglas,Lawrence Precinct 30 S3,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,343,120100
Douglas,Lawrence Precinct 30 S3,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,55,120100
Douglas,Lawrence Precinct 30 S3,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,13,120100
Douglas,Lawrence Precinct 34 S2,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,398,120110
Douglas,Lawrence Precinct 34 S2,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,68,120110
Douglas,Lawrence Precinct 34 S2,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,9,120110
Douglas,Lawrence Precinct 34 S3,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,69,120120
Douglas,Lawrence Precinct 34 S3,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,10,120120
Douglas,Lawrence Precinct 34 S3,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,2,120120
Douglas,Lawrence Precinct 35 S2,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,612,120130
Douglas,Lawrence Precinct 35 S2,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,131,120130
Douglas,Lawrence Precinct 35 S2,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,25,120130
Douglas,Lawrence Precinct 35 S3,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,44,120140
Douglas,Lawrence Precinct 35 S3,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,14,120140
Douglas,Lawrence Precinct 35 S3,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,1,120140
Douglas,Lawrence Precinct 36 S2,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,467,120150
Douglas,Lawrence Precinct 36 S2,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,140,120150
Douglas,Lawrence Precinct 36 S2,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,28,120150
Douglas,Lawrence Precinct 37 H10,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,671,120170
Douglas,Lawrence Precinct 37 H10,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,262,120170
Douglas,Lawrence Precinct 37 H10,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,16,120170
Douglas,Lawrence Precinct 38 Part 2 H10,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,120190
Douglas,Lawrence Precinct 38 Part 2 H10,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,120190
Douglas,Lawrence Precinct 38 Part 2 H10,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,120190
Douglas,Lawrence Precinct 41 S2 H45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,120210
Douglas,Lawrence Precinct 41 S2 H45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,120210
Douglas,Lawrence Precinct 41 S2 H45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,120210
Douglas,Lawrence Precinct 41 S2 H45 A,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,12021A
Douglas,Lawrence Precinct 41 S2 H45 A,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,12021A
Douglas,Lawrence Precinct 41 S2 H45 A,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,12021A
Douglas,Lawrence Precinct 41 S2 H46,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,9,120220
Douglas,Lawrence Precinct 41 S2 H46,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,3,120220
Douglas,Lawrence Precinct 41 S2 H46,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,3,120220
Douglas,Lawrence Precinct 41 S3 H45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,1,120230
Douglas,Lawrence Precinct 41 S3 H45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,120230
Douglas,Lawrence Precinct 41 S3 H45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,120230
Douglas,Lawrence Precinct 41 S3 H46,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,998,120240
Douglas,Lawrence Precinct 41 S3 H46,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,259,120240
Douglas,Lawrence Precinct 41 S3 H46,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,30,120240
Douglas,Lawrence Precinct 42 Part 1 H45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,257,120250
Douglas,Lawrence Precinct 42 Part 1 H45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,116,120250
Douglas,Lawrence Precinct 42 Part 1 H45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,8,120250
Douglas,Lawrence Precinct 42 Part 1 H46,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,211,120260
Douglas,Lawrence Precinct 42 Part 1 H46,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,72,120260
Douglas,Lawrence Precinct 42 Part 1 H46,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,10,120260
Douglas,Lawrence Precinct 44 H44,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,294,120270
Douglas,Lawrence Precinct 44 H44,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,72,120270
Douglas,Lawrence Precinct 44 H44,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,10,120270
Douglas,Lawrence Precinct 44 H45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,410,120280
Douglas,Lawrence Precinct 44 H45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,173,120280
Douglas,Lawrence Precinct 44 H45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,14,120280
Douglas,Lawrence Precinct 44 H45 A,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,12028A
Douglas,Lawrence Precinct 44 H45 A,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,12028A
Douglas,Lawrence Precinct 44 H45 A,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,12028A
Douglas,Lawrence Precinct 46 S19,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,120290
Douglas,Lawrence Precinct 46 S19,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,120290
Douglas,Lawrence Precinct 46 S19,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,120290
Douglas,Lawrence Precinct 46 S3,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,1304,120300
Douglas,Lawrence Precinct 46 S3,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,402,120300
Douglas,Lawrence Precinct 46 S3,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,51,120300
Douglas,Lecompton Township Precinct 57 S19,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,65,120310
Douglas,Lecompton Township Precinct 57 S19,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,91,120310
Douglas,Lecompton Township Precinct 57 S19,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,3,120310
Douglas,Lecompton Township Precinct 57 S2,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,254,120320
Douglas,Lecompton Township Precinct 57 S2,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,305,120320
Douglas,Lecompton Township Precinct 57 S2,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,17,120320
Douglas,Marion Township Precinct 59 H45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,157,120330
Douglas,Marion Township Precinct 59 H45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,164,120330
Douglas,Marion Township Precinct 59 H45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,12,120330
Douglas,Marion Township Precinct 59 H54,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,72,120340
Douglas,Marion Township Precinct 59 H54,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,141,120340
Douglas,Marion Township Precinct 59 H54,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,10,120340
Douglas,North Wakarusa Precinct 64 H45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,153,120350
Douglas,North Wakarusa Precinct 64 H45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,74,120350
Douglas,North Wakarusa Precinct 64 H45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,3,120350
Douglas,North Wakarusa Precinct 64 H46,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,2,120360
Douglas,North Wakarusa Precinct 64 H46,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,120360
Douglas,North Wakarusa Precinct 64 H46,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,120360
Douglas,South Eudora Precinct 53 H10,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,205,120370
Douglas,South Eudora Precinct 53 H10,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,364,120370
Douglas,South Eudora Precinct 53 H10,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,12,120370
Douglas,South Eudora Precinct 53 H42,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,351,120380
Douglas,South Eudora Precinct 53 H42,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,335,120380
Douglas,South Eudora Precinct 53 H42,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,21,120380
Douglas,West Wakarusa Precinct 66 Part 1 S19 H10,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,155,120390
Douglas,West Wakarusa Precinct 66 Part 1 S19 H10,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,144,120390
Douglas,West Wakarusa Precinct 66 Part 1 S19 H10,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,5,120390
Douglas,West Wakarusa Precinct 66 Part 1 S19 H45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,135,120400
Douglas,West Wakarusa Precinct 66 Part 1 S19 H45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,96,120400
Douglas,West Wakarusa Precinct 66 Part 1 S19 H45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,2,120400
Douglas,West Wakarusa Precinct 66 Part 1 S19 H45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,120401
Douglas,West Wakarusa Precinct 66 Part 1 S19 H45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,120401
Douglas,West Wakarusa Precinct 66 Part 1 S19 H45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,120401
Douglas,West Wakarusa Precinct 66 Part 1 S3 H10,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,82,120410
Douglas,West Wakarusa Precinct 66 Part 1 S3 H10,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,79,120410
Douglas,West Wakarusa Precinct 66 Part 1 S3 H10,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,4,120410
Douglas,West Wakarusa Precinct 66 Part 1 S3 H45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,3,120420
Douglas,West Wakarusa Precinct 66 Part 1 S3 H45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,120420
Douglas,West Wakarusa Precinct 66 Part 1 S3 H45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,120420
Douglas,Willow Springs Township S19 H45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,212,120430
Douglas,Willow Springs Township S19 H45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,176,120430
Douglas,Willow Springs Township S19 H45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,10,120430
Douglas,Willow Springs Township S19 H54,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,126,120440
Douglas,Willow Springs Township S19 H54,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,244,120440
Douglas,Willow Springs Township S19 H54,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,8,120440
Douglas,Willow Springs Township S3 H45,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,36,120450
Douglas,Willow Springs Township S3 H45,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,51,120450
Douglas,Willow Springs Township S3 H45,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,1,120450
Douglas,Willow Springs Township S3 H54,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,39,120460
Douglas,Willow Springs Township S3 H54,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,48,120460
Douglas,Willow Springs Township S3 H54,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,6,120460
Douglas,Lawrence Precinct 75,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,170010
Douglas,Lawrence Precinct 75,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,170010
Douglas,Lawrence Precinct 75,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,170010
Douglas,Lawrence Precinct 76,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,62,170020
Douglas,Lawrence Precinct 76,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,21,170020
Douglas,Lawrence Precinct 76,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,4,170020
Douglas,Lawrence Precinct 77,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,414,170030
Douglas,Lawrence Precinct 77,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,200,170030
Douglas,Lawrence Precinct 77,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,12,170030
Douglas,East Wakarusa H10 Precinct 65,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,259,200010
Douglas,East Wakarusa H10 Precinct 65,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,259,200010
Douglas,East Wakarusa H10 Precinct 65,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,17,200010
