County,Precinct,Race,Candidate,Party,Votes,VTD
Anderson,Garnett Precinct 3,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,268,000040
Anderson,Garnett Precinct 3,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,6,000040
Anderson,Garnett Precinct 4,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,17,000050
Anderson,Garnett Precinct 4,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,70,000050
Anderson,Garnett Precinct 4,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,6,000050
Anderson,Indian Creek Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,12,000080
Anderson,Indian Creek Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,57,000080
Anderson,Indian Creek Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,000080
Anderson,Lincoln Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,18,000110
Anderson,Lincoln Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,92,000110
Anderson,Lincoln Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,1,000110
Anderson,Monroe Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,34,00014A
Anderson,Monroe Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,155,00014A
Anderson,Monroe Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,3,00014A
Anderson,Putnam Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,49,000170
Anderson,Putnam Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,126,000170
Anderson,Putnam Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,6,000170
Anderson,Reeder Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,19,000180
Anderson,Reeder Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,114,000180
Anderson,Reeder Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,5,000180
Anderson,Washington Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,26,000210
Anderson,Washington Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,118,000210
Anderson,Washington Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,000210
Anderson,Welda Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,36,000220
Anderson,Welda Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,110,000220
Anderson,Welda Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,2,000220
Anderson,Lone Elm Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,21,130010
Anderson,Lone Elm Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,105,130010
Anderson,Lone Elm Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,2,130010
Anderson,Ozark Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,50,130020
Anderson,Ozark Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,234,130020
Anderson,Ozark Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,3,130020
Anderson,Rich Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,30,130030
Anderson,Rich Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,144,130030
Anderson,Rich Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,130030
Anderson,Walker Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,75,130040
Anderson,Walker Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,253,130040
Anderson,Walker Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,6,130040
Anderson,Westphalia Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,28,130050
Anderson,Westphalia Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,123,130050
Anderson,Westphalia Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,4,130050
Anderson,Jackson Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,36,140010
Anderson,Jackson Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,187,140010
Anderson,Jackson Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,4,140010
Atchison,Atchison Precinct 1,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,95,000010
Atchison,Atchison Precinct 1,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,194,000010
Atchison,Atchison Precinct 1,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,3,000010
Atchison,Atchison Precinct 2 East,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,115,000020
Atchison,Atchison Precinct 2 East,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,190,000020
Atchison,Atchison Precinct 2 East,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,5,000020
Atchison,Atchison Precinct 2 West,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,143,000030
Atchison,Atchison Precinct 2 West,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,188,000030
Atchison,Atchison Precinct 2 West,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,14,000030
Atchison,Atchison Precinct 3 East,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,222,000040
Atchison,Atchison Precinct 3 East,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,342,000040
Atchison,Atchison Precinct 3 East,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,15,000040
Atchison,Atchison Precinct 3 West,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,378,00005A
Atchison,Atchison Precinct 3 West,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,578,00005A
Atchison,Atchison Precinct 3 West,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,31,00005A
Atchison,Atchison Precinct 4,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,231,00006A
Atchison,Atchison Precinct 4,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,281,00006A
Atchison,Atchison Precinct 4,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,3,00006A
Atchison,Atchison Precinct 4 Exclave A,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,00006B
Atchison,Atchison Precinct 4 Exclave A,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,00006B
Atchison,Atchison Precinct 4 Exclave A,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,00006B
Atchison,Atchison Precinct 4 Exclave B,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,00006C
Atchison,Atchison Precinct 4 Exclave B,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,00006C
Atchison,Atchison Precinct 4 Exclave B,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,00006C
Atchison,Atchison Precinct 5 North,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,268,00007A
Atchison,Atchison Precinct 5 North,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,387,00007A
Atchison,Atchison Precinct 5 North,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,30,00007A
Atchison,Atchison Precinct 5 North Exclave A,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,00007B
Atchison,Atchison Precinct 5 North Exclave A,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,00007B
Atchison,Atchison Precinct 5 North Exclave A,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,00007B
Atchison,Atchison Precinct 5 North Exclave B,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,00007C
Atchison,Atchison Precinct 5 North Exclave B,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,00007C
Atchison,Atchison Precinct 5 North Exclave B,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,00007C
Atchison,Atchison Precinct 5 South,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,148,00008A
Atchison,Atchison Precinct 5 South,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,249,00008A
Atchison,Atchison Precinct 5 South,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,12,00008A
Atchison,Atchison Precinct 5 South Exclave A,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,00008B
Atchison,Atchison Precinct 5 South Exclave A,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,00008B
Atchison,Atchison Precinct 5 South Exclave A,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,00008B
Atchison,Atchison Precinct 5 South Exclave B,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,00008C
Atchison,Atchison Precinct 5 South Exclave B,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,00008C
Atchison,Atchison Precinct 5 South Exclave B,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,00008C
Atchison,Atchison Precinct 5 South Exclave C,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,00008D
Atchison,Atchison Precinct 5 South Exclave C,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,00008D
Atchison,Atchison Precinct 5 South Exclave C,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,00008D
Atchison,Center Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,71,000100
Atchison,Center Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,282,000100
Atchison,Center Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,4,000100
Atchison,Grasshopper Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,34,000110
Atchison,Grasshopper Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,284,000110
Atchison,Grasshopper Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,10,000110
Atchison,Huron Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,23,000120
Atchison,Huron Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,85,000120
Atchison,Huron Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,4,000120
Atchison,Kapioma Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,35,000130
Atchison,Kapioma Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,115,000130
Atchison,Kapioma Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,000130
Atchison,Lancaster Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,72,000140
Atchison,Lancaster Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,281,000140
Atchison,Lancaster Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,7,000140
Atchison,Shannon Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,204,00016A
Atchison,Shannon Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,520,00016A
Atchison,Shannon Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,18,00016A
Atchison,Walnut Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,86,00017A
Atchison,Walnut Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,174,00017A
Atchison,Walnut Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,4,00017A
Atchison,Walnut Township Enclave,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,00017B
Atchison,Walnut Township Enclave,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,0,00017B
Atchison,Walnut Township Enclave,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,00017B
Atchison,Mount Pleasant Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,118,100050
Atchison,Mount Pleasant Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,393,100050
Atchison,Mount Pleasant Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,9,100050
Atchison,Benton Township H62,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,82,120020
Atchison,Benton Township H62,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,268,120020
Atchison,Benton Township H62,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,5,120020
Atchison,Benton Township H63,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,34,120030
Atchison,Benton Township H63,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,95,120030
Atchison,Benton Township H63,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,1,120030
Barber,Aetna Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,000010
Barber,Aetna Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,3,000010
Barber,Aetna Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,000010
Barber,Deerhead Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,000020
Barber,Deerhead Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,7,000020
Barber,Deerhead Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,1,000020
Barber,Eagle Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,0,000030
Barber,Eagle Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,23,000030
Barber,Eagle Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,000030
Barber,Elm Mills Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,16,000040
Barber,Elm Mills Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,70,000040
Barber,Elm Mills Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,1,000040
Barber,Elwood Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,16,000050
Barber,Elwood Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,77,000050
Barber,Elwood Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,3,000050
Barber,Hazelton Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,9,000060
Barber,Hazelton Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,56,000060
Barber,Hazelton Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,2,000060
Barber,Kiowa East Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,40,000070
Barber,Kiowa East Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,289,000070
Barber,Kiowa East Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,6,000070
Barber,Kiowa West Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,36,000080
Barber,Kiowa West Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,164,000080
Barber,Kiowa West Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,3,000080
Barber,Lake City Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,7,000090
Barber,Lake City Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,45,000090
Barber,Lake City Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,1,000090
Barber,McAdoo Township,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,1,000100
Barber,McAdoo Township,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,13,000100
Barber,McAdoo Township,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,000100
Barber,Medicine Lodge Precinct 1,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,53,000110
Barber,Medicine Lodge Precinct 1,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,297,000110
Barber,Medicine Lodge Precinct 1,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,3,000110
Barber,Medicine Lodge Precinct 2,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,45,00012A
Barber,Medicine Lodge Precinct 2,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,238,00012A
Barber,Medicine Lodge Precinct 2,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,5,00012A
Barber,Medicine Lodge Precinct 3,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,23,000130
Barber,Medicine Lodge Precinct 3,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,193,000130
Barber,Medicine Lodge Precinct 3,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,3,000130
Barber,Medicine Lodge Precinct 4,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,11,000140
Barber,Medicine Lodge Precinct 4,President / Vice President,Donald J. Trump / Michael R. Pence,Republican,137,000140
Barber,Medicine Lodge Precinct 4,President / Vice President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,0,000140
Barber,Medicine Lodge Precinct 5,President / Vice President,Joseph R. Biden / Kamala D. Harris,Democratic,2,000150
