Offical Election Results
Douglas County
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"Lawrence 3","SBOE Dist 6","Bruce Schultz","92","67.59%"
"Lawrence 3","District Attorney","Dakota Loomis","594","67.59%"
"Lawrence 3","District Attorney","Mike Warner","118","67.59%"
"Lawrence 3","County Commissioner Dist 2","Shannon Reid","488","67.59%"
"Lawrence 3","County Commissioner Dist 2","Brad Chun","189","67.59%"
"Lawrence 3","Co Clerk","Jamie Shew","607","67.59%"
"Lawrence 3","CO Treas","Adam T. Rains","595","67.59%"
"Lawrence 3","CO Reg of Deeds","Kent Brown","591","67.59%"
"Lawrence 3","CO Sheriff","Jay Armbrister","585","67.59%"
"Lawrence 3","Sarah E. Warner","YES","458","67.59%"
"Lawrence 3","Sarah E. Warner","NO","75","67.59%"
"Lawrence 3","David E. Bruns","YES","342","67.59%"
"Lawrence 3","David E. Bruns","NO","173","67.59%"
"Lawrence 3","G. Gordon Atcheson","YES","384","67.59%"
"Lawrence 3","G. Gordon Atcheson","NO","121","67.59%"
"Lawrence 3","Karen Arnold-Burger","YES","426","67.59%"
"Lawrence 3","Karen Arnold-Burger","NO","83","67.59%"
"Lawrence 3","Rachel Pickering","YES","410","67.59%"
"Lawrence 3","Rachel Pickering","NO","97","67.59%"
"Lawrence 3","Angela D. Coble","YES","423","67.59%"
"Lawrence 3","Angela D. Coble","NO","82","67.59%"
"Lawrence 3","Kathryn Gardner","YES","359","67.59%"
"Lawrence 3","Kathryn Gardner","NO","146","67.59%"
"Lawrence 3","Catherine C. Theisen","YES","439","67.59%"
"Lawrence 3","Catherine C. Theisen","NO","70","67.59%"
"Lawrence 3","James R. McCabria","YES","381","67.59%"
"Lawrence 3","James R. McCabria","NO","129","67.59%"
"Lawrence 3","Mark Simpson","YES","424","67.59%"
"Lawrence 3","Mark Simpson","NO","81","67.59%"
"Lawrence 3","Carl Folsom III","YES","436","67.59%"
"Lawrence 3","Carl Folsom III","NO","70","67.59%"
"Lawrence 3","City of Lawrence Question 1","NO","348","67.59%"
"Lawrence 3","City of Lawrence Question 1","YES","293","67.59%"
"Lawrence 3","City of Lawrence Question 2","YES","484","67.59%"
"Lawrence 3","City of Lawrence Question 2","NO","214","67.59%"
"Lawrence 4","United States President/Vice President","Harris / Walz","418","59.45%"
"Lawrence 4","United States President/Vice President","Trump / Vance","95","59.45%"
"Lawrence 4","United States President/Vice President","Oliver / ter Maat","8","59.45%"
"Lawrence 4","United States President/Vice President","Kennedy / Shanahan","4","59.45%"
"Lawrence 4","US House 1","Paul Buskirk","419","59.45%"
"Lawrence 4","US House 1","Tracey Mann","95","59.45%"
"Lawrence 4","State Sen 2","Marci Francisco","411","59.45%"
"Lawrence 4","State Sen 2","David G. Miller","99","59.45%"
"Lawrence 4","State Rep 46","Brooklynne Mosley","438","59.45%"
"Lawrence 4","SBOE Dist 6","Beryl Ann New","400","59.45%"
"Lawrence 4","SBOE Dist 6","Bruce Schultz","99","59.45%"
"Lawrence 4","District Attorney","Dakota Loomis","397","59.45%"
"Lawrence 4","District Attorney","Mike Warner","113","59.45%"
"Lawrence 4","County Commissioner Dist 2","Shannon Reid","325","59.45%"
"Lawrence 4","County Commissioner Dist 2","Brad Chun","164","59.45%"
"Lawrence 4","Co Clerk","Jamie Shew","438","59.45%"
"Lawrence 4","CO Treas","Adam T. Rains","430","59.45%"
"Lawrence 4","CO Reg of Deeds","Kent Brown","432","59.45%"
"Lawrence 4","CO Sheriff","Jay Armbrister","430","59.45%"
"Lawrence 4","Sarah E. Warner","YES","309","59.45%"
"Lawrence 4","Sarah E. Warner","NO","91","59.45%"
"Lawrence 4","David E. Bruns","YES","259","59.45%"
"Lawrence 4","David E. Bruns","NO","141","59.45%"
"Lawrence 4","G. Gordon Atcheson","YES","288","59.45%"
"Lawrence 4","G. Gordon Atcheson","NO","109","59.45%"
"Lawrence 4","Karen Arnold-Burger","YES","297","59.45%"
"Lawrence 4","Karen Arnold-Burger","NO","101","59.45%"
"Lawrence 4","Rachel Pickering","YES","305","59.45%"
"Lawrence 4","Rachel Pickering","NO","92","59.45%"
"Lawrence 4","Angela D. Coble","YES","306","59.45%"
"Lawrence 4","Angela D. Coble","NO","90","59.45%"
"Lawrence 4","Kathryn Gardner","YES","265","59.45%"
"Lawrence 4","Kathryn Gardner","NO","135","59.45%"
"Lawrence 4","Catherine C. Theisen","YES","316","59.45%"
"Lawrence 4","Catherine C. Theisen","NO","86","59.45%"
"Lawrence 4","James R. McCabria","YES","289","59.45%"
"Lawrence 4","James R. McCabria","NO","115","59.45%"
"Lawrence 4","Mark Simpson","YES","314","59.45%"
"Lawrence 4","Mark Simpson","NO","89","59.45%"
"Lawrence 4","Carl Folsom III","YES","314","59.45%"
"Lawrence 4","Carl Folsom III","NO","91","59.45%"
"Lawrence 4","City of Lawrence Question 1","YES","247","59.45%"
"Lawrence 4","City of Lawrence Question 1","NO","236","59.45%"
"Lawrence 4","City of Lawrence Question 2","YES","315","59.45%"
"Lawrence 4","City of Lawrence Question 2","NO","192","59.45%"
"Lawrence 5","United States President/Vice President","Harris / Walz","452","68.71%"
"Lawrence 5","United States President/Vice President","Trump / Vance","160","68.71%"
"Lawrence 5","United States President/Vice President","Kennedy / Shanahan","5","68.71%"
"Lawrence 5","United States President/Vice President","Oliver / ter Maat","2","68.71%"
"Lawrence 5","US House 1","Paul Buskirk","438","68.71%"
"Lawrence 5","US House 1","Tracey Mann","168","68.71%"
"Lawrence 5","State Sen 2","Marci Francisco","433","68.71%"
"Lawrence 5","State Sen 2","David G. Miller","172","68.71%"
"Lawrence 5","State Rep 44","Barbara W. Ballard","503","68.71%"
"Lawrence 5","SBOE Dist 6","Beryl Ann New","419","68.71%"
"Lawrence 5","SBOE Dist 6","Bruce Schultz","177","68.71%"
"Lawrence 5","District Attorney","Dakota Loomis","444","68.71%"
"Lawrence 5","District Attorney","Mike Warner","164","68.71%"
"Lawrence 5","Co Clerk","Jamie Shew","487","68.71%"
"Lawrence 5","CO Treas","Adam T. Rains","479","68.71%"
"Lawrence 5","CO Reg of Deeds","Kent Brown","475","68.71%"
"Lawrence 5","CO Sheriff","Jay Armbrister","470","68.71%"
"Lawrence 5","Sarah E. Warner","YES","390","68.71%"
"Lawrence 5","Sarah E. Warner","NO","74","68.71%"
"Lawrence 5","David E. Bruns","YES","337","68.71%"
"Lawrence 5","David E. Bruns","NO","121","68.71%"
"Lawrence 5","G. Gordon Atcheson","YES","362","68.71%"
"Lawrence 5","G. Gordon Atcheson","NO","89","68.71%"
"Lawrence 5","Karen Arnold-Burger","YES","374","68.71%"
"Lawrence 5","Karen Arnold-Burger","NO","83","68.71%"
"Lawrence 5","Rachel Pickering","YES","363","68.71%"
"Lawrence 5","Rachel Pickering","NO","79","68.71%"
"Lawrence 5","Angela D. Coble","YES","375","68.71%"
"Lawrence 5","Angela D. Coble","NO","70","68.71%"
"Lawrence 5","Kathryn Gardner","YES","333","68.71%"
"Lawrence 5","Kathryn Gardner","NO","115","68.71%"
"Lawrence 5","Catherine C. Theisen","YES","386","68.71%"
"Lawrence 5","Catherine C. Theisen","NO","71","68.71%"
"Lawrence 5","James R. McCabria","YES","351","68.71%"
"Lawrence 5","James R. McCabria","NO","100","68.71%"
"Lawrence 5","Mark Simpson","YES","364","68.71%"
"Lawrence 5","Mark Simpson","NO","83","68.71%"
"Lawrence 5","Carl Folsom III","YES","364","68.71%"
"Lawrence 5","Carl Folsom III","NO","86","68.71%"
"Lawrence 5","City of Lawrence Question 1","YES","285","68.71%"
"Lawrence 5","City of Lawrence Question 1","NO","268","68.71%"
"Lawrence 5","City of Lawrence Question 2","YES","339","68.71%"
"Lawrence 5","City of Lawrence Question 2","NO","252","68.71%"
"Lawrence 6","United States President/Vice President","Harris / Walz","578","77.30%"
"Lawrence 6","United States President/Vice President","Trump / Vance","226","77.30%"
"Lawrence 6","United States President/Vice President","Kennedy / Shanahan","6","77.30%"
"Lawrence 6","United States President/Vice President","Oliver / ter Maat","5","77.30%"
"Lawrence 6","US House 1","Paul Buskirk","570","77.30%"
"Lawrence 6","US House 1","Tracey Mann","219","77.30%"
"Lawrence 6","State Sen 19","Patrick Schmidt","575","77.30%"
"Lawrence 6","State Sen 19","Tyler Wible","207","77.30%"
"Lawrence 6","State Rep 45","Mike Amyx","665","77.30%"
"Lawrence 6","SBOE Dist 6","Beryl Ann New","537","77.30%"
"Lawrence 6","SBOE Dist 6","Bruce Schultz","229","77.30%"
"Lawrence 6","District Attorney","Dakota Loomis","545","77.30%"
"Lawrence 6","District Attorney","Mike Warner","251","77.30%"
"Lawrence 6","Co Clerk","Jamie Shew","650","77.30%"
"Lawrence 6","CO Treas","Adam T. Rains","636","77.30%"
"Lawrence 6","CO Reg of Deeds","Kent Brown","633","77.30%"
"Lawrence 6","CO Sheriff","Jay Armbrister","641","77.30%"
"Lawrence 6","Sarah E. Warner","YES","468","77.30%"
"Lawrence 6","Sarah E. Warner","NO","140","77.30%"
"Lawrence 6","David E. Bruns","YES","410","77.30%"
"Lawrence 6","David E. Bruns","NO","190","77.30%"
"Lawrence 6","G. Gordon Atcheson","YES","422","77.30%"
"Lawrence 6","G. Gordon Atcheson","NO","175","77.30%"
"Lawrence 6","Karen Arnold-Burger","YES","454","77.30%"
"Lawrence 6","Karen Arnold-Burger","NO","146","77.30%"
"Lawrence 6","Rachel Pickering","YES","455","77.30%"
"Lawrence 6","Rachel Pickering","NO","144","77.30%"
"Lawrence 6","Angela D. Coble","YES","455","77.30%"
"Lawrence 6","Angela D. Coble","NO","145","77.30%"
"Lawrence 6","Kathryn Gardner","YES","411","77.30%"
"Lawrence 6","Kathryn Gardner","NO","181","77.30%"
"Lawrence 6","Catherine C. Theisen","YES","476","77.30%"
"Lawrence 6","Catherine C. Theisen","NO","131","77.30%"
"Lawrence 6","James R. McCabria","YES","443","77.30%"
"Lawrence 6","James R. McCabria","NO","170","77.30%"
"Lawrence 6","Mark Simpson","YES","474","77.30%"
"Lawrence 6","Mark Simpson","NO","131","77.30%"
"Lawrence 6","Carl Folsom III","YES","465","77.30%"
"Lawrence 6","Carl Folsom III","NO","140","77.30%"
"Lawrence 6","City of Lawrence Question 1","NO","368","77.30%"
"Lawrence 6","City of Lawrence Question 1","YES","347","77.30%"
"Lawrence 6","City of Lawrence Question 2","NO","408","77.30%"
"Lawrence 6","City of Lawrence Question 2","YES","363","77.30%"
"Lawrence 7","United States President/Vice President","Harris / Walz","219","45.21%"
"Lawrence 7","United States President/Vice President","Trump / Vance","35","45.21%"
"Lawrence 7","United States President/Vice President","Oliver / ter Maat","2","45.21%"
"Lawrence 7","United States President/Vice President","Kennedy / Shanahan","2","45.21%"
"Lawrence 7","US House 1","Paul Buskirk","210","45.21%"
"Lawrence 7","US House 1","Tracey Mann","37","45.21%"
"Lawrence 7","State Sen 2","Marci Francisco","211","45.21%"
"Lawrence 7","State Sen 2","David G. Miller","34","45.21%"
"Lawrence 7","State Rep 46","Brooklynne Mosley","214","45.21%"
"Lawrence 7","SBOE Dist 6","Beryl Ann New","204","45.21%"
"Lawrence 7","SBOE Dist 6","Bruce Schultz","35","45.21%"
"Lawrence 7","District Attorney","Dakota Loomis","205","45.21%"
"Lawrence 7","District Attorney","Mike Warner","41","45.21%"
"Lawrence 7","County Commissioner Dist 2","Shannon Reid","184","45.21%"
"Lawrence 7","County Commissioner Dist 2","Brad Chun","48","45.21%"
"Lawrence 7","Co Clerk","Jamie Shew","207","45.21%"
"Lawrence 7","CO Treas","Adam T. Rains","202","45.21%"
"Lawrence 7","CO Reg of Deeds","Kent Brown","201","45.21%"
"Lawrence 7","CO Sheriff","Jay Armbrister","194","45.21%"
"Lawrence 7","Sarah E. Warner","YES","133","45.21%"
"Lawrence 7","Sarah E. Warner","NO","32","45.21%"
"Lawrence 7","David E. Bruns","YES","96","45.21%"
"Lawrence 7","David E. Bruns","NO","66","45.21%"
"Lawrence 7","G. Gordon Atcheson","YES","121","45.21%"
"Lawrence 7","G. Gordon Atcheson","NO","42","45.21%"
"Lawrence 7","Karen Arnold-Burger","YES","126","45.21%"
"Lawrence 7","Karen Arnold-Burger","NO","36","45.21%"
"Lawrence 7","Rachel Pickering","YES","132","45.21%"
"Lawrence 7","Rachel Pickering","NO","31","45.21%"
"Lawrence 7","Angela D. Coble","YES","129","45.21%"
"Lawrence 7","Angela D. Coble","NO","33","45.21%"
"Lawrence 7","Kathryn Gardner","YES","105","45.21%"
"Lawrence 7","Kathryn Gardner","NO","58","45.21%"
"Lawrence 7","Catherine C. Theisen","YES","139","45.21%"
"Lawrence 7","Catherine C. Theisen","NO","26","45.21%"
"Lawrence 7","James R. McCabria","YES","111","45.21%"
"Lawrence 7","James R. McCabria","NO","50","45.21%"
"Lawrence 7","Mark Simpson","YES","126","45.21%"
"Lawrence 7","Mark Simpson","NO","35","45.21%"
"Lawrence 7","Carl Folsom III","YES","130","45.21%"
"Lawrence 7","Carl Folsom III","NO","31","45.21%"
"Lawrence 7","City of Lawrence Question 1","YES","108","45.21%"
"Lawrence 7","City of Lawrence Question 1","NO","106","45.21%"
"Lawrence 7","City of Lawrence Question 2","YES","174","45.21%"
"Lawrence 7","City of Lawrence Question 2","NO","61","45.21%"
"Lawrence 8","United States President/Vice President","Harris / Walz","320","43.17%"
"Lawrence 8","United States President/Vice President","Trump / Vance","62","43.17%"
"Lawrence 8","United States President/Vice President","Oliver / ter Maat","3","43.17%"
"Lawrence 8","United States President/Vice President","Kennedy / Shanahan","3","43.17%"
"Lawrence 8","US House 1","Paul Buskirk","317","43.17%"
"Lawrence 8","US House 1","Tracey Mann","57","43.17%"
"Lawrence 8","State Sen 2","Marci Francisco","308","43.17%"
"Lawrence 8","State Sen 2","David G. Miller","61","43.17%"
"Lawrence 8","State Rep 46","Brooklynne Mosley","329","43.17%"
"Lawrence 8","SBOE Dist 6","Beryl Ann New","305","43.17%"
"Lawrence 8","SBOE Dist 6","Bruce Schultz","59","43.17%"
"Lawrence 8","District Attorney","Dakota Loomis","295","43.17%"
"Lawrence 8","District Attorney","Mike Warner","68","43.17%"
"Lawrence 8","County Commissioner Dist 2","Shannon Reid","282","43.17%"
"Lawrence 8","County Commissioner Dist 2","Brad Chun","69","43.17%"
"Lawrence 8","Co Clerk","Jamie Shew","336","43.17%"
"Lawrence 8","CO Treas","Adam T. Rains","326","43.17%"
"Lawrence 8","CO Reg of Deeds","Kent Brown","325","43.17%"
"Lawrence 8","CO Sheriff","Jay Armbrister","312","43.17%"
"Lawrence 8","Sarah E. Warner","YES","238","43.17%"
"Lawrence 8","Sarah E. Warner","NO","38","43.17%"
"Lawrence 8","David E. Bruns","YES","195","43.17%"
"Lawrence 8","David E. Bruns","NO","80","43.17%"
"Lawrence 8","G. Gordon Atcheson","YES","224","43.17%"
"Lawrence 8","G. Gordon Atcheson","NO","46","43.17%"
"Lawrence 8","Karen Arnold-Burger","YES","234","43.17%"
"Lawrence 8","Karen Arnold-Burger","NO","37","43.17%"
"Lawrence 8","Rachel Pickering","YES","233","43.17%"
"Lawrence 8","Rachel Pickering","NO","34","43.17%"
"Lawrence 8","Angela D. Coble","YES","234","43.17%"
"Lawrence 8","Angela D. Coble","NO","33","43.17%"
"Lawrence 8","Kathryn Gardner","YES","199","43.17%"
"Lawrence 8","Kathryn Gardner","NO","66","43.17%"
"Lawrence 8","Catherine C. Theisen","YES","224","43.17%"
"Lawrence 8","Catherine C. Theisen","NO","42","43.17%"
"Lawrence 8","James R. McCabria","YES","209","43.17%"
"Lawrence 8","James R. McCabria","NO","59","43.17%"
"Lawrence 8","Mark Simpson","YES","218","43.17%"
"Lawrence 8","Mark Simpson","NO","43","43.17%"
"Lawrence 8","Carl Folsom III","YES","224","43.17%"
"Lawrence 8","Carl Folsom III","NO","42","43.17%"
"Lawrence 8","City of Lawrence Question 1","YES","163","43.17%"
"Lawrence 8","City of Lawrence Question 1","NO","155","43.17%"
"Lawrence 8","City of Lawrence Question 2","YES","267","43.17%"
"Lawrence 8","City of Lawrence Question 2","NO","88","43.17%"
"Lawrence 9","United States President/Vice President","Harris / Walz","305","52.08%"
"Lawrence 9","United States President/Vice President","Trump / Vance","50","52.08%"
"Lawrence 9","United States President/Vice President","Kennedy / Shanahan","7","52.08%"
"Lawrence 9","United States President/Vice President","Oliver / ter Maat","1","52.08%"
"Lawrence 9","US House 1","Paul Buskirk","308","52.08%"
"Lawrence 9","US House 1","Tracey Mann","49","52.08%"
"Lawrence 9","State Sen 2","Marci Francisco","305","52.08%"
"Lawrence 9","State Sen 2","David G. Miller","50","52.08%"
"Lawrence 9","State Rep 46","Brooklynne Mosley","317","52.08%"
"Lawrence 9","SBOE Dist 6","Beryl Ann New","303","52.08%"
"Lawrence 9","SBOE Dist 6","Bruce Schultz","47","52.08%"
"Lawrence 9","District Attorney","Dakota Loomis","294","52.08%"
"Lawrence 9","District Attorney","Mike Warner","60","52.08%"
"Lawrence 9","County Commissioner Dist 2","Shannon Reid","248","52.08%"
"Lawrence 9","County Commissioner Dist 2","Brad Chun","76","52.08%"
"Lawrence 9","Co Clerk","Jamie Shew","301","52.08%"
"Lawrence 9","CO Treas","Adam T. Rains","296","52.08%"
"Lawrence 9","CO Reg of Deeds","Kent Brown","296","52.08%"
"Lawrence 9","CO Sheriff","Jay Armbrister","289","52.08%"
"Lawrence 9","Sarah E. Warner","YES","206","52.08%"
"Lawrence 9","Sarah E. Warner","NO","45","52.08%"
"Lawrence 9","David E. Bruns","YES","173","52.08%"
"Lawrence 9","David E. Bruns","NO","75","52.08%"
"Lawrence 9","G. Gordon Atcheson","YES","193","52.08%"
"Lawrence 9","G. Gordon Atcheson","NO","45","52.08%"
"Lawrence 9","Karen Arnold-Burger","YES","195","52.08%"
"Lawrence 9","Karen Arnold-Burger","NO","41","52.08%"
"Lawrence 9","Rachel Pickering","YES","201","52.08%"
"Lawrence 9","Rachel Pickering","NO","34","52.08%"
"Lawrence 9","Angela D. Coble","YES","205","52.08%"
"Lawrence 9","Angela D. Coble","NO","30","52.08%"
"Lawrence 9","Kathryn Gardner","YES","169","52.08%"
"Lawrence 9","Kathryn Gardner","NO","70","52.08%"
"Lawrence 9","Catherine C. Theisen","YES","208","52.08%"
"Lawrence 9","Catherine C. Theisen","NO","33","52.08%"
"Lawrence 9","James R. McCabria","YES","190","52.08%"
"Lawrence 9","James R. McCabria","NO","54","52.08%"
"Lawrence 9","Mark Simpson","YES","211","52.08%"
"Lawrence 9","Mark Simpson","NO","28","52.08%"
"Lawrence 9","Carl Folsom III","YES","203","52.08%"
"Lawrence 9","Carl Folsom III","NO","36","52.08%"
"Lawrence 9","City of Lawrence Question 1","NO","164","52.08%"
"Lawrence 9","City of Lawrence Question 1","YES","139","52.08%"
"Lawrence 9","City of Lawrence Question 2","YES","235","52.08%"
"Lawrence 9","City of Lawrence Question 2","NO","109","52.08%"
"Lawrence 10","United States President/Vice President","Harris / Walz","125","39.67%"
"Lawrence 10","United States President/Vice President","Trump / Vance","36","39.67%"
"Lawrence 10","United States President/Vice President","Oliver / ter Maat","3","39.67%"
"Lawrence 10","United States President/Vice President","Kennedy / Shanahan","1","39.67%"
"Lawrence 10","US House 1","Paul Buskirk","123","39.67%"
"Lawrence 10","US House 1","Tracey Mann","31","39.67%"
"Lawrence 10","State Sen 2","Marci Francisco","121","39.67%"
"Lawrence 10","State Sen 2","David G. Miller","31","39.67%"
"Lawrence 10","State Rep 46","Brooklynne Mosley","134","39.67%"
"Lawrence 10","SBOE Dist 6","Beryl Ann New","112","39.67%"
"Lawrence 10","SBOE Dist 6","Bruce Schultz","38","39.67%"
"Lawrence 10","District Attorney","Dakota Loomis","113","39.67%"
"Lawrence 10","District Attorney","Mike Warner","36","39.67%"
"Lawrence 10","County Commissioner Dist 2","Shannon Reid","98","39.67%"
"Lawrence 10","County Commissioner Dist 2","Brad Chun","35","39.67%"
"Lawrence 10","Co Clerk","Jamie Shew","136","39.67%"
"Lawrence 10","CO Treas","Adam T. Rains","135","39.67%"
"Lawrence 10","CO Reg of Deeds","Kent Brown","133","39.67%"
"Lawrence 10","CO Sheriff","Jay Armbrister","134","39.67%"
"Lawrence 10","Sarah E. Warner","YES","99","39.67%"
"Lawrence 10","Sarah E. Warner","NO","15","39.67%"
"Lawrence 10","David E. Bruns","YES","80","39.67%"
"Lawrence 10","David E. Bruns","NO","31","39.67%"
"Lawrence 10","G. Gordon Atcheson","YES","95","39.67%"
"Lawrence 10","G. Gordon Atcheson","NO","15","39.67%"
"Lawrence 10","Karen Arnold-Burger","YES","96","39.67%"
"Lawrence 10","Karen Arnold-Burger","NO","17","39.67%"
"Lawrence 10","Rachel Pickering","YES","98","39.67%"
"Lawrence 10","Rachel Pickering","NO","13","39.67%"
"Lawrence 10","Angela D. Coble","YES","101","39.67%"
"Lawrence 10","Angela D. Coble","NO","10","39.67%"
"Lawrence 10","Kathryn Gardner","YES","87","39.67%"
"Lawrence 10","Kathryn Gardner","NO","24","39.67%"
"Lawrence 10","Catherine C. Theisen","YES","101","39.67%"
"Lawrence 10","Catherine C. Theisen","NO","10","39.67%"
"Lawrence 10","James R. McCabria","YES","85","39.67%"
"Lawrence 10","James R. McCabria","NO","19","39.67%"
"Lawrence 10","Mark Simpson","YES","91","39.67%"
"Lawrence 10","Mark Simpson","NO","14","39.67%"
