Offical Election Results
Douglas County
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"Big Springs 58","Precinct 58 Committeeman","Richard G. Stanley","1","27.39%"
"Big Springs 58","Precinct 58 Committeeman","Keith Noe","39","27.39%"
"Big Springs 58","Precinct 58 Committeewoman","Margaret Kramar","41","27.39%"
"Big Springs 58","Precinct 58 Committeewoman","Carol Ann Noe","40","27.39%"
"Central Eudora 54","USRep2","Nancy Boyda","35","11.68%"
"Central Eudora 54","USRep2","Matt Kleinmann","24","11.68%"
"Central Eudora 54","USRep2","Derek Schmidt","43","11.68%"
"Central Eudora 54","USRep2","Jeff Kahrs","19","11.68%"
"Central Eudora 54","USRep2","Shawn Tiffany","18","11.68%"
"Central Eudora 54","USRep2","Chad Young","7","11.68%"
"Central Eudora 54","USRep2","Michael A. Ogle","4","11.68%"
"Central Eudora 54","State Sen 9","Norman Mallicoat","54","11.68%"
"Central Eudora 54","State Sen 9","Beverly Gossage","69","11.68%"
"Central Eudora 54","State Sen 9","Bryan Zesiger","22","11.68%"
"Central Eudora 54","State Rep 42","Eddy Martinez","54","11.68%"
"Central Eudora 54","State Rep 42","Lance W. Neelly","52","11.68%"
"Central Eudora 54","State Rep 42","Mike Stieben","38","11.68%"
"Central Eudora 54","SBOE Dist 4","Kris Meyer","55","11.68%"
"Central Eudora 54","SBOE Dist 4","Connie O'Brien","58","11.68%"
"Central Eudora 54","SBOE Dist 4","Nancy Moneymaker","18","11.68%"
"Central Eudora 54","SBOE Dist 4","Gina Montalbano Zesiger","15","11.68%"
"Central Eudora 54","District Attorney","Dakota Loomis","26","11.68%"
"Central Eudora 54","District Attorney","Tonda Hill","20","11.68%"
"Central Eudora 54","District Attorney","Suzanne Valdez","13","11.68%"
"Central Eudora 54","District Attorney","Mike Warner","72","11.68%"
"Central Eudora 54","County Commision Dist 4","Mike Kelso","47","11.68%"
"Central Eudora 54","County Commision Dist 4","Gene Dorsey","13","11.68%"
"Central Eudora 54","County Commision Dist 4","Timothy Bruce","74","11.68%"
"Central Eudora 54","Co Clerk","Jamie Shew","54","11.68%"
"Central Eudora 54","CO Treas","Adam T. Rains","54","11.68%"
"Central Eudora 54","CO Reg of Deeds","Kent Brown","55","11.68%"
"Central Eudora 54","CO Sheriff","Jay Armbrister","56","11.68%"
"Central Eudora 54","Precinct 54 Committeeman","Michael G. Hymer","54","11.68%"
"Central Eudora 54","Precinct 54 Committeeman","Dan Thoennes","69","11.68%"
"Central Eudora 54","Precinct 54 Committeeman","Rick Coleman","2","11.68%"
"Central Eudora 54","Precinct 54 Committeeman","Rudy Dalryple","1","11.68%"
"Central Eudora 54","Precinct 54 Committeeman","Matthew Brinsfield","1","11.68%"
"Central Eudora 54","Precinct 54 Committeewoman","Becky Plate","55","11.68%"
"Central Eudora 54","Precinct 54 Committeewoman","Betty Thoennes","69","11.68%"
"Central Eudora 54","Precinct 54 Committeewoman","Susan Coleman","2","11.68%"
"Central Eudora 54","Precinct 54 Committeewoman","Barb Howe","1","11.68%"
"Central Eudora 54","Precinct 54 Committeewoman","Matthew Brinsfield","1","11.68%"
"Clinton 51","USRep2","Nancy Boyda","34","24.06%"
"Clinton 51","USRep2","Matt Kleinmann","19","24.06%"
"Clinton 51","USRep2","Derek Schmidt","44","24.06%"
"Clinton 51","USRep2","Shawn Tiffany","16","24.06%"
"Clinton 51","USRep2","Chad Young","12","24.06%"
"Clinton 51","USRep2","Jeff Kahrs","9","24.06%"
"Clinton 51","USRep2","Michael A. Ogle","1","24.06%"
"Clinton 51","State Sen 3","Dena Sattler","46","24.06%"
"Clinton 51","State Sen 3","Rick Kloos","69","24.06%"
"Clinton 51","KsRep47","Mary T. Williams","46","24.06%"
"Clinton 51","KsRep47","Ronald B. Ellis","65","24.06%"
"Clinton 51","SBOE Dist 4","Kris Meyer","45","24.06%"
"Clinton 51","SBOE Dist 4","Connie O'Brien","47","24.06%"
"Clinton 51","SBOE Dist 4","Gina Montalbano Zesiger","16","24.06%"
"Clinton 51","SBOE Dist 4","Nancy Moneymaker","12","24.06%"
"Clinton 51","District Attorney","Dakota Loomis","32","24.06%"
"Clinton 51","District Attorney","Tonda Hill","18","24.06%"
"Clinton 51","District Attorney","Suzanne Valdez","5","24.06%"
"Clinton 51","District Attorney","Mike Warner","69","24.06%"
"Clinton 51","County Commission 3rd Dist","Karen L. Willey","45","24.06%"
"Clinton 51","County Commission 3rd Dist","John Landon","49","24.06%"
"Clinton 51","County Commission 3rd Dist","Pam McDermott","32","24.06%"
"Clinton 51","Co Clerk","Jamie Shew","47","24.06%"
"Clinton 51","CO Treas","Adam T. Rains","47","24.06%"
"Clinton 51","CO Reg of Deeds","Kent Brown","47","24.06%"
"Clinton 51","CO Sheriff","Jay Armbrister","44","24.06%"
"Clinton 51","Clinton Twp Trustee","Linda Hanney","1","24.06%"
"Clinton 51","Clinton Twp Trustee","Kevin Curtis","1","24.06%"
"Clinton 51","Clinton Twp Trustee","Dawn Hawkins","1","24.06%"
"Clinton 51","Clinton Twp Trustee","Janet Crane","1","24.06%"
"Clinton 51","Clinton Twp Trustee","Matthew Fishburn","69","24.06%"
"Clinton 51","Clinton Twp Treasurer","Delaney Snyder","50","24.06%"
"Clinton 51","Clinton Twp Treasurer","Walter T. Berry","2","24.06%"
"Clinton 51","Clinton Twp Treasurer","Kevin Curtis","2","24.06%"
"Clinton 51","Clinton Twp Treasurer","Steve Dieker","2","24.06%"
"Clinton 51","Clinton Twp Treasurer","Delaney Snyder","1","24.06%"
"Clinton 51","Clinton Twp Treasurer","Joe Lieber","1","24.06%"
"Clinton 51","Clinton Twp Treasurer","Judy Kettle","1","24.06%"
"Clinton 51","Clinton Twp Treasurer","Cory Fishburn","1","24.06%"
"Clinton 51","Clinton Twp Treasurer","Kelvin Beilinger","1","24.06%"
"Clinton 51","Precinct 51 Committeeman","Dan Hanney","1","24.06%"
"Clinton 51","Precinct 51 Committeeman","Mike Amix","1","24.06%"
"Clinton 51","Precinct 51 Committeeman","Mike Curtis","2","24.06%"
"Clinton 51","Precinct 51 Committeeman","Waler T. Berry","1","24.06%"
"Clinton 51","Precinct 51 Committeeman","Keegan Russell","1","24.06%"
"Clinton 51","Precinct 51 Committeeman","Dean Kettle","1","24.06%"
"Clinton 51","Precinct 51 Committeewoman","Winifred Curtis","1","24.06%"
"Clinton 51","Precinct 51 Committeewoman","Margaret Childs","1","24.06%"
"Clinton 51","Precinct 51 Committeewoman","Catharine F. Berry","1","24.06%"
"Clinton 51","Precinct 51 Committeewoman","Laura Smallwood","1","24.06%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","US House 1","Paul Buskirk","9","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","US House 1","Tracey Mann","1","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","US House 1","Eric Bloom","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","KS Sen 2","Marci Francisco","8","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","KS Sen 2","Christina Haswood","2","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","KS Sen 2","David G. Miller","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","State Rep 42","Eddy Martinez","7","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","State Rep 42","Lance W. Neelly","1","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","State Rep 42","Mike Stieben","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","SBOE Dist 6","Beryl Ann New","7","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","SBOE Dist 6","Bruce Schultz","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","District Attorney","Dakota Loomis","6","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","District Attorney","Tonda Hill","4","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","District Attorney","Suzanne Valdez","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","District Attorney","Mike Warner","1","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","County Commision Dist 4","Gene Dorsey","7","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","County Commision Dist 4","Mike Kelso","3","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","County Commision Dist 4","Timothy Bruce","1","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Co Clerk","Jamie Shew","7","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","CO Treas","Adam T. Rains","7","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","CO Reg of Deeds","Kent Brown","7","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","CO Sheriff","Jay Armbrister","7","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Trustee","Francis Kelly","1","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Trustee","Karen Lassman","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Trustee","Carolee Messeraul","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Trustee","Gerald Dwyer","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Trustee","Rex Hagerman","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Trustee","Todd Dwyer","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Trustee","Phil Hodson","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Trustee","Michele Bennett","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Trustee","Clenece Hills","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Trustee","Dennis Karney","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Trustee","George Hunsinger","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Treasurer","Francis Kelly","1","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Treasurer","John Bradley","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Treasurer","Tamera Hagerman","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Treasurer","Phil Hodson","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Wakarusa Twp Treasurer","Eugene George","0","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Precinct 65 C1 S2 H42 Committeeman","Andrew Suddith","1","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Precinct 65 C1 S2 H42 Committeeman","John Curry","1","32.35%"
"E Wakarusa 65 C1 S2 H42 (65.1-2,65.4-5)","Precinct 65 C1 S2 H42 Committeewoman","Carolyn Coleman","1","32.35%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","US House 1","Paul Buskirk","2","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","US House 1","Eric Bloom","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","US House 1","Tracey Mann","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","KS Sen 2","Christina Haswood","2","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","KS Sen 2","Marci Francisco","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","KS Sen 2","David G. Miller","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","State Rep 46","Brooklynne Mosley","2","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","State Rep 46","Logan Ginavan","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","State Rep 46","Brittany Kathleen Hall","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","SBOE Dist 6","Beryl Ann New","2","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","SBOE Dist 6","Bruce Schultz","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","District Attorney","Dakota Loomis","2","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","District Attorney","Tonda Hill","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","District Attorney","Suzanne Valdez","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","District Attorney","Mike Warner","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","County Commision Dist 4","Mike Kelso","2","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","County Commision Dist 4","Gene Dorsey","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","County Commision Dist 4","Timothy Bruce","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Co Clerk","Jamie Shew","2","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","CO Treas","Adam T. Rains","2","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","CO Reg of Deeds","Kent Brown","2","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","CO Sheriff","Jay Armbrister","2","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Trustee","Karen Lassman","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Trustee","Carolee Messeraul","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Trustee","Gerald Dwyer","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Trustee","Rex Hagerman","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Trustee","Todd Dwyer","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Trustee","Phil Hodson","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Trustee","Michele Bennett","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Trustee","Clenece Hills","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Trustee","Francis Kelly","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Trustee","Dennis Karney","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Trustee","George Hunsinger","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Treasurer","John Bradley","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Treasurer","Tamera Hagerman","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Treasurer","Phil Hodson","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Treasurer","Francis Kelly","0","66.67%"
"E Wakarusa 65 C1 S2 H46 (65C.8)","Wakarusa Twp Treasurer","Eugene George","0","66.67%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","USRep2","Matt Kleinmann","2","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","USRep2","Nancy Boyda","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","USRep2","Jeff Kahrs","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","USRep2","Michael A. Ogle","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","USRep2","Derek Schmidt","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","USRep2","Shawn Tiffany","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","USRep2","Chad Young","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","KS Sen 2","Marci Francisco","2","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","KS Sen 2","Christina Haswood","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","KS Sen 2","David G. Miller","1","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","State Rep 42","Eddy Martinez","1","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","State Rep 42","Lance W. Neelly","1","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","State Rep 42","Mike Stieben","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","SBOE Dist 6","Beryl Ann New","1","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","SBOE Dist 6","Bruce Schultz","1","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","District Attorney","Dakota Loomis","2","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","District Attorney","Tonda Hill","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","District Attorney","Suzanne Valdez","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","District Attorney","Mike Warner","1","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","County Commision Dist 4","Mike Kelso","2","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","County Commision Dist 4","Gene Dorsey","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","County Commision Dist 4","Timothy Bruce","1","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Co Clerk","Jamie Shew","1","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","CO Treas","Adam T. Rains","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","CO Reg of Deeds","Kent Brown","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","CO Sheriff","Jay Armbrister","1","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Trustee","Karen Lassman","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Trustee","Carolee Messeraul","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Trustee","Gerald Dwyer","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Trustee","Rex Hagerman","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Trustee","Todd Dwyer","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Trustee","Phil Hodson","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Trustee","Michele Bennett","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Trustee","Clenece Hills","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Trustee","Francis Kelly","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Trustee","Dennis Karney","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Trustee","George Hunsinger","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Treasurer","John Bradley","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Treasurer","Tamera Hagerman","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Treasurer","Phil Hodson","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Treasurer","Francis Kelly","0","18.75%"
"E Wakarusa 65 C2 S2 H42 (65B.1)","Wakarusa Twp Treasurer","Eugene George","0","18.75%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","USRep2","Nancy Boyda","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","USRep2","Matt Kleinmann","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","USRep2","Shawn Tiffany","3","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","USRep2","Jeff Kahrs","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","USRep2","Michael A. Ogle","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","USRep2","Derek Schmidt","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","USRep2","Chad Young","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","State Sen 3","Dena Sattler","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","State Sen 3","Rick Kloos","3","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","State Rep 10","Zachary Thomas Hawkins","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","State Rep 10","Suzanne Wikle","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","State Rep 10","Susan Pitts","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","State Rep 10","Cynthia Beal","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","SBOE Dist 4","Kris Meyer","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","SBOE Dist 4","Connie O'Brien","3","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","SBOE Dist 4","Nancy Moneymaker","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","SBOE Dist 4","Gina Montalbano Zesiger","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","District Attorney","Tonda Hill","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","District Attorney","Dakota Loomis","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","District Attorney","Suzanne Valdez","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","District Attorney","Mike Warner","3","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","County Commission 5th Dist","Erica Anderson","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","County Commission 5th Dist","Nicholas Matthews","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","County Commission 5th Dist","Rich Lorenzo","3","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","Co Clerk","Jamie Shew","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","CO Treas","Adam T. Rains","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","CO Reg of Deeds","Kent Brown","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","CO Sheriff","Jay Armbrister","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","Wakarusa Twp Trustee","Karen Lassman","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","Wakarusa Twp Trustee","Carolee Messeraul","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","Wakarusa Twp Trustee","Gerald Dwyer","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","Wakarusa Twp Trustee","Rex Hagerman","0","75.00%"
"E Wakarusa 65 C2 S3 H10 (65D.6-7)","Wakarusa Twp Trustee","Todd Dwyer","0","75.00%"
