County,Precinct,Race,District,Candidate,Party,Votes,VTD
ALLEN,South Iola Enclave,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,0,00020B
ALLEN,South Iola Enclave,Kansas Senate,12,"Tyson, Caryn  ",Republican,0,00020B
ALLEN,West Elm,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,86,000210
ALLEN,West Elm,Kansas Senate,12,"Tyson, Caryn  ",Republican,304,000210
ALLEN,Logan Township S12,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,18,120020
ALLEN,Logan Township S12,Kansas Senate,12,"Tyson, Caryn  ",Republican,86,120020
ALLEN,Logan Township S15,Kansas Senate,15,"Schmidt, Chuck  ",Democratic,0,120030
ALLEN,Logan Township S15,Kansas Senate,15,"Goddard, Dan  ",Republican,0,120030
ANDERSON,Garnett Precinct 1,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,113,00002A
ANDERSON,Garnett Precinct 1,Kansas Senate,12,"Tyson, Caryn  ",Republican,312,00002A
ANDERSON,Garnett Precinct 1 Exclave,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,0,00002B
ANDERSON,Garnett Precinct 1 Exclave,Kansas Senate,12,"Tyson, Caryn  ",Republican,0,00002B
ANDERSON,Garnett Precinct 2,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,105,000030
ANDERSON,Garnett Precinct 2,Kansas Senate,12,"Tyson, Caryn  ",Republican,275,000030
ANDERSON,Garnett Precinct 3,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,77,000040
ANDERSON,Garnett Precinct 3,Kansas Senate,12,"Tyson, Caryn  ",Republican,228,000040
ANDERSON,Garnett Precinct 4,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,19,000050
ANDERSON,Garnett Precinct 4,Kansas Senate,12,"Tyson, Caryn  ",Republican,40,000050
ANDERSON,Indian Creek Township,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,12,000080
ANDERSON,Indian Creek Township,Kansas Senate,12,"Tyson, Caryn  ",Republican,51,000080
ANDERSON,Lincoln Township,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,15,000110
ANDERSON,Lincoln Township,Kansas Senate,12,"Tyson, Caryn  ",Republican,80,000110
ANDERSON,Monroe Township,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,31,00014A
ANDERSON,Monroe Township,Kansas Senate,12,"Tyson, Caryn  ",Republican,119,00014A
ANDERSON,Putnam Township,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,39,000170
ANDERSON,Putnam Township,Kansas Senate,12,"Tyson, Caryn  ",Republican,93,000170
ANDERSON,Reeder Township,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,26,000180
ANDERSON,Reeder Township,Kansas Senate,12,"Tyson, Caryn  ",Republican,67,000180
ANDERSON,Washington Township,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,23,000210
ANDERSON,Washington Township,Kansas Senate,12,"Tyson, Caryn  ",Republican,94,000210
ANDERSON,Welda Township,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,37,000220
ANDERSON,Welda Township,Kansas Senate,12,"Tyson, Caryn  ",Republican,85,000220
ANDERSON,Lone Elm Township,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,21,130010
ANDERSON,Lone Elm Township,Kansas Senate,12,"Tyson, Caryn  ",Republican,78,130010
ANDERSON,Ozark Township,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,60,130020
ANDERSON,Ozark Township,Kansas Senate,12,"Tyson, Caryn  ",Republican,177,130020
ANDERSON,Rich Township,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,26,130030
ANDERSON,Rich Township,Kansas Senate,12,"Tyson, Caryn  ",Republican,118,130030
ANDERSON,Walker Township,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,76,130040
ANDERSON,Walker Township,Kansas Senate,12,"Tyson, Caryn  ",Republican,207,130040
ANDERSON,Westphalia Township,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,31,130050
ANDERSON,Westphalia Township,Kansas Senate,12,"Tyson, Caryn  ",Republican,98,130050
ANDERSON,Jackson Township,Kansas Senate,12,"Johnston, Christopher B. ",Democratic,31,140010
ANDERSON,Jackson Township,Kansas Senate,12,"Tyson, Caryn  ",Republican,152,140010
ATCHISON,Atchison Precinct 1,Kansas Senate,1,"Henry, Jerry  ",Democratic,143,000010
ATCHISON,Atchison Precinct 1,Kansas Senate,1,"Pyle, Dennis D. ",Republican,114,000010
ATCHISON,Atchison Precinct 2 East,Kansas Senate,1,"Henry, Jerry  ",Democratic,189,000020
ATCHISON,Atchison Precinct 2 East,Kansas Senate,1,"Pyle, Dennis D. ",Republican,111,000020
ATCHISON,Atchison Precinct 2 West,Kansas Senate,1,"Henry, Jerry  ",Democratic,187,000030
ATCHISON,Atchison Precinct 2 West,Kansas Senate,1,"Pyle, Dennis D. ",Republican,126,000030
ATCHISON,Atchison Precinct 3 East,Kansas Senate,1,"Henry, Jerry  ",Democratic,322,000040
ATCHISON,Atchison Precinct 3 East,Kansas Senate,1,"Pyle, Dennis D. ",Republican,207,000040
ATCHISON,Atchison Precinct 3 West,Kansas Senate,1,"Henry, Jerry  ",Democratic,542,00005A
ATCHISON,Atchison Precinct 3 West,Kansas Senate,1,"Pyle, Dennis D. ",Republican,278,00005A
ATCHISON,Atchison Precinct 4,Kansas Senate,1,"Henry, Jerry  ",Democratic,305,00006A
ATCHISON,Atchison Precinct 4,Kansas Senate,1,"Pyle, Dennis D. ",Republican,138,00006A
ATCHISON,Atchison Precinct 4 Exclave A,Kansas Senate,1,"Henry, Jerry  ",Democratic,0,00006B
ATCHISON,Atchison Precinct 4 Exclave A,Kansas Senate,1,"Pyle, Dennis D. ",Republican,0,00006B
ATCHISON,Atchison Precinct 4 Exclave B,Kansas Senate,1,"Henry, Jerry  ",Democratic,0,00006C
ATCHISON,Atchison Precinct 4 Exclave B,Kansas Senate,1,"Pyle, Dennis D. ",Republican,0,00006C
ATCHISON,Atchison Precinct 5 North,Kansas Senate,1,"Henry, Jerry  ",Democratic,391,00007A
ATCHISON,Atchison Precinct 5 North,Kansas Senate,1,"Pyle, Dennis D. ",Republican,206,00007A
ATCHISON,Atchison Precinct 5 North Exclave A,Kansas Senate,1,"Henry, Jerry  ",Democratic,0,00007B
ATCHISON,Atchison Precinct 5 North Exclave A,Kansas Senate,1,"Pyle, Dennis D. ",Republican,0,00007B
ATCHISON,Atchison Precinct 5 North Exclave B,Kansas Senate,1,"Henry, Jerry  ",Democratic,0,00007C
ATCHISON,Atchison Precinct 5 North Exclave B,Kansas Senate,1,"Pyle, Dennis D. ",Republican,0,00007C
ATCHISON,Atchison Precinct 5 South,Kansas Senate,1,"Henry, Jerry  ",Democratic,225,00008A
ATCHISON,Atchison Precinct 5 South,Kansas Senate,1,"Pyle, Dennis D. ",Republican,138,00008A
ATCHISON,Atchison Precinct 5 South Exclave A,Kansas Senate,1,"Henry, Jerry  ",Democratic,0,00008B
ATCHISON,Atchison Precinct 5 South Exclave A,Kansas Senate,1,"Pyle, Dennis D. ",Republican,0,00008B
ATCHISON,Atchison Precinct 5 South Exclave B,Kansas Senate,1,"Henry, Jerry  ",Democratic,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave B,Kansas Senate,1,"Pyle, Dennis D. ",Republican,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave C,Kansas Senate,1,"Henry, Jerry  ",Democratic,0,00008D
ATCHISON,Atchison Precinct 5 South Exclave C,Kansas Senate,1,"Pyle, Dennis D. ",Republican,0,00008D
ATCHISON,Center Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,129,000100
ATCHISON,Center Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,209,000100
ATCHISON,Grasshopper Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,101,000110
ATCHISON,Grasshopper Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,186,000110
ATCHISON,Huron Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,47,000120
ATCHISON,Huron Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,50,000120
ATCHISON,Kapioma Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,43,000130
ATCHISON,Kapioma Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,94,000130
ATCHISON,Lancaster Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,165,000140
ATCHISON,Lancaster Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,143,000140
ATCHISON,Shannon Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,411,00016A
ATCHISON,Shannon Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,246,00016A
ATCHISON,Walnut Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,130,00017A
ATCHISON,Walnut Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,111,00017A
ATCHISON,Walnut Township Enclave,Kansas Senate,1,"Henry, Jerry  ",Democratic,3,00017B
ATCHISON,Walnut Township Enclave,Kansas Senate,1,"Pyle, Dennis D. ",Republican,0,00017B
ATCHISON,Mount Pleasant Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,242,100050
ATCHISON,Mount Pleasant Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,226,100050
ATCHISON,Benton Township H62,Kansas Senate,1,"Henry, Jerry  ",Democratic,172,120020
ATCHISON,Benton Township H62,Kansas Senate,1,"Pyle, Dennis D. ",Republican,177,120020
ATCHISON,Benton Township H63,Kansas Senate,1,"Henry, Jerry  ",Democratic,66,120030
ATCHISON,Benton Township H63,Kansas Senate,1,"Pyle, Dennis D. ",Republican,56,120030
BARBER,Aetna Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,1,000010
BARBER,Aetna Township,Kansas Senate,32,"Alley, Larry W. ",Republican,5,000010
BARBER,Deerhead Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,0,000020
BARBER,Deerhead Township,Kansas Senate,32,"Alley, Larry W. ",Republican,6,000020
BARBER,Eagle Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,4,000030
BARBER,Eagle Township,Kansas Senate,32,"Alley, Larry W. ",Republican,16,000030
BARBER,Elm Mills Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,14,000040
BARBER,Elm Mills Township,Kansas Senate,32,"Alley, Larry W. ",Republican,58,000040
BARBER,Elwood Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,21,000050
BARBER,Elwood Township,Kansas Senate,32,"Alley, Larry W. ",Republican,73,000050
BARBER,Hazelton Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,24,000060
BARBER,Hazelton Township,Kansas Senate,32,"Alley, Larry W. ",Republican,51,000060
BARBER,Kiowa East Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,59,000070
BARBER,Kiowa East Township,Kansas Senate,32,"Alley, Larry W. ",Republican,251,000070
BARBER,Kiowa West Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,45,000080
BARBER,Kiowa West Township,Kansas Senate,32,"Alley, Larry W. ",Republican,146,000080
BARBER,Lake City Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,9,000090
BARBER,Lake City Township,Kansas Senate,32,"Alley, Larry W. ",Republican,24,000090
BARBER,McAdoo Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,0,000100
BARBER,McAdoo Township,Kansas Senate,32,"Alley, Larry W. ",Republican,16,000100
BARBER,Medicine Lodge Precinct 1,Kansas Senate,32,"Shimkus, Don  ",Democratic,86,000110
BARBER,Medicine Lodge Precinct 1,Kansas Senate,32,"Alley, Larry W. ",Republican,244,000110
BARBER,Medicine Lodge Precinct 2,Kansas Senate,32,"Shimkus, Don  ",Democratic,67,00012A
BARBER,Medicine Lodge Precinct 2,Kansas Senate,32,"Alley, Larry W. ",Republican,187,00012A
BARBER,Medicine Lodge Precinct 2 Exclave,Kansas Senate,32,"Shimkus, Don  ",Democratic,0,00012B
BARBER,Medicine Lodge Precinct 2 Exclave,Kansas Senate,32,"Alley, Larry W. ",Republican,0,00012B
BARBER,Medicine Lodge Precinct 3,Kansas Senate,32,"Shimkus, Don  ",Democratic,43,000130
BARBER,Medicine Lodge Precinct 3,Kansas Senate,32,"Alley, Larry W. ",Republican,140,000130
BARBER,Medicine Lodge Precinct 4,Kansas Senate,32,"Shimkus, Don  ",Democratic,17,000140
BARBER,Medicine Lodge Precinct 4,Kansas Senate,32,"Alley, Larry W. ",Republican,118,000140
BARBER,Medicine Lodge Precinct 5,Kansas Senate,32,"Shimkus, Don  ",Democratic,1,000150
BARBER,Medicine Lodge Precinct 5,Kansas Senate,32,"Alley, Larry W. ",Republican,30,000150
BARBER,Mingona Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,7,000160
BARBER,Mingona Township,Kansas Senate,32,"Alley, Larry W. ",Republican,36,000160
BARBER,Moore Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,7,000170
BARBER,Moore Township,Kansas Senate,32,"Alley, Larry W. ",Republican,14,000170
BARBER,Nippawalla Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,1,000180
BARBER,Nippawalla Township,Kansas Senate,32,"Alley, Larry W. ",Republican,17,000180
BARBER,Sun City Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,0,000210
BARBER,Sun City Township,Kansas Senate,32,"Alley, Larry W. ",Republican,29,000210
BARBER,Turkey Creek Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,4,000220
BARBER,Turkey Creek Township,Kansas Senate,32,"Alley, Larry W. ",Republican,9,000220
BARBER,Valley Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,5,000230
BARBER,Valley Township,Kansas Senate,32,"Alley, Larry W. ",Republican,56,000230
BARBER,Sharon Township,Kansas Senate,32,"Shimkus, Don  ",Democratic,30,130010
BARBER,Sharon Township,Kansas Senate,32,"Alley, Larry W. ",Republican,160,130010
BARTON,Albion Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,7,000010
BARTON,Albion Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,19,000010
BARTON,Beaver Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,14,000020
BARTON,Beaver Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,29,000020
BARTON,Buffalo Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,40,000030
BARTON,Buffalo Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,174,000030
BARTON,Cheyenne Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,28,000040
BARTON,Cheyenne Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,74,000040
BARTON,Clarence Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,12,000050
BARTON,Clarence Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,43,000050
BARTON,Cleveland Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,6,000060
BARTON,Cleveland Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,12,000060
BARTON,Comanche Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,66,000070
BARTON,Comanche Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,131,000070
BARTON,Eureka Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,13,000080
BARTON,Eureka Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,29,000080
BARTON,Fairview Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,10,000090
BARTON,Fairview Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,37,000090
BARTON,Grant Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,6,000100
BARTON,Grant Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,21,000100
BARTON,Great Bend City Ward 1 Precinct 1,Kansas Senate,33,"Bristow, Matt  ",Democratic,126,00011A
BARTON,Great Bend City Ward 1 Precinct 1,Kansas Senate,33,"Taylor, Mary Jo ",Republican,196,00011A
BARTON,Great Bend City Ward 1 Precinct 1 Courthouse,Kansas Senate,33,"Bristow, Matt  ",Democratic,0,00011B
BARTON,Great Bend City Ward 1 Precinct 1 Courthouse,Kansas Senate,33,"Taylor, Mary Jo ",Republican,0,00011B
BARTON,Great Bend City Ward 1 Precinct 2,Kansas Senate,33,"Bristow, Matt  ",Democratic,141,000120
BARTON,Great Bend City Ward 1 Precinct 2,Kansas Senate,33,"Taylor, Mary Jo ",Republican,329,000120
BARTON,Great Bend City Ward 1 Precinct 3,Kansas Senate,33,"Bristow, Matt  ",Democratic,143,000130
BARTON,Great Bend City Ward 1 Precinct 3,Kansas Senate,33,"Taylor, Mary Jo ",Republican,239,000130
BARTON,Great Bend City Ward 2 Precinct 1,Kansas Senate,33,"Bristow, Matt  ",Democratic,182,000140
BARTON,Great Bend City Ward 2 Precinct 1,Kansas Senate,33,"Taylor, Mary Jo ",Republican,424,000140
BARTON,Great Bend City Ward 2 Precinct 2,Kansas Senate,33,"Bristow, Matt  ",Democratic,166,000150
BARTON,Great Bend City Ward 2 Precinct 2,Kansas Senate,33,"Taylor, Mary Jo ",Republican,407,000150
BARTON,Great Bend City Ward 2 Precinct 3,Kansas Senate,33,"Bristow, Matt  ",Democratic,165,000160
BARTON,Great Bend City Ward 2 Precinct 3,Kansas Senate,33,"Taylor, Mary Jo ",Republican,535,000160
BARTON,Great Bend City Ward 3 Precinct 1,Kansas Senate,33,"Bristow, Matt  ",Democratic,129,000170
BARTON,Great Bend City Ward 3 Precinct 1,Kansas Senate,33,"Taylor, Mary Jo ",Republican,267,000170
BARTON,Great Bend City Ward 3 Precinct 2,Kansas Senate,33,"Bristow, Matt  ",Democratic,153,000180
BARTON,Great Bend City Ward 3 Precinct 2,Kansas Senate,33,"Taylor, Mary Jo ",Republican,301,000180
BARTON,Great Bend City Ward 3 Precinct 3,Kansas Senate,33,"Bristow, Matt  ",Democratic,149,00019A
BARTON,Great Bend City Ward 3 Precinct 3,Kansas Senate,33,"Taylor, Mary Jo ",Republican,345,00019A
BARTON,Great Bend City Ward 3 Precinct 3 Exclave,Kansas Senate,33,"Bristow, Matt  ",Democratic,0,00019B
BARTON,Great Bend City Ward 3 Precinct 3 Exclave,Kansas Senate,33,"Taylor, Mary Jo ",Republican,0,00019B
BARTON,Great Bend City Ward 4 Precinct 1,Kansas Senate,33,"Bristow, Matt  ",Democratic,99,000200
BARTON,Great Bend City Ward 4 Precinct 1,Kansas Senate,33,"Taylor, Mary Jo ",Republican,160,000200
BARTON,Great Bend City Ward 4 Precinct 2,Kansas Senate,33,"Bristow, Matt  ",Democratic,88,000210
BARTON,Great Bend City Ward 4 Precinct 2,Kansas Senate,33,"Taylor, Mary Jo ",Republican,120,000210
BARTON,Great Bend City Ward 4 Precinct 3,Kansas Senate,33,"Bristow, Matt  ",Democratic,41,00022A
BARTON,Great Bend City Ward 4 Precinct 3,Kansas Senate,33,"Taylor, Mary Jo ",Republican,46,00022A
BARTON,Great Bend City Ward 4 Precinct 3 Exclave A,Kansas Senate,33,"Bristow, Matt  ",Democratic,0,00022B
BARTON,Great Bend City Ward 4 Precinct 3 Exclave A,Kansas Senate,33,"Taylor, Mary Jo ",Republican,0,00022B
BARTON,Great Bend City Ward 4 Precinct 3 Exclave B,Kansas Senate,33,"Bristow, Matt  ",Democratic,0,00022C
BARTON,Great Bend City Ward 4 Precinct 3 Exclave B,Kansas Senate,33,"Taylor, Mary Jo ",Republican,0,00022C
BARTON,Great Bend City Ward 4 Precinct 3 Exclave C,Kansas Senate,33,"Bristow, Matt  ",Democratic,0,00022D
BARTON,Great Bend City Ward 4 Precinct 3 Exclave C,Kansas Senate,33,"Taylor, Mary Jo ",Republican,0,00022D
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D1,Kansas Senate,33,"Bristow, Matt  ",Democratic,0,00022E
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D1,Kansas Senate,33,"Taylor, Mary Jo ",Republican,0,00022E
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D2,Kansas Senate,33,"Bristow, Matt  ",Democratic,0,00022F
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D2,Kansas Senate,33,"Taylor, Mary Jo ",Republican,0,00022F
BARTON,Great Bend Township Part A,Kansas Senate,33,"Bristow, Matt  ",Democratic,170,00023A
BARTON,Great Bend Township Part A,Kansas Senate,33,"Taylor, Mary Jo ",Republican,429,00023A
BARTON,Great Bend Township Part B,Kansas Senate,33,"Bristow, Matt  ",Democratic,29,00023B
BARTON,Great Bend Township Part B,Kansas Senate,33,"Taylor, Mary Jo ",Republican,78,00023B
BARTON,Great Bend Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,0,00023C
BARTON,Great Bend Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,0,00023C
BARTON,Hoisington Ward 1,Kansas Senate,33,"Bristow, Matt  ",Democratic,102,000240
BARTON,Hoisington Ward 1,Kansas Senate,33,"Taylor, Mary Jo ",Republican,159,000240
BARTON,Hoisington Ward 2,Kansas Senate,33,"Bristow, Matt  ",Democratic,107,000250
BARTON,Hoisington Ward 2,Kansas Senate,33,"Taylor, Mary Jo ",Republican,176,000250
BARTON,Hoisington Ward 3,Kansas Senate,33,"Bristow, Matt  ",Democratic,75,000260
BARTON,Hoisington Ward 3,Kansas Senate,33,"Taylor, Mary Jo ",Republican,183,000260
BARTON,Hoisington Ward 4,Kansas Senate,33,"Bristow, Matt  ",Democratic,78,00027A
BARTON,Hoisington Ward 4,Kansas Senate,33,"Taylor, Mary Jo ",Republican,150,00027A
BARTON,Hoisington Ward 4 Exclave,Kansas Senate,33,"Bristow, Matt  ",Democratic,0,00027B
BARTON,Hoisington Ward 4 Exclave,Kansas Senate,33,"Taylor, Mary Jo ",Republican,0,00027B
BARTON,Independent Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,102,000280
BARTON,Independent Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,263,000280
BARTON,Lakin Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,440,000290
BARTON,Lakin Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,569,000290
BARTON,Liberty Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,23,000300
BARTON,Liberty Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,83,000300
BARTON,Logan Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,30,000310
BARTON,Logan Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,48,000310
BARTON,North Homestead Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,22,000320
BARTON,North Homestead Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,47,000320
BARTON,Pawnee Rock Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,51,000330
BARTON,Pawnee Rock Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,113,000330
BARTON,South Bend Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,78,000340
BARTON,South Bend Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,192,000340
BARTON,South Homestead Township,Kansas Senate,33,"Bristow, Matt  ",Democratic,35,000350
BARTON,South Homestead Township,Kansas Senate,33,"Taylor, Mary Jo ",Republican,123,000350
