County,Precinct,Race,District,Candidate,Party,Votes,VTD
LABETTE,Richland Township H1 B,Kansas House of Representatives,1,"Houser, Michael  ",Republican,17,12004B
LABETTE,Richland Township H1,Kansas House of Representatives,1,"Houser, Michael  ",Republican,0,120040
LABETTE,Richland Township H7,Kansas House of Representatives,7,"Proehl, Richard J. ",Republican,70,120050
LABETTE,Oswego City Ward 1 Exclave,Kansas House of Representatives,7,"Proehl, Richard J. ",Republican,0,900010
LANE,Alamota Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,40,000010
LANE,Dighton Township 2,Kansas House of Representatives,118,"Hineman, Don  ",Republican,54,000020
LANE,Dighton Township 3,Kansas House of Representatives,118,"Hineman, Don  ",Republican,30,000030
LANE,Cheyenne Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,101,000040
LANE,Dighton Township 1,Kansas House of Representatives,118,"Hineman, Don  ",Republican,41,000050
LANE,Dighton City Precinct 1,Kansas House of Representatives,118,"Hineman, Don  ",Republican,181,000060
LANE,Dighton City Precinct 2,Kansas House of Representatives,118,"Hineman, Don  ",Republican,247,000070
LANE,Dighton City Precinct 3,Kansas House of Representatives,118,"Hineman, Don  ",Republican,78,000080
LANE,White Rock Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,11,000100
LANE,Wilson Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,30,000110
LEAVENWORTH,Alexandria Township,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,122,000010
LEAVENWORTH,Alexandria Township,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,287,000010
LEAVENWORTH,Basehor City,Kansas House of Representatives,38,"Fonkert, Mike  ",Democratic,1083,000020
LEAVENWORTH,Basehor City,Kansas House of Representatives,38,"Cristopher, Frederick Caleb ",Libertarian,255,000020
LEAVENWORTH,Basehor City,Kansas House of Representatives,38,"Dove, Willie  ",Republican,1420,000020
LEAVENWORTH,Basehor Township Voting District,Kansas House of Representatives,38,"Fonkert, Mike  ",Democratic,336,000030
LEAVENWORTH,Basehor Township Voting District,Kansas House of Representatives,38,"Cristopher, Frederick Caleb ",Libertarian,95,000030
LEAVENWORTH,Basehor Township Voting District,Kansas House of Representatives,38,"Dove, Willie  ",Republican,590,000030
LEAVENWORTH,Easton Township,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,154,000040
LEAVENWORTH,Easton Township,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,350,000040
LEAVENWORTH,GL / Fairmount Township Voting District,Kansas House of Representatives,38,"Fonkert, Mike  ",Democratic,520,000050
LEAVENWORTH,GL / Fairmount Township Voting District,Kansas House of Representatives,38,"Cristopher, Frederick Caleb ",Libertarian,76,000050
LEAVENWORTH,GL / Fairmount Township Voting District,Kansas House of Representatives,38,"Dove, Willie  ",Republican,811,000050
LEAVENWORTH,High Prairie Township,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,367,000060
LEAVENWORTH,High Prairie Township,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,699,000060
LEAVENWORTH,Kickapoo Township,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,260,000070
LEAVENWORTH,Kickapoo Township,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,719,000070
LEAVENWORTH,Lansing Ward 1,Kansas House of Representatives,40,"Deere, Debbie  ",Democratic,425,000080
LEAVENWORTH,Lansing Ward 1,Kansas House of Representatives,40,"Bradford, John  ",Republican,383,000080
LEAVENWORTH,Lansing Ward 2,Kansas House of Representatives,40,"Deere, Debbie  ",Democratic,522,000090
LEAVENWORTH,Lansing Ward 2,Kansas House of Representatives,40,"Bradford, John  ",Republican,574,000090
LEAVENWORTH,Lansing Ward 3,Kansas House of Representatives,40,"Deere, Debbie  ",Democratic,539,000100
LEAVENWORTH,Lansing Ward 3,Kansas House of Representatives,40,"Bradford, John  ",Republican,482,000100
LEAVENWORTH,Lansing Ward 4,Kansas House of Representatives,40,"Deere, Debbie  ",Democratic,613,000110
LEAVENWORTH,Lansing Ward 4,Kansas House of Representatives,40,"Bradford, John  ",Republican,504,000110
LEAVENWORTH,Leavenworth Ward 1 Precinct 1,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,204,000120
LEAVENWORTH,Leavenworth Ward 1 Precinct 1,Kansas House of Representatives,41,"Barton, Tony  ",Republican,119,000120
LEAVENWORTH,Leavenworth Ward 2 Precinct 1,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,170,000130
LEAVENWORTH,Leavenworth Ward 2 Precinct 1,Kansas House of Representatives,41,"Barton, Tony  ",Republican,129,000130
LEAVENWORTH,Leavenworth Ward 2 Precinct 2,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,172,000140
LEAVENWORTH,Leavenworth Ward 2 Precinct 2,Kansas House of Representatives,41,"Barton, Tony  ",Republican,123,000140
LEAVENWORTH,Leavenworth Ward 2 Precinct 3,Kansas House of Representatives,40,"Deere, Debbie  ",Democratic,254,000150
LEAVENWORTH,Leavenworth Ward 2 Precinct 3,Kansas House of Representatives,40,"Bradford, John  ",Republican,189,000150
LEAVENWORTH,Leavenworth Ward 3 Precinct 1,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,282,000160
LEAVENWORTH,Leavenworth Ward 3 Precinct 1,Kansas House of Representatives,41,"Barton, Tony  ",Republican,198,000160
LEAVENWORTH,Leavenworth Ward 4 Precinct 1,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,165,00017A
LEAVENWORTH,Leavenworth Ward 4 Precinct 1,Kansas House of Representatives,41,"Barton, Tony  ",Republican,95,00017A
LEAVENWORTH,Leavenworth Ward 5 Precinct 1,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,233,000180
LEAVENWORTH,Leavenworth Ward 5 Precinct 1,Kansas House of Representatives,41,"Barton, Tony  ",Republican,149,000180
LEAVENWORTH,Leavenworth Ward 5 Precinct 2,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,188,00019A
LEAVENWORTH,Leavenworth Ward 5 Precinct 2,Kansas House of Representatives,41,"Barton, Tony  ",Republican,148,00019A
LEAVENWORTH,Leavenworth Ward 5 Precinct 3,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,377,000200
LEAVENWORTH,Leavenworth Ward 5 Precinct 3,Kansas House of Representatives,41,"Barton, Tony  ",Republican,283,000200
LEAVENWORTH,Leavenworth Ward 5 Precinct 4,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,197,000210
LEAVENWORTH,Leavenworth Ward 5 Precinct 4,Kansas House of Representatives,41,"Barton, Tony  ",Republican,216,000210
LEAVENWORTH,Leavenworth Ward 6 Precinct 1,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,308,000220
LEAVENWORTH,Leavenworth Ward 6 Precinct 1,Kansas House of Representatives,41,"Barton, Tony  ",Republican,227,000220
LEAVENWORTH,Leavenworth Ward 6 Precinct 2,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,260,000230
LEAVENWORTH,Leavenworth Ward 6 Precinct 2,Kansas House of Representatives,41,"Barton, Tony  ",Republican,165,000230
LEAVENWORTH,Leavenworth Ward 6 Precinct 3,Kansas House of Representatives,40,"Deere, Debbie  ",Democratic,240,000240
LEAVENWORTH,Leavenworth Ward 6 Precinct 3,Kansas House of Representatives,40,"Bradford, John  ",Republican,185,000240
LEAVENWORTH,Leavenworth Ward 6 Precinct 4,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,392,000250
LEAVENWORTH,Leavenworth Ward 6 Precinct 4,Kansas House of Representatives,41,"Barton, Tony  ",Republican,396,000250
LEAVENWORTH,Leavenworth Ward 6 Precinct 5,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,415,000260
LEAVENWORTH,Leavenworth Ward 6 Precinct 5,Kansas House of Representatives,41,"Barton, Tony  ",Republican,419,000260
LEAVENWORTH,Leavenworth Ward 7 Precinct 1,Kansas House of Representatives,40,"Deere, Debbie  ",Democratic,120,00027A
LEAVENWORTH,Leavenworth Ward 7 Precinct 1,Kansas House of Representatives,40,"Bradford, John  ",Republican,42,00027A
LEAVENWORTH,Leavenworth Ward 7 Precinct 2,Kansas House of Representatives,40,"Deere, Debbie  ",Democratic,701,000280
LEAVENWORTH,Leavenworth Ward 7 Precinct 2,Kansas House of Representatives,40,"Bradford, John  ",Republican,654,000280
LEAVENWORTH,Leavenworth Ward 7 Precinct 3,Kansas House of Representatives,40,"Deere, Debbie  ",Democratic,825,00029A
LEAVENWORTH,Leavenworth Ward 7 Precinct 3,Kansas House of Representatives,40,"Bradford, John  ",Republican,834,00029A
LEAVENWORTH,Sherman Township,Kansas House of Representatives,38,"Fonkert, Mike  ",Democratic,480,000320
LEAVENWORTH,Sherman Township,Kansas House of Representatives,38,"Cristopher, Frederick Caleb ",Libertarian,79,000320
LEAVENWORTH,Sherman Township,Kansas House of Representatives,38,"Dove, Willie  ",Republican,813,000320
LEAVENWORTH,South Delaware 2,Kansas House of Representatives,40,"Deere, Debbie  ",Democratic,0,000340
LEAVENWORTH,South Delaware 2,Kansas House of Representatives,40,"Bradford, John  ",Republican,0,000340
LEAVENWORTH,Stranger Township Voting District,Kansas House of Representatives,38,"Fonkert, Mike  ",Democratic,262,000350
LEAVENWORTH,Stranger Township Voting District,Kansas House of Representatives,38,"Cristopher, Frederick Caleb ",Libertarian,43,000350
LEAVENWORTH,Stranger Township Voting District,Kansas House of Representatives,38,"Dove, Willie  ",Republican,507,000350
LEAVENWORTH,Tonganoxie North Precinct,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,604,000360
LEAVENWORTH,Tonganoxie North Precinct,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,703,000360
LEAVENWORTH,Tonganoxie South Precinct,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,385,000370
LEAVENWORTH,Tonganoxie South Precinct,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,398,000370
LEAVENWORTH,Tonganoxie Township,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,550,000380
LEAVENWORTH,Tonganoxie Township,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,741,000380
LEAVENWORTH,Walnut Township Voting District,Kansas House of Representatives,38,"Fonkert, Mike  ",Democratic,226,000390
LEAVENWORTH,Walnut Township Voting District,Kansas House of Representatives,38,"Cristopher, Frederick Caleb ",Libertarian,30,000390
LEAVENWORTH,Walnut Township Voting District,Kansas House of Representatives,38,"Dove, Willie  ",Republican,363,000390
LEAVENWORTH,Leavenworth Ward 1 Precinct 1 Fort A H41,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,70,120040
LEAVENWORTH,Leavenworth Ward 1 Precinct 1 Fort A H41,Kansas House of Representatives,41,"Barton, Tony  ",Republican,142,120040
LEAVENWORTH,Leavenworth Ward 1 Precinct 1 Fort A H42,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,62,120050
LEAVENWORTH,Leavenworth Ward 1 Precinct 1 Fort A H42,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,66,120050
LEAVENWORTH,Missouri River H41,Kansas House of Representatives,41,"Pittman, Jeff  ",Democratic,0,120060
LEAVENWORTH,Missouri River H41,Kansas House of Representatives,41,"Barton, Tony  ",Republican,0,120060
LEAVENWORTH,Missouri River H42,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,0,120070
LEAVENWORTH,Missouri River H42,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,0,120070
LEAVENWORTH,Reno Township H38,Kansas House of Representatives,38,"Fonkert, Mike  ",Democratic,52,120080
LEAVENWORTH,Reno Township H38,Kansas House of Representatives,38,"Cristopher, Frederick Caleb ",Libertarian,6,120080
LEAVENWORTH,Reno Township H38,Kansas House of Representatives,38,"Dove, Willie  ",Republican,71,120080
LEAVENWORTH,Reno Township H42,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,278,120090
LEAVENWORTH,Reno Township H42,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,361,120090
LEAVENWORTH,South Delaware 3 S3 H38,Kansas House of Representatives,38,"Fonkert, Mike  ",Democratic,41,120100
LEAVENWORTH,South Delaware 3 S3 H38,Kansas House of Representatives,38,"Cristopher, Frederick Caleb ",Libertarian,12,120100
LEAVENWORTH,South Delaware 3 S3 H38,Kansas House of Representatives,38,"Dove, Willie  ",Republican,105,120100
LEAVENWORTH,South Delaware 2 S3 H40,Kansas House of Representatives,40,"Deere, Debbie  ",Democratic,54,120110
LEAVENWORTH,South Delaware 2 S3 H40,Kansas House of Representatives,40,"Bradford, John  ",Republican,55,120110
LEAVENWORTH,South Delaware 4 S5 H38,Kansas House of Representatives,38,"Fonkert, Mike  ",Democratic,2,120120
LEAVENWORTH,South Delaware 4 S5 H38,Kansas House of Representatives,38,"Cristopher, Frederick Caleb ",Libertarian,1,120120
LEAVENWORTH,South Delaware 4 S5 H38,Kansas House of Representatives,38,"Dove, Willie  ",Republican,1,120120
LEAVENWORTH,South Delaware 1 S5 H40,Kansas House of Representatives,40,"Deere, Debbie  ",Democratic,128,120130
LEAVENWORTH,South Delaware 1 S5 H40,Kansas House of Representatives,40,"Bradford, John  ",Republican,140,120130
LEAVENWORTH,Basehor City Exclave 1,Kansas House of Representatives,38,"Fonkert, Mike  ",Democratic,0,900010
LEAVENWORTH,Basehor City Exclave 1,Kansas House of Representatives,38,"Cristopher, Frederick Caleb ",Libertarian,0,900010
LEAVENWORTH,Basehor City Exclave 1,Kansas House of Representatives,38,"Dove, Willie  ",Republican,0,900010
LEAVENWORTH,Basehor City Exclave 2,Kansas House of Representatives,38,"Fonkert, Mike  ",Democratic,0,900020
LEAVENWORTH,Basehor City Exclave 2,Kansas House of Representatives,38,"Cristopher, Frederick Caleb ",Libertarian,0,900020
LEAVENWORTH,Basehor City Exclave 2,Kansas House of Representatives,38,"Dove, Willie  ",Republican,0,900020
LEAVENWORTH,Basehor City Exclave 3,Kansas House of Representatives,38,"Fonkert, Mike  ",Democratic,0,900030
LEAVENWORTH,Basehor City Exclave 3,Kansas House of Representatives,38,"Cristopher, Frederick Caleb ",Libertarian,0,900030
LEAVENWORTH,Basehor City Exclave 3,Kansas House of Representatives,38,"Dove, Willie  ",Republican,0,900030
LEAVENWORTH,Tonganoxie South Exclave,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,0,900080
LEAVENWORTH,Tonganoxie South Exclave,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,0,900080
LINCOLN,Battle Creek Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,20,000010
LINCOLN,Beaver Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Republican,29,00002A
LINCOLN,Cedron Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,20,000030
LINCOLN,Colorado Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Republican,98,000040
LINCOLN,Elkhorn Township Part A,Kansas House of Representatives,107,"Concannon, Susan L. ",Republican,63,00005A
LINCOLN,Franklin Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Republican,45,000060
LINCOLN,Golden Belt Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,21,000070
LINCOLN,Grant Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,40,000080
LINCOLN,Hanover Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,23,000090
LINCOLN,Highland Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,31,000100
LINCOLN,Indiana Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,35,000110
LINCOLN,Lincoln Precinct 1,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,207,000120
LINCOLN,Lincoln Precinct 2,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,249,00013A
LINCOLN,Lincoln Precinct 2 Exclave,Kansas House of Representatives,107,"Concannon, Susan L. ",Republican,0,00013B
LINCOLN,Logan Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Republican,30,000140
LINCOLN,Madison Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Republican,37,000150
LINCOLN,Marion Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,18,000160
LINCOLN,Orange Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,36,000170
LINCOLN,Pleasant Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,187,000180
LINCOLN,Salt Creek Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Republican,27,000190
LINCOLN,Scott Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Republican,46,000200
LINCOLN,Valley Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,16,000210
LINCOLN,Vesper Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,47,000220
LINCOLN,Marion Township Enclave 1,Kansas House of Representatives,109,"Waymaster, Troy L. ",Republican,0,900010
LINN,Blue Mound Township,Kansas House of Representatives,4,"Jacobs, Trevor  ",Republican,173,000010
LINN,Centerville Township,Kansas House of Representatives,5,"Walker, Doug  ",Democratic,79,000020
LINN,Centerville Township,Kansas House of Representatives,5,"Jones, Kevin  ",Republican,150,000020
LINN,Liberty Township,Kansas House of Representatives,5,"Walker, Doug  ",Democratic,176,000030
LINN,Liberty Township,Kansas House of Representatives,5,"Jones, Kevin  ",Republican,285,000030
LINN,Mound City Township,Kansas House of Representatives,4,"Jacobs, Trevor  ",Republican,535,000040
LINN,North Lincoln,Kansas House of Representatives,4,"Jacobs, Trevor  ",Republican,666,000050
LINN,North Potosi,Kansas House of Representatives,4,"Jacobs, Trevor  ",Republican,344,000060
LINN,Paris Township,Kansas House of Representatives,4,"Jacobs, Trevor  ",Republican,226,000070
LINN,Scott Township,Kansas House of Representatives,4,"Jacobs, Trevor  ",Republican,324,000080
LINN,Sheridan Township,Kansas House of Representatives,4,"Jacobs, Trevor  ",Republican,193,000090
LINN,South Lincoln,Kansas House of Representatives,4,"Jacobs, Trevor  ",Republican,224,000100
LINN,South Potosi,Kansas House of Representatives,4,"Jacobs, Trevor  ",Republican,332,000110
LINN,Stanton Township,Kansas House of Representatives,4,"Jacobs, Trevor  ",Republican,81,000120
LINN,Valley Township,Kansas House of Representatives,4,"Jacobs, Trevor  ",Republican,46,000130
LOGAN,Augustine Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,8,000010
LOGAN,Elkader Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,7,000020
LOGAN,Lees Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,6,000030
LOGAN,Logansport Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,3,000040
LOGAN,McAllaster Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,15,000050
LOGAN,Monument Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,63,000060
LOGAN,Oakley Precinct 1,Kansas House of Representatives,118,"Hineman, Don  ",Republican,528,000070
LOGAN,Oakley Precinct 2,Kansas House of Representatives,118,"Hineman, Don  ",Republican,368,000080
LOGAN,Paxton Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,21,000090
LOGAN,Russell Springs Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,27,000100
LOGAN,Western Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,23,000110
LOGAN,Winona Township,Kansas House of Representatives,118,"Hineman, Don  ",Republican,107,000120
LYON,Precinct 01,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,197,000010
LYON,Precinct 01,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,231,000010
LYON,Precinct 02,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,159,000020
LYON,Precinct 02,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,183,000020
LYON,Precinct 03,Kansas House of Representatives,76,"Briggs, Teresa  ",Democratic,253,000030
LYON,Precinct 03,Kansas House of Representatives,76,"Smith, Eric L. ",Republican,152,000030
LYON,Precinct 04,Kansas House of Representatives,76,"Briggs, Teresa  ",Democratic,267,000040
LYON,Precinct 04,Kansas House of Representatives,76,"Smith, Eric L. ",Republican,221,000040
LYON,Precinct 05,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,162,00005A
LYON,Precinct 05,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,148,00005A
LYON,Precinct 05 Part A,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,0,00005B
LYON,Precinct 05 Part A,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,0,00005B
LYON,Precinct 05 Part B,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,0,00005C
LYON,Precinct 05 Part B,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,0,00005C
LYON,Precinct 06 Part A,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,178,00006A
LYON,Precinct 06 Part A,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,168,00006A
LYON,Precinct 06 Part A Exclave,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,0,00006B
LYON,Precinct 06 Part A Exclave,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,0,00006B
LYON,Precinct 06 Part B Exclave,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,0,00006C
LYON,Precinct 06 Part B Exclave,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,0,00006C
LYON,Precinct 07,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,68,000070
LYON,Precinct 07,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,83,000070
LYON,Precinct 08,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,200,000080
LYON,Precinct 08,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,185,000080
LYON,Precinct 09,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,147,000090
LYON,Precinct 09,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,175,000090
LYON,Precinct 10,Kansas House of Representatives,76,"Briggs, Teresa  ",Democratic,190,000100
LYON,Precinct 10,Kansas House of Representatives,76,"Smith, Eric L. ",Republican,152,000100
LYON,Precinct 11,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,138,000110
LYON,Precinct 11,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,174,000110
LYON,Precinct 12,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,118,000120
LYON,Precinct 12,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,172,000120
LYON,Precinct 13,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,170,000130
LYON,Precinct 13,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,274,000130
LYON,Precinct 14,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,173,000140
LYON,Precinct 14,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,362,000140
LYON,Precinct 15,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,91,000150
LYON,Precinct 15,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,178,000150
LYON,Precinct 16,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,211,000160
LYON,Precinct 16,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,247,000160
LYON,Precinct 17 Exclave Part A,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,0,00017A
LYON,Precinct 17 Exclave Part A,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,0,00017A
LYON,Precinct 17 Enclave Part B,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,0,00017B
LYON,Precinct 17 Enclave Part B,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,0,00017B
LYON,Precinct 17,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,175,000170
LYON,Precinct 17,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,274,000170
LYON,Precinct 18 Enclave Part A,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,0,00018A
LYON,Precinct 18 Enclave Part A,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,0,00018A
LYON,Precinct 18,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,120,000180
LYON,Precinct 18,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,273,000180
LYON,Precinct 19,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,203,000190
LYON,Precinct 19,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,432,000190
LYON,Precinct 20 Exclave Part A,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,0,00020A
LYON,Precinct 20 Exclave Part A,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,0,00020A
LYON,Precinct 20,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,146,000200
LYON,Precinct 20,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,429,000200
LYON,Precinct 21,Kansas House of Representatives,51,"Olejnik, Adrienne  ",Democratic,101,000210
LYON,Precinct 21,Kansas House of Representatives,51,"Highland, Ron  ",Republican,114,000210
LYON,Precinct 22,Kansas House of Representatives,51,"Olejnik, Adrienne  ",Democratic,69,000220
LYON,Precinct 22,Kansas House of Representatives,51,"Highland, Ron  ",Republican,53,000220
LYON,Precinct 23,Kansas House of Representatives,51,"Olejnik, Adrienne  ",Democratic,82,000230
LYON,Precinct 23,Kansas House of Representatives,51,"Highland, Ron  ",Republican,61,000230
LYON,Precinct 24,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,179,000240
LYON,Precinct 24,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,471,000240
LYON,Precinct 25,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,107,000250
LYON,Precinct 25,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,391,000250
LYON,Precinct 26,Kansas House of Representatives,51,"Olejnik, Adrienne  ",Democratic,135,000260
LYON,Precinct 26,Kansas House of Representatives,51,"Highland, Ron  ",Republican,89,000260
LYON,Precinct 27,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,90,000270
LYON,Precinct 27,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,312,000270
LYON,Precinct 28,Kansas House of Representatives,76,"Briggs, Teresa  ",Democratic,145,00028A
LYON,Precinct 28,Kansas House of Representatives,76,"Smith, Eric L. ",Republican,195,00028A
LYON,Precinct 28 Enclave A,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,0,00028B
LYON,Precinct 28 Enclave A,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,0,00028B
LYON,Precinct 28 Enclave Part B,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,0,00028C
LYON,Precinct 28 Enclave Part B,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,0,00028C
LYON,Precinct 29 Exclave Part A,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,0,00029A
LYON,Precinct 29 Exclave Part A,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,0,00029A
LYON,Precinct 29,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,37,000290
LYON,Precinct 29,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,126,000290
LYON,Precinct 30,Kansas House of Representatives,76,"Briggs, Teresa  ",Democratic,213,000300
LYON,Precinct 30,Kansas House of Representatives,76,"Smith, Eric L. ",Republican,270,000300
LYON,Precinct 31,Kansas House of Representatives,76,"Briggs, Teresa  ",Democratic,268,000310
LYON,Precinct 31,Kansas House of Representatives,76,"Smith, Eric L. ",Republican,327,000310
LYON,Precinct 32,Kansas House of Representatives,76,"Briggs, Teresa  ",Democratic,156,000320
LYON,Precinct 32,Kansas House of Representatives,76,"Smith, Eric L. ",Republican,196,000320
LYON,Precinct 29 A,Kansas House of Representatives,60,"Ballard, William L. ",Democratic,0,120020
LYON,Precinct 29 A,Kansas House of Representatives,60,"Schreiber, Mark  ",Republican,0,120020
